threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;2;5;6;10,5,0.03403855414627268,5,1.0e-6,0.95,11
0.9,1;2;3;5;6;9;10,7,0.0288499124440688,1,0.0,0.95,11
0.95,1;2;3;4;5;6;7;9;10,9,0.02507588016065494,1,0.0,0.95,11
0.99,1;2;3;4;5;6;7;8;9;10,10,0.022852580169651263,1,0.0,0.95,11
1.0,1;2;3;4;5;6;7;8;9;10,10,0.022852580169651263,1,0.0,0.95,11
