threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,3;8;9,3,0.0648910201359246,7,0.0,0.99,17
0.9,1;2;3;8;9;10,6,0.009677810399400598,1,0.0,0.99,17
0.95,1;2;3;5;8;9;10,7,0.009005942665120469,1,0.0,0.99,17
0.99,1;2;3;5;7;8;9;10,8,0.0068810946489651775,1,0.0,0.99,17
1.0,1;2;3;4;5;6;7;8;9;10,10,0.005487411477028232,1,0.0,0.99,17
