threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,2;5;9;10,4,0.058429331293489116,3,0.001,0.9,7
0.9,2;3;5;9;10,5,0.057561458965044054,2,0.0001,0.9,7
0.95,2;3;4;5;6;7;8;9;10,9,0.040044045518300875,2,0.0001,0.9,7
0.99,1;2;3;4;5;6;7;8;9;10,10,0.038960274314769935,2,0.0001,0.9,7
1.0,1;2;3;4;5;6;7;8;9;10,10,0.038960274314769935,2,0.0001,0.9,7
