threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;5;6;9;10,5,0.017829164155857644,2,0.0001,0.95,13
0.9,1;5;6;9;10,5,0.017829164155857644,2,0.0001,0.95,13
0.95,1;2;3;4;5;6;9;10,8,0.006711161896621554,1,0.0,0.95,13
0.99,1;2;3;4;5;6;7;8;9;10,10,0.0023935969849272,1,0.0,0.95,13
1.0,1;2;3;4;5;6;7;8;9;10,10,0.0023935969849272,1,0.0,0.95,13
