threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;5;6;10,4,0.03936652610595478,1,0.001,0.99,18
0.9,1;3;5;6;7,5,0.018452273842192255,2,0.0001,0.99,18
0.95,1;3;5;6;7;9;10,7,0.01867280865750534,1,0.0,0.99,18
0.99,1;3;4;5;6;7;8;9;10,9,0.016979802152626775,1,0.0,0.99,18
1.0,1;2;3;4;5;6;7;8;9;10,10,0.01383742837096955,1,0.0,0.99,18
