threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,3;4;6;8;9;10,6,0.012444807845773025,3,0.0,0.99,29
0.9,2;3;4;6;8;9;10,7,0.013728416473801106,1,0.0,0.99,29
0.95,2;3;4;6;7;8;9;10,8,0.010106071687544124,1,0.0,0.99,29
0.99,1;2;3;4;5;6;7;8;9;10,10,0.009594629316282723,1,0.0,0.99,29
1.0,1;2;3;4;5;6;7;8;9;10,10,0.009594629316282723,1,0.0,0.99,29
