threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;2;5;7;8;9;10,7,0.049199326376599975,1,0.0001,0.75,1
0.9,1;2;3;5;7;8;9;10,8,0.03345905820024684,1,0.0,0.75,1
0.95,1;2;3;4;5;7;8;9;10,9,0.025767924448544997,1,0.0,0.75,1
0.99,1;2;3;4;5;6;7;8;9;10,10,0.023761697963921465,1,0.0,0.75,1
1.0,1;2;3;4;5;6;7;8;9;10,10,0.023761697963921465,1,0.0,0.75,1
