threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,3;4;8;10,4,0.02971329103768161,2,0.0,0.9,24
0.9,3;4;5;7;8;9;10,7,0.016154365352762264,1,0.0001,0.9,24
0.95,2;3;4;5;7;8;9;10,8,0.016762386742058044,1,0.0001,0.9,24
0.99,1;2;3;4;5;6;7;8;9;10,10,0.011326664890142363,1,0.0,0.9,24
1.0,1;2;3;4;5;6;7;8;9;10,10,0.011326664890142363,1,0.0,0.9,24
