threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;3;8;10,4,0.025815092866245032,3,0.0001,0.99,20
0.9,1;2;3;4;7;10,6,0.023963270805446368,1,0.0,0.99,20
0.95,1;2;3;4;7;9;10,7,0.0251261479756728,2,0.0,0.99,20
0.99,1;2;3;4;5;7;8;9;10,9,0.023870430406664624,2,0.0,0.99,20
1.0,1;2;3;4;5;6;7;8;9;10,10,0.02497309096894733,2,0.0,0.99,20
