threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;3;4;5;6;7;9,7,0.0554696362514691,5,0.001,0.5,23
0.9,1;2;3;4;5;6;7;8;9,9,0.03237157608686351,1,0.001,0.5,23
0.95,1;2;3;4;5;6;7;8;9,9,0.03237157608686351,1,0.001,0.5,23
0.99,1;2;3;4;5;6;7;8;9;10,10,0.03249861868452208,1,0.0001,0.5,23
1.0,1;2;3;4;5;6;7;8;9;10,10,0.03249861868452208,1,0.0001,0.5,23
