threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;2;3;4;5;6;7;8;10,9,0.028255922371489366,3,0.001,0.0,29
0.9,1;2;3;4;5;6;7;8;9;10,10,0.02486913108985036,1,0.001,0.0,29
0.95,1;2;3;4;5;6;7;8;9;10,10,0.02486913108985036,1,0.001,0.0,29
0.99,1;2;3;4;5;6;7;8;9;10,10,0.02486913108985036,1,0.001,0.0,29
1.0,1;2;3;4;5;6;7;8;9;10,10,0.02486913108985036,1,0.001,0.0,29
