threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;5;8;9,4,0.02643800002312057,1,0.0001,0.9,10
0.9,1;3;5;8;9;10,6,0.019536287446125837,1,0.0,0.9,10
0.95,1;2;3;4;5;7;8;9;10,9,0.020600675002878353,1,0.0,0.9,10
0.99,1;2;3;4;5;6;7;8;9;10,10,0.017092559689450445,1,0.0,0.9,10
1.0,1;2;3;4;5;6;7;8;9;10,10,0.017092559689450445,1,0.0,0.9,10
