threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;5;7;10,4,0.016597295798472987,1,0.0,0.99,9
0.9,2;3;5;6;7;8;10,7,0.009627937819778254,1,1.0e-6,0.99,9
0.95,2;3;5;6;7;8;10,7,0.009627937819778254,1,1.0e-6,0.99,9
0.99,2;3;4;5;6;7;8;9;10,9,0.010209717321945694,1,1.0e-6,0.99,9
1.0,1;2;3;4;5;6;7;8;9;10,10,0.010129901999980638,1,1.0e-6,0.99,9
