threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;4;6;7;8,5,0.027798960603672252,1,0.0,0.99,4
0.9,1;2;4;6;7;8,6,0.019263466278491598,1,0.001,0.99,4
0.95,1;2;4;6;7;8;9;10,8,0.021213808420742736,1,0.001,0.99,4
0.99,1;2;4;5;6;7;8;9;10,9,0.012529578174868184,1,0.0,0.99,4
1.0,1;2;3;4;5;6;7;8;9;10,10,0.011344931148102788,1,0.0,0.99,4
