threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;2;3;7;10,5,0.03611806017390606,3,0.0,0.9,20
0.9,1;2;3;4;7;9;10,7,0.031004252059956185,1,0.0,0.9,20
0.95,1;2;3;4;5;7;8;9;10,9,0.029335166942632555,2,0.0,0.9,20
0.99,1;2;3;4;5;6;7;8;9;10,10,0.02967977474219245,2,1.0e-6,0.9,20
1.0,1;2;3;4;5;6;7;8;9;10,10,0.02967977474219245,2,1.0e-6,0.9,20
