threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,4;5;6;7;10,5,0.028972501800076083,1,0.0,0.99,2
0.9,2;4;5;6;7;10,6,0.02013459064519659,1,0.0,0.99,2
0.95,1;4;5;6;7;10,6,0.019534425792655918,1,0.0,0.99,2
0.99,1;2;4;5;6;7;9;10,8,0.020574296377650764,1,0.0,0.99,2
1.0,1;2;3;4;5;6;7;8;9;10,10,0.008829970010793857,1,0.0,0.99,2
