threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;5;7;9;10,5,0.01624375271785719,1,0.0001,0.95,25
0.9,1;5;6;7;9;10,6,0.016169729799771815,1,0.0001,0.95,25
0.95,1;2;3;5;6;7;9;10,8,0.013626073665302316,1,0.0,0.95,25
0.99,1;2;3;5;6;7;8;9;10,9,0.011894692997163342,1,1.0e-6,0.95,25
1.0,1;2;3;4;5;6;7;8;9;10,10,0.009826407251182957,1,0.0,0.95,25
