threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,2;3;4;5;6;10,6,0.005806459242844931,1,0.0,0.95,5
0.9,1;2;3;4;5;6;8;10,8,0.0061459266180344035,1,0.0,0.95,5
0.95,1;2;3;4;5;6;8;10,8,0.0061459266180344035,1,0.0,0.95,5
0.99,1;2;3;4;5;6;7;8;9;10,10,0.005201698201882595,1,0.0,0.95,5
1.0,1;2;3;4;5;6;7;8;9;10,10,0.005201698201882595,1,0.0,0.95,5
