threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,2;3;4;5;6;7;8;10,8,0.012985802007442534,1,0.0,0.75,5
0.9,1;2;3;4;5;6;7;8;10,9,0.011673967520194619,1,0.0,0.75,5
0.95,1;2;3;4;5;6;7;8;10,9,0.011673967520194619,1,0.0,0.75,5
0.99,1;2;3;4;5;6;7;8;9;10,10,0.010500470937783533,1,0.0,0.75,5
1.0,1;2;3;4;5;6;7;8;9;10,10,0.010500470937783533,1,0.0,0.75,5
