threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,2;4;6,3,0.024786031174638533,2,0.0,0.99,26
0.9,2;4;6,3,0.024786031174638533,2,0.0,0.99,26
0.95,2;4;6;8,4,0.0250699738722481,2,0.0,0.99,26
0.99,2;3;4;5;6;8;9;10,8,0.011425638193122568,1,0.0,0.99,26
1.0,1;2;3;4;5;6;7;8;9;10,10,0.00850603907744383,1,0.0,0.99,26
