threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;2;3;4;7;8;9;10,8,0.03135108637226372,3,0.0001,0.0,24
0.9,1;2;3;4;5;7;8;9;10,9,0.01979638878366868,1,0.0001,0.0,24
0.95,1;2;3;4;5;6;7;8;9;10,10,0.017939820782502516,1,0.0,0.0,24
0.99,1;2;3;4;5;6;7;8;9;10,10,0.017939820782502516,1,0.0,0.0,24
1.0,1;2;3;4;5;6;7;8;9;10,10,0.017939820782502516,1,0.0,0.0,24
