threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,2;5;6;7;10,5,0.018720303837460983,3,0.0,0.75,27
0.9,1;2;3;4;5;6;7;10,8,0.018039314969029323,2,1.0e-6,0.75,27
0.95,1;2;3;4;5;6;7;8;10,9,0.01708031466099868,1,1.0e-6,0.75,27
0.99,1;2;3;4;5;6;7;8;9;10,10,0.0156889981316638,1,1.0e-6,0.75,27
1.0,1;2;3;4;5;6;7;8;9;10,10,0.0156889981316638,1,1.0e-6,0.75,27
