threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;2;3;4;5;6;8;9;10,9,0.015606805282503472,1,0.0,0.25,15
0.9,1;2;3;4;5;6;7;8;9;10,10,0.01450625400019527,1,0.0,0.25,15
0.95,1;2;3;4;5;6;7;8;9;10,10,0.01450625400019527,1,0.0,0.25,15
0.99,1;2;3;4;5;6;7;8;9;10,10,0.01450625400019527,1,0.0,0.25,15
1.0,1;2;3;4;5;6;7;8;9;10,10,0.01450625400019527,1,0.0,0.25,15
