threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;2;3;5;6;7;8;9;10,9,0.05534671257114011,5,0.001,0.25,20
0.9,1;2;3;4;5;6;7;8;9;10,10,0.043067919623022546,2,0.0001,0.25,20
0.95,1;2;3;4;5;6;7;8;9;10,10,0.043067919623022546,2,0.0001,0.25,20
0.99,1;2;3;4;5;6;7;8;9;10,10,0.043067919623022546,2,0.0001,0.25,20
1.0,1;2;3;4;5;6;7;8;9;10,10,0.043067919623022546,2,0.0001,0.25,20
