threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,4;5;6;7;10,5,0.03409802358113431,1,0.0,0.95,2
0.9,2;4;5;6;7;10,6,0.02685066522607292,5,0.0,0.95,2
0.95,1;2;4;5;6;7;9;10,8,0.027249779962308412,5,0.0,0.95,2
0.99,1;2;3;4;5;6;7;8;9;10,10,0.016573962004923094,1,0.0,0.95,2
1.0,1;2;3;4;5;6;7;8;9;10,10,0.016573962004923094,1,0.0,0.95,2
