threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;2;3;4;5;6;7;10,8,0.023977550874253496,3,0.0001,0.0,27
0.9,1;2;3;4;5;6;7;8;10,9,0.020184107795015328,2,0.0,0.0,27
0.95,1;2;3;4;5;6;7;8;9;10,10,0.01939095021685898,2,0.0,0.0,27
0.99,1;2;3;4;5;6;7;8;9;10,10,0.01939095021685898,2,0.0,0.0,27
1.0,1;2;3;4;5;6;7;8;9;10,10,0.01939095021685898,2,0.0,0.0,27
