threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;2;5;6;7;9;10,7,0.024538392801035334,1,0.0,0.25,13
0.9,1;2;5;6;7;9;10,7,0.024538392801035334,1,0.0,0.25,13
0.95,1;2;3;4;5;6;7;9;10,9,0.01099719351261572,1,0.0,0.25,13
0.99,1;2;3;4;5;6;7;8;9;10,10,0.006748011726760709,1,0.0,0.25,13
1.0,1;2;3;4;5;6;7;8;9;10,10,0.006748011726760709,1,0.0,0.25,13
