threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;2;5;6;7,5,0.03305711401298369,1,0.001,0.9,18
0.9,1;3;5;6;7;8;10,7,0.03469288569468113,1,0.0,0.9,18
0.95,1;3;4;5;6;7;8;9;10,9,0.03107816736753427,2,0.0,0.9,18
0.99,1;2;3;4;5;6;7;8;9;10,10,0.027448521671755922,1,0.0,0.9,18
1.0,1;2;3;4;5;6;7;8;9;10,10,0.027448521671755922,1,0.0,0.9,18
