threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,2;5;6;7,4,0.021021433742545188,1,0.0,0.99,19
0.9,1;2;5;6;7;9,6,0.019829332695461527,1,0.0,0.99,19
0.95,1;2;5;6;7;10,6,0.022455448679664616,1,0.0,0.99,19
0.99,1;2;3;4;5;6;7;9;10,9,0.018502233026344923,2,0.0,0.99,19
1.0,1;2;3;4;5;6;7;8;9;10,10,0.018361017048563938,2,0.0,0.99,19
