threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;8;9;10,4,0.05352687055627248,1,0.0,0.99,14
0.9,1;5;8;9;10,5,0.0521663416039916,1,0.01,0.99,14
0.95,1;4;5;8;9;10,6,0.03966766562707309,1,0.0,0.99,14
0.99,1;2;4;5;6;7;8;9;10,9,0.033016759801760845,1,0.0,0.99,14
1.0,1;2;3;4;5;6;7;8;9;10,10,0.028234720069669893,1,0.0,0.99,14
