threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;3;5;6;7;8;9;10,8,0.02243056032537548,3,1.0e-6,0.0,22
0.9,1;3;4;5;6;7;8;9;10,9,0.017705966152364142,2,1.0e-6,0.0,22
0.95,1;2;3;4;5;6;7;8;9;10,10,0.010470523798998134,1,0.0,0.0,22
0.99,1;2;3;4;5;6;7;8;9;10,10,0.010470523798998134,1,0.0,0.0,22
1.0,1;2;3;4;5;6;7;8;9;10,10,0.010470523798998134,1,0.0,0.0,22
