threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,3;4;8;10,4,0.02721900781204576,2,0.0,0.95,24
0.9,3;4;5;8;10,5,0.016936754083478268,1,0.001,0.95,24
0.95,3;4;5;7;8;9;10,7,0.014323072147574646,1,0.0001,0.95,24
0.99,1;2;3;4;5;6;7;8;9;10,10,0.009941704470222391,1,0.0,0.95,24
1.0,1;2;3;4;5;6;7;8;9;10,10,0.009941704470222391,1,0.0,0.95,24
