threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;2;3;8;9,5,0.048175714350821915,1,0.001,0.9,17
0.9,1;2;3;7;8;9;10,7,0.020815465429773996,1,0.0,0.9,17
0.95,1;2;3;5;7;8;9;10,8,0.02026061610483004,1,1.0e-6,0.9,17
0.99,1;2;3;5;6;7;8;9;10,9,0.015392251738280726,1,0.0,0.9,17
1.0,1;2;3;4;5;6;7;8;9;10,10,0.015530372656212614,1,1.0e-6,0.9,17
