threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;2;6;7,4,0.0637489151396921,2,0.0,0.95,12
0.9,1;2;6;7;8;9,6,0.043605008644962494,2,0.0,0.95,12
0.95,1;2;3;5;6;7;8;9;10,9,0.04335709861677325,2,0.0,0.95,12
0.99,1;2;3;4;5;6;7;8;9;10,10,0.037866930904014814,1,0.0,0.95,12
1.0,1;2;3;4;5;6;7;8;9;10,10,0.037866930904014814,1,0.0,0.95,12
