threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;2;3;7;8;9,6,0.047858153453015986,1,0.0001,0.75,17
0.9,1;2;3;7;8;9;10,7,0.030948798376716,1,0.0,0.75,17
0.95,1;2;3;5;6;7;8;9;10,9,0.02312977774994649,1,0.0,0.75,17
0.99,1;2;3;5;6;7;8;9;10,9,0.02312977774994649,1,0.0,0.75,17
1.0,1;2;3;4;5;6;7;8;9;10,10,0.02281563849589493,1,0.0001,0.75,17
