threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,2;5;7,3,0.012522961881358683,1,0.0,0.99,27
0.9,2;5;7,3,0.012522961881358683,1,0.0,0.99,27
0.95,2;5;7;8,4,0.008190803729801474,1,0.0001,0.99,27
0.99,2;3;4;5;6;7;8;10,8,0.005418191605874189,1,0.0,0.99,27
1.0,1;2;3;4;5;6;7;8;9;10,10,0.004904545747763492,1,0.0,0.99,27
