cvar_05,cvar_15,dataset,fit_seconds,lambda,linear_solver,mae,mape,mape_valid_fraction,max_abs_error,mean_error,median_abs_error,method,n,n_parameters,objective_variant,q95_abs_error,rmse,smape,solve_seconds,tau,wape,fit_and_test_seconds,analysis,setting,seed,condition_number,theta_l2,max_abs_weight,mean_weight_l2,selected_count,selected_members,selected_threshold
0.08878142153968169,0.05328698526499758,synthetic_recurring,0.0054098,0.0001,cholesky,0.01689280803770226,15.753362610928512,1.0,0.9547771080191665,0.000137397305314461,0.010777679785743344,adaptive_ridge,1000,110,quadratic,0.04467369433220445,0.039968022020472435,6.92855251746378,0.0008223,1,2.654862012566708,,correlation,0.75,29,8.023919627933441e6,3.7643803391920136,0.9225098555395794,0.6747563693823905,,,
0.13276634850378874,0.09516794083950812,synthetic_recurring,0.0001194,0.0,,0.02916688226624848,25.372578269468693,1.0,0.22105659667362743,0.0025779540705332085,0.01779558603665521,static_ridge,1000,,,0.10180886252558201,0.043920333020789765,11.745241153652666,,,4.583847018260509,,correlation,0.75,29,NaN,NaN,NaN,NaN,,,
0.20518377897791218,0.09399904873444376,synthetic_recurring,,,,0.021784654136695804,27.711797807965148,1.0,1.178718813811797,-0.00042000359697281163,0.009035275100280571,rolling_ridge,1000,,,0.05769321788848127,0.07362416810376365,7.9759802930782255,,,3.4236611577742506,0.0079281,correlation,0.75,29,NaN,NaN,1.476359991571416,0.7615683459944232,,,
0.21700710925480934,0.10015944743848124,synthetic_recurring,,,,0.023012937171853765,29.83835472591409,1.0,1.273739985937298,0.0009112076047344508,0.009316761645606741,rls,1000,,,0.05807209529305995,0.07733591640850816,8.222610377764777,,,3.616697268966843,0.0033796,correlation,0.75,29,NaN,NaN,1.8155802856557837,0.7413217420608915,,,
0.7906065667610482,0.46824365006937324,synthetic_recurring,,,,0.11875627471070477,69.82064522234413,1.0,1.4876773797580387,0.06215766573406954,0.0407186716334772,exp3,1000,,,0.4991615234534407,0.22356287644987122,30.00904487056082,,,18.663653892219966,0.0019324,correlation,0.75,29,NaN,NaN,0.812646575641923,0.807769466908696,,,
0.13984915997259453,0.10387781582642598,synthetic_recurring,,,,0.03917447875859163,31.5451258466253,1.0,0.2509392658763063,-0.001040009429075217,0.02950553982499865,passive_aggressive,1000,,,0.10367677216918511,0.05229729866674241,14.947556696820053,,,6.1566339525179785,0.0002507,correlation,0.75,29,NaN,NaN,0.450289132433921,0.7149888186117981,,,
0.44688444114235554,0.3584010629169477,synthetic_recurring,,,,0.14998435811357444,99.45149041690057,1.0,0.6513431476335596,0.01292031442846783,0.12117056613014644,ensemble_mean,1000,,,0.36920957947733746,0.1892789752824285,40.37165266863991,,,23.571437853685055,,correlation,0.75,29,NaN,NaN,NaN,NaN,,,
0.08878142153968169,0.05328698526499758,synthetic_recurring_pruned,,,,0.01689280803770226,15.753362610928512,1.0,0.9547771080191665,0.000137397305314461,0.010777679785743344,adaptive_ridge_pruned,1000,,,0.04467369433220445,0.039968022020472435,6.92855251746378,,,2.654862012566708,,correlation,0.75,29,8.023919627933441e6,3.7643803391920136,,,10,1;2;3;4;5;6;7;8;9;10,0.95
