threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;3;4;5;6;7;8;9;10,9,0.042702797611848343,1,0.0,0.5,18
0.9,1;2;3;4;5;6;7;8;9;10,10,0.04015476891556278,1,0.0,0.5,18
0.95,1;2;3;4;5;6;7;8;9;10,10,0.04015476891556278,1,0.0,0.5,18
0.99,1;2;3;4;5;6;7;8;9;10,10,0.04015476891556278,1,0.0,0.5,18
1.0,1;2;3;4;5;6;7;8;9;10,10,0.04015476891556278,1,0.0,0.5,18
