threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;3;9;10,4,0.014830782596580995,1,0.0001,0.99,22
0.9,1;2;3;9;10,5,0.005851498673189563,1,1.0e-6,0.99,22
0.95,1;2;3;9;10,5,0.005851498673189563,1,1.0e-6,0.99,22
0.99,1;2;3;4;5;6;7;8;9;10,10,0.0016016921695922407,1,0.0,0.99,22
1.0,1;2;3;4;5;6;7;8;9;10,10,0.0016016921695922407,1,0.0,0.99,22
