threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;2;3;5;6;7;8;9;10,9,0.048456326811556816,1,0.001,0.0,14
0.9,1;2;3;5;6;7;8;9;10,9,0.048456326811556816,1,0.001,0.0,14
0.95,1;2;3;4;5;6;7;8;9;10,10,0.03832916735741627,1,0.0001,0.0,14
0.99,1;2;3;4;5;6;7;8;9;10,10,0.03832916735741627,1,0.0001,0.0,14
1.0,1;2;3;4;5;6;7;8;9;10,10,0.03832916735741627,1,0.0001,0.0,14
