threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;5;6;9;10,5,0.009180900032784333,2,1.0e-6,0.99,13
0.9,1;3;5;6;9;10,6,0.006490961958044511,2,0.0,0.99,13
0.95,1;3;4;5;6;9;10,7,0.003739134000071503,2,1.0e-6,0.99,13
0.99,1;2;3;4;5;6;7;8;9;10,10,0.0011482088749536976,1,0.0,0.99,13
1.0,1;2;3;4;5;6;7;8;9;10,10,0.0011482088749536976,1,0.0,0.99,13
