threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;2;6;7,4,0.05578313752049724,1,0.0,0.99,12
0.9,1;2;6;7;8,5,0.05123517508681367,1,0.0,0.99,12
0.95,1;2;3;6;7;8;9,7,0.02629228911373674,1,0.0,0.99,12
0.99,1;2;3;5;6;7;8;9;10,9,0.02597684847078463,1,0.0,0.99,12
1.0,1;2;3;4;5;6;7;8;9;10,10,0.020695153828444404,1,0.0,0.99,12
