threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;2;5;7;8;9;10,7,0.05736673126911911,3,0.001,0.25,1
0.9,1;2;3;5;7;8;9;10,8,0.0373698092730218,2,0.0001,0.25,1
0.95,1;2;3;4;5;7;8;9;10,9,0.03403268580702707,2,0.0,0.25,1
0.99,1;2;3;4;5;6;7;8;9;10,10,0.02919633316515886,1,0.0,0.25,1
1.0,1;2;3;4;5;6;7;8;9;10,10,0.02919633316515886,1,0.0,0.25,1
