threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,1;2;3;4;6;7;8;9;10,9,0.031200862708296032,1,0.0001,0.5,4
0.9,1;2;3;4;6;7;8;9;10,9,0.031200862708296032,1,0.0001,0.5,4
0.95,1;2;3;4;5;6;7;8;9;10,10,0.025436626680733737,1,1.0e-6,0.5,4
0.99,1;2;3;4;5;6;7;8;9;10,10,0.025436626680733737,1,1.0e-6,0.5,4
1.0,1;2;3;4;5;6;7;8;9;10,10,0.025436626680733737,1,1.0e-6,0.5,4
