sweep_setting,reference,method,metric,n,interval_available,mean_method_minus_reference,ci_low,ci_high,method_win_rate,reference_win_rate,tie_rate
drift=0.8,adaptive_ridge,passive_aggressive,rmse,30,true,-0.02892180806920573,-0.033534495491729,-0.02430912064668246,1.0,0.0,0.0
drift=0.8,adaptive_ridge,ensemble_mean,rmse,30,true,0.11504909353079415,0.07735345757918775,0.15274472948240053,0.03333333333333333,0.9666666666666667,0.0
drift=0.8,adaptive_ridge,oracle_best_member,rmse,30,true,0.2128739491202434,0.17520370941100966,0.25054418882947715,0.0,1.0,0.0
drift=0.8,adaptive_ridge,validation_best_member,rmse,30,true,0.23012885401482014,0.18763543589103093,0.27262227213860935,0.0,1.0,0.0
drift=1.0,adaptive_ridge,static_ridge,rmse,30,true,-0.01387989655684296,-0.01838362235056709,-0.00937617076311883,0.9,0.1,0.0
drift=1.0,adaptive_ridge,rls,rmse,30,true,-0.03711424764557055,-0.04238092498030872,-0.03184757031083238,1.0,0.0,0.0
drift=1.0,adaptive_ridge,hedge,rmse,30,true,0.060066025732933376,0.03447968662355258,0.08565236484231417,0.13333333333333333,0.8666666666666667,0.0
drift=1.0,adaptive_ridge,exp3,rmse,30,true,0.4315979052856227,0.3944056313533595,0.4687901792178859,0.0,1.0,0.0
drift=1.0,adaptive_ridge,fixed_share,rmse,30,true,0.042331849231028465,0.022859943571631857,0.06180375489042507,0.13333333333333333,0.8666666666666667,0.0
drift=1.0,adaptive_ridge,passive_aggressive,rmse,30,true,-0.04223283128582044,-0.04848679727913771,-0.03597886529250317,1.0,0.0,0.0
drift=1.0,adaptive_ridge,ensemble_mean,rmse,30,true,0.14784912077080398,0.1006333069619426,0.19506493457966534,0.03333333333333333,0.9666666666666667,0.0
drift=1.0,adaptive_ridge,oracle_best_member,rmse,30,true,0.24578867613527164,0.20152072736198506,0.2900566249085582,0.0,1.0,0.0
drift=1.0,adaptive_ridge,validation_best_member,rmse,30,true,0.2695112066748448,0.2151252861405809,0.3238971272091087,0.0,1.0,0.0
window=1.0,adaptive_ridge,static_ridge,rmse,30,true,0.004597306514950217,0.0020363559344783737,0.00715825709542206,0.13333333333333333,0.8666666666666667,0.0
window=1.0,adaptive_ridge,rls,rmse,30,true,-0.007093974674581806,-0.008635079102373973,-0.005552870246789639,1.0,0.0,0.0
window=1.0,adaptive_ridge,hedge,rmse,30,true,0.05205094286341049,0.03591065997021104,0.06819122575660994,0.0,1.0,0.0
window=1.0,adaptive_ridge,exp3,rmse,30,true,0.2942113467052347,0.26956698624937214,0.31885570716109723,0.0,1.0,0.0
window=1.0,adaptive_ridge,fixed_share,rmse,30,true,0.03295588663241205,0.022742371009793573,0.04316940225503053,0.0,1.0,0.0
window=1.0,adaptive_ridge,passive_aggressive,rmse,30,true,-0.00443859745018466,-0.006742624066824831,-0.002134570833544489,0.7333333333333333,0.26666666666666666,0.0
window=1.0,adaptive_ridge,ensemble_mean,rmse,30,true,0.08033076474864488,0.05636502887975085,0.10429650061753891,0.0,1.0,0.0
window=1.0,adaptive_ridge,oracle_best_member,rmse,30,true,0.16218289692099866,0.13687606460274238,0.18748972923925494,0.0,1.0,0.0
window=1.0,adaptive_ridge,validation_best_member,rmse,30,true,0.1889169187598356,0.15248158756832253,0.22535224995134867,0.0,1.0,0.0
window=2.0,adaptive_ridge,static_ridge,rmse,30,true,0.0029302715975880913,4.14874368481772e-5,0.0058190557583280055,0.43333333333333335,0.5666666666666667,0.0
window=2.0,adaptive_ridge,rls,rmse,30,true,-0.00876100959194393,-0.010446722184478929,-0.0070752969994089315,1.0,0.0,0.0
window=2.0,adaptive_ridge,hedge,rmse,30,true,0.05038390794604836,0.03432859653013007,0.06643921936196666,0.0,1.0,0.0
