condition_number,fit_seconds,iterations,lambda,linear_solver,n_parameters,objective_variant,preparation_seconds,residual_norm,solve_seconds,tau,validation_cvar_05,validation_mae,validation_rmse,method,fit_and_validation_seconds,forgetting,ridge,eta,window,gamma,seed,share,C,epsilon,sweep,setting
,,,,,,,,,,,0.23001543063610932,0.07675541786056898,0.09701991404014175,passive_aggressive,0.0002511,,,,,,19,,1.0e12,0.1,window,15.0
,,,,,,,,,,,0.3147445853685197,0.11200637176748623,0.13866105725478553,passive_aggressive,0.0001888,,,,,,19,,1.0e12,1.0,window,15.0
NaN,1.8008052,0,0.0001,cholesky,1510,quadratic_stacked_beta,1.7171844,5.0308270999051405e-15,0.0836208,15,0.38881395556481024,0.1240996274320803,0.15862803411006673,adaptive_ridge,,,,,,,20,,,,window,15.0
NaN,1.8445104,0,0.001,cholesky,1510,quadratic_stacked_beta,1.7171844,4.779720117066071e-15,0.127326,15,0.33978268369341125,0.11068740300080018,0.1406315948584973,adaptive_ridge,,,,,,,20,,,,window,15.0
NaN,1.8126358,0,0.01,cholesky,1510,quadratic_stacked_beta,1.7171844,4.566419388071406e-15,0.0954514,15,0.2778444731024376,0.09308141228431886,0.11726054028979298,adaptive_ridge,,,,,,,20,,,,window,15.0
NaN,1.9407934,0,0.1,cholesky,1510,quadratic_stacked_beta,1.7171844,4.6667997128356734e-15,0.223609,15,0.2795036230403769,0.09465777497903283,0.11936934421950268,adaptive_ridge,,,,,,,20,,,,window,15.0
NaN,1.8931084,0,1.0,cholesky,1510,quadratic_stacked_beta,1.7171844,4.161505754748633e-15,0.175924,15,0.37508178472947784,0.14615344419434062,0.17622173160483898,adaptive_ridge,,,,,,,20,,,,window,15.0
,0.0002713,,0.0001,,,,,,,,0.14149777279209658,0.0470079238804436,0.05990350596575299,static_ridge,,,,,,,20,,,,window,15.0
,0.0001208,,0.001,,,,,,,,0.14211079744951033,0.04732856187911812,0.06027313032694407,static_ridge,,,,,,,20,,,,window,15.0
,0.0001658,,0.01,,,,,,,,0.15043873628222248,0.05148848803173675,0.06511611789696392,static_ridge,,,,,,,20,,,,window,15.0
,0.0002438,,0.1,,,,,,,,0.21111580489709605,0.07298610884654898,0.09132080634005643,static_ridge,,,,,,,20,,,,window,15.0
,0.000333,,1.0,,,,,,,,0.3321636627496964,0.13183339717683426,0.15855250228812207,static_ridge,,,,,,,20,,,,window,15.0
,,,,,,,,,,,0.1505930585304117,0.05289279746727392,0.06613338918231743,rls,0.009661,0.9,1.0e-6,,,,20,,,,window,15.0
,,,,,,,,,,,0.15059305853041155,0.05289279746727394,0.06613338918231741,rls,0.0097415,0.9,0.0001,,,,20,,,,window,15.0
,,,,,,,,,,,0.1505930585304115,0.05289279746727392,0.06613338918231741,rls,0.0578707,0.9,0.01,,,,20,,,,window,15.0
,,,,,,,,,,,0.15059305853041166,0.05289279746727394,0.06613338918231741,rls,0.0025909,0.9,0.1,,,,20,,,,window,15.0
,,,,,,,,,,,0.13715355339644292,0.04761661025668929,0.06001094282798125,rls,0.0026282,0.95,1.0e-6,,,,20,,,,window,15.0
,,,,,,,,,,,0.1371535533964429,0.047616610256689285,0.060010942827981244,rls,0.0027018,0.95,0.0001,,,,20,,,,window,15.0
,,,,,,,,,,,0.1371535533964429,0.04761661025668929,0.060010942827981244,rls,0.0031486,0.95,0.01,,,,20,,,,window,15.0
,,,,,,,,,,,0.1371535533964429,0.047616610256689285,0.060010942827981244,rls,0.0097431,0.95,0.1,,,,20,,,,window,15.0
,,,,,,,,,,,0.13552634065516744,0.045366251344637946,0.05746560309986917,rls,0.0081066,0.98,1.0e-6,,,,20,,,,window,15.0
,,,,,,,,,,,0.13552634065516742,0.04536625134463794,0.05746560309986917,rls,0.007679,0.98,0.0001,,,,20,,,,window,15.0
,,,,,,,,,,,0.1355263406551674,0.04536625134463795,0.05746560309986918,rls,0.0423905,0.98,0.01,,,,20,,,,window,15.0
,,,,,,,,,,,0.13552634065516742,0.045366251344637946,0.05746560309986918,rls,0.0025439,0.98,0.1,,,,20,,,,window,15.0
,,,,,,,,,,,0.13604462164523087,0.0447070851003461,0.056680631532129926,rls,0.0026165,0.99,1.0e-6,,,,20,,,,window,15.0
,,,,,,,,,,,0.13604462164523093,0.044707085100346114,0.05668063153212994,rls,0.0026658,0.99,0.0001,,,,20,,,,window,15.0
,,,,,,,,,,,0.13604462164523437,0.044707085100346204,0.056680631532129946,rls,0.0035064,0.99,0.01,,,,20,,,,window,15.0
,,,,,,,,,,,0.13604462164526596,0.04470708510034716,0.05668063153213014,rls,0.0025764,0.99,0.1,,,,20,,,,window,15.0
,,,,,,,,,,,0.13561045841667518,0.044336680046807436,0.05633544910209395,rls,0.007504,0.995,1.0e-6,,,,20,,,,window,15.0
,,,,,,,,,,,0.13561045841678732,0.04433668004701333,0.056335449102335226,rls,0.0470082,0.995,0.0001,,,,20,,,,window,15.0
,,,,,,,,,,,0.13561045842799618,0.04433668006760251,0.05633544912646364,rls,0.0027228,0.995,0.01,,,,20,,,,window,15.0
,,,,,,,,,,,0.13561045852989495,0.04433668025477665,0.056335449345815344,rls,0.0037634,0.995,0.1,,,,20,,,,window,15.0
,,,,,,,,,,,0.28915085573729316,0.09925256388715235,0.12391859426202931,hedge,0.0008751,,,0.01,0,,20,,,,window,15.0
,,,,,,,,,,,0.28920912537168403,0.09927433180186462,0.12394591093256144,hedge,0.0017325,,,0.01,24,,20,,,,window,15.0
,,,,,,,,,,,0.28920956176528045,0.09927181547263098,0.12394222406870344,hedge,0.0017945,,,0.01,72,,20,,,,window,15.0
,,,,,,,,,,,0.2892001710530775,0.09927085558638878,0.1239408969150933,hedge,0.0017418,,,0.01,168,,20,,,,window,15.0
,,,,,,,,,,,0.28919202363812846,0.09926799032121565,0.12393708944239078,hedge,0.0019844,,,0.01,336,,20,,,,window,15.0
,,,,,,,,,,,0.289116453152478,0.09926913845318672,0.12393070994309567,hedge,0.0020691,,,0.05,0,,20,,,,window,15.0
,,,,,,,,,,,0.28940116790274895,0.09937611164372233,0.12406795416309317,hedge,0.0019085,,,0.05,24,,20,,,,window,15.0
,,,,,,,,,,,0.28940410370890857,0.09936371799100681,0.12404897081660779,hedge,0.0032737,,,0.05,72,,20,,,,window,15.0
,,,,,,,,,,,0.28935792749799566,0.09935989592575437,0.1240419652980207,hedge,0.0029556,,,0.05,168,,20,,,,window,15.0
,,,,,,,,,,,0.28931781242217286,0.09934575726263893,0.124022993118258,hedge,0.0029077,,,0.05,336,,20,,,,window,15.0
,,,,,,,,,,,0.28906854985157765,0.09928930983261876,0.12394623635838431,hedge,0.0017177,,,0.1,0,,20,,,,window,15.0
,,,,,,,,,,,0.289635129179346,0.09950238407194871,0.12422211668482465,hedge,0.044017,,,0.1,24,,20,,,,window,15.0
,,,,,,,,,,,0.28962931322370467,0.09947323617109684,0.12418286277238313,hedge,0.0009414,,,0.1,72,,20,,,,window,15.0
,,,,,,,,,,,0.2895388792001989,0.09946640336414017,0.12416798210698639,hedge,0.0009196,,,0.1,168,,20,,,,window,15.0
,,,,,,,,,,,0.2894601854825145,0.09943855267584335,0.12413021803929326,hedge,0.0009236,,,0.1,336,,20,,,,window,15.0
,,,,,,,,,,,0.28892557116616574,0.0993487398457209,0.12399500800727553,hedge,0.0007582,,,0.25,0,,20,,,,window,15.0
,,,,,,,,,,,0.2902914945030755,0.09990134196162949,0.12469116254392756,hedge,0.0009006,,,0.25,24,,20,,,,window,15.0
,,,,,,,,,,,0.29029346436129044,0.09980228799905672,0.12458467668757062,hedge,0.0009206,,,0.25,72,,20,,,,window,15.0
,,,,,,,,,,,0.2901246750086799,0.0997765263870015,0.12454179934317094,hedge,0.000912,,,0.25,168,,20,,,,window,15.0
,,,,,,,,,,,0.28989011152840943,0.09970665191559974,0.12444899991275372,hedge,0.0009376,,,0.25,336,,20,,,,window,15.0
,,,,,,,,,,,0.2886797934106339,0.09944305647445915,0.12408155571139293,hedge,0.0011903,,,0.5,0,,20,,,,window,15.0
,,,,,,,,,,,0.2913935853922629,0.10057528471479499,0.12547290086706522,hedge,0.0021346,,,0.5,24,,20,,,,window,15.0
,,,,,,,,,,,0.2913280708410539,0.10039444019443922,0.12523940828524477,hedge,0.0013035,,,0.5,72,,20,,,,window,15.0
,,,,,,,,,,,0.2909856862776689,0.10030121718820895,0.12513961106314703,hedge,0.0010048,,,0.5,168,,20,,,,window,15.0
,,,,,,,,,,,0.29057170968610335,0.1001606148912626,0.1249607577344135,hedge,0.0010017,,,0.5,336,,20,,,,window,15.0
,,,,,,,,,,,0.28811260256572313,0.09962891615339206,0.12426128465313038,hedge,0.0008118,,,1.0,0,,20,,,,window,15.0
,,,,,,,,,,,0.29411732049427064,0.1017074275526181,0.12692379377462884,hedge,0.002013,,,1.0,24,,20,,,,window,15.0
,,,,,,,,,,,0.2932156623077667,0.10133202891770111,0.12641259675752223,hedge,0.0010126,,,1.0,72,,20,,,,window,15.0
,,,,,,,,,,,0.29247109027637896,0.10119510305608595,0.126183590053671,hedge,0.0013029,,,1.0,168,,20,,,,window,15.0
,,,,,,,,,,,0.2917100246577751,0.10091613047924963,0.12585886400062019,hedge,0.0015722,,,1.0,336,,20,,,,window,15.0
,,,,,,,,,,,1.1361645344660254,0.3897578898791813,0.4827363358147277,exp3,0.0020179,,,,,0.01,20,,,,window,15.0
,,,,,,,,,,,0.8901657098140515,0.30217603593035824,0.3752419345504826,exp3,0.0017879,,,,,0.05,20,,,,window,15.0
,,,,,,,,,,,0.793783316864969,0.25693929590437575,0.32660713027986016,exp3,0.0028038,,,,,0.1,20,,,,window,15.0
,,,,,,,,,,,0.8417903042029303,0.2540509181622264,0.33122307098034304,exp3,0.0018284,,,,,0.2,20,,,,window,15.0
,,,,,,,,,,,1.0177983005398736,0.2963060385284077,0.3874615628433711,exp3,0.0015794,,,,,0.4,20,,,,window,15.0
,,,,,,,,,,,0.2833082059260935,0.09796223985436557,0.12225135585638076,fixed_share,0.0013039,,,0.01,,,20,0.005,,,window,15.0
,,,,,,,,,,,0.28570810899462373,0.09835035535648193,0.12283446177987607,fixed_share,0.0010672,,,0.01,,,20,0.01,,,window,15.0
,,,,,,,,,,,0.28745441842921976,0.09873619269562493,0.12336271749536196,fixed_share,0.0009895,,,0.01,,,20,0.02,,,window,15.0
,,,,,,,,,,,0.28838863982813057,0.09904581803220884,0.12370586129019473,fixed_share,0.0009843,,,0.01,,,20,0.05,,,window,15.0
,,,,,,,,,,,0.28870072561846105,0.09916081816757064,0.12381910135898636,fixed_share,0.0009637,,,0.01,,,20,0.1,,,window,15.0
,,,,,,,,,,,0.3946534351324547,0.13472829192721733,0.16954851604775223,fixed_share,0.0009835,,,0.05,,,20,0.005,,,window,15.0
,,,,,,,,,,,0.3041606256934154,0.10778484637450172,0.1337941751051858,fixed_share,0.0009816,,,0.05,,,20,0.01,,,window,15.0
,,,,,,,,,,,0.2850247179081369,0.09920592918180633,0.12365507884017245,fixed_share,0.0009847,,,0.05,,,20,0.02,,,window,15.0
,,,,,,,,,,,0.28641355796723295,0.09861452535842569,0.12317654297234736,fixed_share,0.0009876,,,0.05,,,20,0.05,,,window,15.0
,,,,,,,,,,,0.28737150937440153,0.0989300849921437,0.123539391940496,fixed_share,0.0010608,,,0.05,,,20,0.1,,,window,15.0
,,,,,,,,,,,0.4858676712377142,0.1643148273333433,0.20797161257217928,fixed_share,0.0009882,,,0.1,,,20,0.005,,,window,15.0
,,,,,,,,,,,0.38832327765958835,0.13361726613529662,0.16780630170755764,fixed_share,0.0010281,,,0.1,,,20,0.01,,,window,15.0
,,,,,,,,,,,0.3031008795722455,0.10798573147982966,0.13387374889110257,fixed_share,0.041023,,,0.1,,,20,0.02,,,window,15.0
,,,,,,,,,,,0.2852979827236835,0.09901810277577085,0.12351234779027576,fixed_share,0.0010738,,,0.1,,,20,0.05,,,window,15.0
,,,,,,,,,,,0.28646445538009285,0.09882977325842925,0.12341588166798258,fixed_share,0.0010337,,,0.1,,,20,0.1,,,window,15.0
,,,,,,,,,,,0.5568812182509668,0.18818481374002713,0.23886332188095594,fixed_share,0.0009496,,,0.25,,,20,0.005,,,window,15.0
,,,,,,,,,,,0.5011649920003903,0.17004712657222446,0.21507573437166747,fixed_share,0.0009305,,,0.25,,,20,0.01,,,window,15.0
,,,,,,,,,,,0.412259381365468,0.1422602949155389,0.17831035583054597,fixed_share,0.000933,,,0.25,,,20,0.02,,,window,15.0
,,,,,,,,,,,0.30194662057084165,0.10817099282694917,0.13402291557114654,fixed_share,0.0009233,,,0.25,,,20,0.05,,,window,15.0
,,,,,,,,,,,0.2871077026932955,0.10033891084617515,0.12493571088361669,fixed_share,0.0009364,,,0.25,,,20,0.1,,,window,15.0
,,,,,,,,,,,0.5831981003307201,0.19719126840940707,0.250250297998923,fixed_share,0.000951,,,0.5,,,20,0.005,,,window,15.0
,,,,,,,,,,,0.5486058010199422,0.18625309734822185,0.23584952742250112,fixed_share,0.0009154,,,0.5,,,20,0.01,,,window,15.0
,,,,,,,,,,,0.49014914226075973,0.16741868318989886,0.21092778025828002,fixed_share,0.0009304,,,0.5,,,20,0.02,,,window,15.0
,,,,,,,,,,,0.3713005493806129,0.130720979774763,0.16216261932841983,fixed_share,0.0009508,,,0.5,,,20,0.05,,,window,15.0
,,,,,,,,,,,0.30298324691855233,0.10803916517285829,0.13397190139264292,fixed_share,0.0423927,,,0.5,,,20,0.1,,,window,15.0
,,,,,,,,,,,0.5945175657818357,0.20154186591127285,0.2554468219936349,fixed_share,0.0012867,,,1.0,,,20,0.005,,,window,15.0
,,,,,,,,,,,0.5727315050655065,0.19470297435143846,0.246227094345286,fixed_share,0.0010094,,,1.0,,,20,0.01,,,window,15.0
,,,,,,,,,,,0.535259670803862,0.18248385088429797,0.23025355181173332,fixed_share,0.0009942,,,1.0,,,20,0.02,,,window,15.0
,,,,,,,,,,,0.4487035804791354,0.15495210601897813,0.19371975076534437,fixed_share,0.0009641,,,1.0,,,20,0.05,,,window,15.0
,,,,,,,,,,,0.36078314710912884,0.12704486895472628,0.1576782882863665,fixed_share,0.0009809,,,1.0,,,20,0.1,,,window,15.0
,,,,,,,,,,,0.1765390741853369,0.06027020798129373,0.0757002224916149,passive_aggressive,0.0001884,,,,,,20,,1.0e12,0.0001,window,15.0
,,,,,,,,,,,0.17565443293767502,0.059938679222040665,0.07530120251050129,passive_aggressive,0.0001878,,,,,,20,,1.0e12,0.001,window,15.0
,,,,,,,,,,,0.16733416216402605,0.05693752656041976,0.07175626528000882,passive_aggressive,0.0001956,,,,,,20,,1.0e12,0.01,window,15.0
,,,,,,,,,,,0.15025830471604465,0.05198254278791295,0.06512898954742202,passive_aggressive,0.0001378,,,,,,20,,1.0e12,0.1,window,15.0
,,,,,,,,,,,0.28915890998020133,0.09924857249658199,0.12391561030911559,passive_aggressive,0.0001141,,,,,,20,,1.0e12,1.0,window,15.0
NaN,0.7918752,0,0.0001,cholesky,1510,quadratic_stacked_beta,0.5532987,6.431549926421888e-15,0.2385765,15,0.5166222380154357,0.16893579413846568,0.21523156986017747,adaptive_ridge,,,,,,,21,,,,window,15.0
NaN,0.7686827,0,0.001,cholesky,1510,quadratic_stacked_beta,0.5532987,6.286235775857601e-15,0.215384,15,0.4322454455365923,0.14452100736933954,0.18201317252172997,adaptive_ridge,,,,,,,21,,,,window,15.0
NaN,0.6413767,0,0.01,cholesky,1510,quadratic_stacked_beta,0.5532987,5.9233123133829834e-15,0.088078,15,0.2957478153473982,0.10410961886328435,0.1299647985354482,adaptive_ridge,,,,,,,21,,,,window,15.0
NaN,0.8224677,0,0.1,cholesky,1510,quadratic_stacked_beta,0.5532987,5.812701938953077e-15,0.269169,15,0.2479192641487738,0.08475430352913581,0.10611255025208989,adaptive_ridge,,,,,,,21,,,,window,15.0
NaN,1.4168001000000001,0,1.0,cholesky,1510,quadratic_stacked_beta,0.5532987,5.293252792701547e-15,0.8635014,15,0.35440219261585904,0.14262139034842825,0.1710366435817984,adaptive_ridge,,,,,,,21,,,,window,15.0
,0.0001259,,0.0001,,,,,,,,0.22006645850020043,0.07397134347065264,0.093070455874823,static_ridge,,,,,,,21,,,,window,15.0
,9.11e-5,,0.001,,,,,,,,0.2209448297391946,0.0744612162916697,0.09358072372378556,static_ridge,,,,,,,21,,,,window,15.0
,8.51e-5,,0.01,,,,,,,,0.2290325268103768,0.07950698278726659,0.09879275603866393,static_ridge,,,,,,,21,,,,window,15.0
,8.41e-5,,0.1,,,,,,,,0.2589065859997398,0.09490514322186434,0.11637269717039929,static_ridge,,,,,,,21,,,,window,15.0
,8.53e-5,,1.0,,,,,,,,0.3369268684020142,0.13430134119726345,0.16016071727334566,static_ridge,,,,,,,21,,,,window,15.0
,,,,,,,,,,,0.2029648425159327,0.06963700814843266,0.08692756315438495,rls,0.0095075,0.9,1.0e-6,,,,21,,,,window,15.0
,,,,,,,,,,,0.20296484251593275,0.06963700814843267,0.08692756315438498,rls,0.0893122,0.9,0.0001,,,,21,,,,window,15.0
,,,,,,,,,,,0.20296484251593278,0.06963700814843267,0.08692756315438498,rls,0.0027543,0.9,0.01,,,,21,,,,window,15.0
,,,,,,,,,,,0.2029648425159327,0.06963700814843268,0.08692756315438498,rls,0.0025889,0.9,0.1,,,,21,,,,window,15.0
,,,,,,,,,,,0.18649193966391842,0.0628110515708813,0.07904433484993616,rls,0.0085879,0.95,1.0e-6,,,,21,,,,window,15.0
,,,,,,,,,,,0.1864919396639185,0.06281105157088128,0.07904433484993616,rls,0.0097272,0.95,0.0001,,,,21,,,,window,15.0
,,,,,,,,,,,0.18649193966391842,0.0628110515708813,0.07904433484993616,rls,0.009718,0.95,0.01,,,,21,,,,window,15.0
,,,,,,,,,,,0.1864919396639185,0.0628110515708813,0.07904433484993617,rls,0.0094518,0.95,0.1,,,,21,,,,window,15.0
,,,,,,,,,,,0.17571203209129357,0.05961776786919523,0.07503726389863309,rls,0.0088903,0.98,1.0e-6,,,,21,,,,window,15.0
,,,,,,,,,,,0.17571203209129352,0.05961776786919521,0.07503726389863308,rls,0.0092794,0.98,0.0001,,,,21,,,,window,15.0
,,,,,,,,,,,0.17571203209129352,0.05961776786919522,0.07503726389863306,rls,0.0088309,0.98,0.01,,,,21,,,,window,15.0
,,,,,,,,,,,0.17571203209129346,0.05961776786919522,0.07503726389863308,rls,0.4487302,0.98,0.1,,,,21,,,,window,15.0
,,,,,,,,,,,0.17149339311550837,0.05871491148393881,0.07374404983714405,rls,0.0025697,0.99,1.0e-6,,,,21,,,,window,15.0
,,,,,,,,,,,0.1714933931155084,0.05871491148393883,0.07374404983714405,rls,0.0027157,0.99,0.0001,,,,21,,,,window,15.0
,,,,,,,,,,,0.1714933931155116,0.05871491148394082,0.07374404983714407,rls,0.0079754,0.99,0.01,,,,21,,,,window,15.0
,,,,,,,,,,,0.17149339311554102,0.05871491148395885,0.07374404983714425,rls,0.0084038,0.99,0.1,,,,21,,,,window,15.0
,,,,,,,,,,,0.17049791173541262,0.05829012432620005,0.07330329115774767,rls,0.0084026,0.995,1.0e-6,,,,21,,,,window,15.0
,,,,,,,,,,,0.17049791173460016,0.05829012432632307,0.0733032911576548,rls,0.1653101,0.995,0.0001,,,,21,,,,window,15.0
,,,,,,,,,,,0.1704979116533486,0.058290124338624925,0.07330329114836749,rls,0.0028104,0.995,0.01,,,,21,,,,window,15.0
,,,,,,,,,,,0.17049791091469912,0.05829012445045972,0.07330329106393799,rls,0.0027553,0.995,0.1,,,,21,,,,window,15.0
,,,,,,,,,,,0.21536146879975973,0.07158794866655334,0.09058300443601307,hedge,0.0017267,,,0.01,0,,21,,,,window,15.0
,,,,,,,,,,,0.21489500087156074,0.07141644508544147,0.09037403178151868,hedge,0.0020727,,,0.01,24,,21,,,,window,15.0
,,,,,,,,,,,0.21490795454236042,0.0714210970717129,0.09037590100462636,hedge,0.0022471,,,0.01,72,,21,,,,window,15.0
,,,,,,,,,,,0.2149354851138727,0.07143184493755945,0.09038783872821178,hedge,0.0031727,,,0.01,168,,21,,,,window,15.0
,,,,,,,,,,,0.21497351682313842,0.07144254771624331,0.0904025883186427,hedge,0.0027601,,,0.01,336,,21,,,,window,15.0
,,,,,,,,,,,0.213723192871641,0.07097266003827854,0.08981838078872564,hedge,0.0019118,,,0.05,0,,21,,,,window,15.0
,,,,,,,,,,,0.2116307920720415,0.07026246715736982,0.08892226488888992,hedge,0.0021541,,,0.05,24,,21,,,,window,15.0
,,,,,,,,,,,0.21166038052363287,0.07026872227755936,0.08892426742032186,hedge,0.0020922,,,0.05,72,,21,,,,window,15.0
,,,,,,,,,,,0.21178582436410628,0.07031191798509073,0.08897537194573814,hedge,0.0020164,,,0.05,168,,21,,,,window,15.0
,,,,,,,,,,,0.211954581092221,0.07035330626884215,0.08903478274942135,hedge,0.0020307,,,0.05,336,,21,,,,window,15.0
,,,,,,,,,,,0.21177968284824522,0.07029725431357696,0.0889627010569012,hedge,0.0021395,,,0.1,0,,21,,,,window,15.0
,,,,,,,,,,,0.20794246550673243,0.06924028872262036,0.0875189322566288,hedge,0.0035376,,,0.1,24,,21,,,,window,15.0
,,,,,,,,,,,0.20797077043192097,0.06923089950302815,0.08750673183994728,hedge,0.0036484,,,0.1,72,,21,,,,window,15.0
,,,,,,,,,,,0.20820550820478345,0.06929061141387405,0.08758905040631279,hedge,0.002721,,,0.1,168,,21,,,,window,15.0
,,,,,,,,,,,0.208513271958507,0.06934495768995799,0.0876746598510793,hedge,0.0024596,,,0.1,336,,21,,,,window,15.0
,,,,,,,,,,,0.20657150452494796,0.06889430658549932,0.08700828321924657,hedge,0.0020948,,,0.25,0,,21,,,,window,15.0
,,,,,,,,,,,0.20002114301860857,0.06815348224043755,0.0855991832199637,hedge,0.002269,,,0.25,24,,21,,,,window,15.0
,,,,,,,,,,,0.20040404521771948,0.06802852500425947,0.08548178159709506,hedge,0.0024104,,,0.25,72,,21,,,,window,15.0
,,,,,,,,,,,0.2006093067372327,0.06805498243942328,0.08556660073336289,hedge,0.0022812,,,0.25,168,,21,,,,window,15.0
,,,,,,,,,,,0.20102644516688187,0.06804149582395708,0.08557877658670066,hedge,0.0276077,,,0.25,336,,21,,,,window,15.0
,,,,,,,,,,,0.200778141420455,0.06797604142618312,0.08544396783474428,hedge,0.0008735,,,0.5,0,,21,,,,window,15.0
,,,,,,,,,,,0.20039177793111335,0.06986983662838403,0.08732357089261493,hedge,0.0010447,,,0.5,24,,21,,,,window,15.0
,,,,,,,,,,,0.1999018805061546,0.0694892353120822,0.08697914113719042,hedge,0.0009483,,,0.5,72,,21,,,,window,15.0
,,,,,,,,,,,0.19958736923285295,0.06941180834504625,0.08692072299457068,hedge,0.0009314,,,0.5,168,,21,,,,window,15.0
,,,,,,,,,,,0.19920626625562693,0.06911294526216578,0.0865677525108752,hedge,0.0009139,,,0.5,336,,21,,,,window,15.0
,,,,,,,,,,,0.19900576739512585,0.06891036089262452,0.0862643054716629,hedge,0.0007513,,,1.0,0,,21,,,,window,15.0
,,,,,,,,,,,0.2167824723585371,0.07717480968744306,0.09586989471000171,hedge,0.0008907,,,1.0,24,,21,,,,window,15.0
,,,,,,,,,,,0.2150226104031364,0.07669777941314572,0.09527493465109431,hedge,0.000921,,,1.0,72,,21,,,,window,15.0
,,,,,,,,,,,0.21414818396899604,0.07640442593836984,0.09497836805820913,hedge,0.0009046,,,1.0,168,,21,,,,window,15.0
,,,,,,,,,,,0.21242818341275693,0.07557459899708865,0.09402991250123392,hedge,0.0010467,,,1.0,336,,21,,,,window,15.0
,,,,,,,,,,,1.0704054989585707,0.3153175969340735,0.4064796496760262,exp3,0.0011473,,,,,0.01,21,,,,window,15.0
,,,,,,,,,,,0.7560201215308655,0.2623200913681688,0.32283561029559,exp3,0.0011486,,,,,0.05,21,,,,window,15.0
,,,,,,,,,,,0.8089851013979686,0.26413301989630356,0.32859253989592935,exp3,0.0012126,,,,,0.1,21,,,,window,15.0
,,,,,,,,,,,0.8924281384590925,0.273900770307671,0.34720758987678957,exp3,0.0011868,,,,,0.2,21,,,,window,15.0
,,,,,,,,,,,1.0942896758659808,0.29510478314234373,0.38922436330108506,exp3,0.0011354,,,,,0.4,21,,,,window,15.0
,,,,,,,,,,,0.20115126130155983,0.07030067207121572,0.08770602370476316,fixed_share,0.0017464,,,0.01,,,21,0.005,,,window,15.0
,,,,,,,,,,,0.19807856566044493,0.06876823916235766,0.08590971487129176,fixed_share,0.0019698,,,0.01,,,21,0.01,,,window,15.0
,,,,,,,,,,,0.20110597030467983,0.0683552754108625,0.08576925688579996,fixed_share,0.0019468,,,0.01,,,21,0.02,,,window,15.0
,,,,,,,,,,,0.20825957576476917,0.0693421079797951,0.08762799181814618,fixed_share,0.0019995,,,0.01,,,21,0.05,,,window,15.0
,,,,,,,,,,,0.21191584332593658,0.07032599917893896,0.08901922371828766,fixed_share,0.0019216,,,0.01,,,21,0.1,,,window,15.0
,,,,,,,,,,,0.22563716084829644,0.07873794647611097,0.09802870896353887,fixed_share,0.0017848,,,0.05,,,21,0.005,,,window,15.0
,,,,,,,,,,,0.20898421267313266,0.07410484485557188,0.09184621140739686,fixed_share,0.0016862,,,0.05,,,21,0.01,,,window,15.0
,,,,,,,,,,,0.20280323264263267,0.07137824631473232,0.08886844289906702,fixed_share,0.0016427,,,0.05,,,21,0.02,,,window,15.0
,,,,,,,,,,,0.19820143214752556,0.06885332178345126,0.0860077736023801,fixed_share,0.0016247,,,0.05,,,21,0.05,,,window,15.0
,,,,,,,,,,,0.20213755880741716,0.06846384788615248,0.08600543824197582,fixed_share,0.0016537,,,0.05,,,21,0.1,,,window,15.0
,,,,,,,,,,,0.28916048897563945,0.09581677254363727,0.12058349521622241,fixed_share,0.0016269,,,0.1,,,21,0.005,,,window,15.0
,,,,,,,,,,,0.23238229673254496,0.08195552052739004,0.10167316373830797,fixed_share,0.0017408,,,0.1,,,21,0.01,,,window,15.0
,,,,,,,,,,,0.20990577098712815,0.07467629913862307,0.09243136886805753,fixed_share,0.0017399,,,0.1,,,21,0.02,,,window,15.0
,,,,,,,,,,,0.20138022779313636,0.07073099905318064,0.08812641605576686,fixed_share,0.0016969,,,0.1,,,21,0.05,,,window,15.0
,,,,,,,,,,,0.19845306369528898,0.06884637063676624,0.08604208181798582,fixed_share,0.0017108,,,0.1,,,21,0.1,,,window,15.0
,,,,,,,,,,,0.3971933579646338,0.12830773816820093,0.1634019015475681,fixed_share,0.0016396,,,0.25,,,21,0.005,,,window,15.0
,,,,,,,,,,,0.3342080684938413,0.11115772973529121,0.14017591742836694,fixed_share,0.0016369,,,0.25,,,21,0.01,,,window,15.0
,,,,,,,,,,,0.2554755478767627,0.08925487085638235,0.11083620503628425,fixed_share,0.001711,,,0.25,,,21,0.02,,,window,15.0
,,,,,,,,,,,0.21173356176783797,0.07491792782208645,0.09296732126617509,fixed_share,0.001688,,,0.25,,,21,0.05,,,window,15.0
,,,,,,,,,,,0.20348577728296585,0.07155030199830058,0.08912371410330677,fixed_share,0.0017273,,,0.25,,,21,0.1,,,window,15.0
,,,,,,,,,,,0.4472000209503537,0.1483430695024522,0.18722797227039908,fixed_share,0.0018091,,,0.5,,,21,0.005,,,window,15.0
,,,,,,,,,,,0.40403878294439466,0.13490248101515367,0.16998554474155936,fixed_share,0.0016892,,,0.5,,,21,0.01,,,window,15.0
,,,,,,,,,,,0.3348124822569944,0.1126868734606021,0.14141360445884446,fixed_share,0.0016886,,,0.5,,,21,0.02,,,window,15.0
,,,,,,,,,,,0.235074382596285,0.08321621359429256,0.10343106053709926,fixed_share,0.0015897,,,0.5,,,21,0.05,,,window,15.0
,,,,,,,,,,,0.21315748301282128,0.07492776856288966,0.0932143725205457,fixed_share,0.0016098,,,0.5,,,21,0.1,,,window,15.0
