condition_number,fit_seconds,iterations,lambda,linear_solver,n_parameters,objective_variant,preparation_seconds,residual_norm,solve_seconds,tau,validation_cvar_05,validation_mae,validation_rmse,method,fit_and_validation_seconds,forgetting,ridge,eta,window,gamma,seed,share,C,epsilon,sweep,setting
15062.844892854711,0.022417,0,0.0001,cholesky,48,quadratic_stacked_beta,0.0222938,4.2280303928140435e-16,0.0001232,5,0.40757482378796317,0.1288700864719607,0.16622627961124942,adaptive_ridge,,,,,,,1,,,,members,3.0
14756.481594084858,0.022413799999999998,0,0.001,cholesky,48,quadratic_stacked_beta,0.0222938,2.594209214658322e-16,0.00012,5,0.40039379159235383,0.12732816254682924,0.1639750986880917,adaptive_ridge,,,,,,,1,,,,members,3.0
12279.744364796896,0.0224276,0,0.01,cholesky,48,quadratic_stacked_beta,0.0222938,2.8800589454441337e-16,0.0001338,5,0.35386353673745086,0.11756071697732166,0.14929789727800058,adaptive_ridge,,,,,,,1,,,,members,3.0
4773.043416934134,0.0224721,0,0.1,cholesky,48,quadratic_stacked_beta,0.0222938,2.2422936607558627e-16,0.0001783,5,0.35438082219106076,0.13147353767014677,0.16046512452738063,adaptive_ridge,,,,,,,1,,,,members,3.0
972.4053281592967,0.0225168,0,1.0,cholesky,48,quadratic_stacked_beta,0.0222938,3.0235986348659374e-16,0.000223,5,0.601457149909978,0.27804117957708363,0.32082636835605066,adaptive_ridge,,,,,,,1,,,,members,3.0
,4.4e-5,,0.0001,,,,,,,,0.4382968009257208,0.15632588227838132,0.19311329557793666,static_ridge,,,,,,,1,,,,members,3.0
,3.89e-5,,0.001,,,,,,,,0.4377594136760681,0.15624000032533505,0.19294962278975628,static_ridge,,,,,,,1,,,,members,3.0
,3.79e-5,,0.01,,,,,,,,0.4321681970497413,0.1553434786340122,0.19138473575282403,static_ridge,,,,,,,1,,,,members,3.0
,3.57e-5,,0.1,,,,,,,,0.4134565589446646,0.15422484447546536,0.1886510904342364,static_ridge,,,,,,,1,,,,members,3.0
,3.48e-5,,1.0,,,,,,,,0.6275756307493606,0.2853060640965858,0.3291800674103076,static_ridge,,,,,,,1,,,,members,3.0
,,,,,,,,,,,0.28493746907264245,0.09872270409768986,0.12364985530772847,rls,0.0008943,0.9,1.0e-6,,,,1,,,,members,3.0
,,,,,,,,,,,0.28493746907264245,0.09872270409768986,0.12364985530772847,rls,0.0009384,0.9,0.0001,,,,1,,,,members,3.0
,,,,,,,,,,,0.2849374690726424,0.09872270409768986,0.12364985530772846,rls,0.000915,0.9,0.01,,,,1,,,,members,3.0
,,,,,,,,,,,0.28493746907264245,0.09872270409768986,0.12364985530772847,rls,0.0009319,0.9,0.1,,,,1,,,,members,3.0
,,,,,,,,,,,0.2780441579757316,0.09775998425453965,0.12098842961587904,rls,0.0010992,0.95,1.0e-6,,,,1,,,,members,3.0
,,,,,,,,,,,0.2780441579757316,0.09775998425453965,0.12098842961587904,rls,0.0010529,0.95,0.0001,,,,1,,,,members,3.0
,,,,,,,,,,,0.2780441579757316,0.09775998425453965,0.12098842961587904,rls,0.0010824,0.95,0.01,,,,1,,,,members,3.0
,,,,,,,,,,,0.2780441579757316,0.09775998425453965,0.12098842961587904,rls,0.0011309,0.95,0.1,,,,1,,,,members,3.0
,,,,,,,,,,,0.27495665154874416,0.09765922856562811,0.1204248418884332,rls,0.00111,0.98,1.0e-6,,,,1,,,,members,3.0
,,,,,,,,,,,0.27495665154874416,0.09765922856562811,0.1204248418884332,rls,0.0011134,0.98,0.0001,,,,1,,,,members,3.0
,,,,,,,,,,,0.2749566515487442,0.09765922856562811,0.12042484188843322,rls,0.0009605,0.98,0.01,,,,1,,,,members,3.0
,,,,,,,,,,,0.2749566515487442,0.09765922856562811,0.1204248418884332,rls,0.0646582,0.98,0.1,,,,1,,,,members,3.0
,,,,,,,,,,,0.27610492070332177,0.09817322943921912,0.12103595660043726,rls,0.0009083,0.99,1.0e-6,,,,1,,,,members,3.0
,,,,,,,,,,,0.27610492070332165,0.09817322943921916,0.12103595660043723,rls,0.0009113,0.99,0.0001,,,,1,,,,members,3.0
,,,,,,,,,,,0.2761049207033197,0.09817322943922292,0.12103595660043619,rls,0.001027,0.99,0.01,,,,1,,,,members,3.0
,,,,,,,,,,,0.27610492070330184,0.09817322943925741,0.1210359566004266,rls,0.0009349,0.99,0.1,,,,1,,,,members,3.0
,,,,,,,,,,,0.27877477162727937,0.0990402905422208,0.12216010051223507,rls,0.0010383,0.995,1.0e-6,,,,1,,,,members,3.0
,,,,,,,,,,,0.27877477162654174,0.09904029054305345,0.12216010051226954,rls,0.0010051,0.995,0.0001,,,,1,,,,members,3.0
,,,,,,,,,,,0.27877477155277114,0.09904029062631839,0.1221601005157172,rls,0.0010124,0.995,0.01,,,,1,,,,members,3.0
,,,,,,,,,,,0.2787747708821302,0.09904029138327229,0.12216010054706146,rls,0.0009933,0.995,0.1,,,,1,,,,members,3.0
,,,,,,,,,,,0.5603532009247035,0.19966276581999096,0.24939143783018827,hedge,0.0006774,,,0.01,0,,1,,,,members,3.0
,,,,,,,,,,,0.5599113755861423,0.19951304270998332,0.24919781574642966,hedge,0.0007001,,,0.01,24,,1,,,,members,3.0
,,,,,,,,,,,0.5598913633104472,0.19950605403573674,0.24918697095571093,hedge,0.0010096,,,0.01,72,,1,,,,members,3.0
,,,,,,,,,,,0.5599257631485187,0.1995155901498898,0.24920082055768414,hedge,0.0007778,,,0.01,168,,1,,,,members,3.0
,,,,,,,,,,,0.559937822390168,0.19952969406829463,0.24921646589386157,hedge,0.0007476,,,0.01,336,,1,,,,members,3.0
,,,,,,,,,,,0.5568894104119706,0.19855352336640084,0.24793709011826942,hedge,0.0006593,,,0.05,0,,1,,,,members,3.0
,,,,,,,,,,,0.554757380747661,0.1978129170121456,0.2469809262356025,hedge,0.0007182,,,0.05,24,,1,,,,members,3.0
,,,,,,,,,,,0.5546174901077862,0.19777471532202134,0.2469253720699328,hedge,0.0007255,,,0.05,72,,1,,,,members,3.0
,,,,,,,,,,,0.5547698896372623,0.19782120762917155,0.24699342128804494,hedge,0.0007006,,,0.05,168,,1,,,,members,3.0
,,,,,,,,,,,0.5548445428558945,0.1978915524197169,0.2470707680040311,hedge,0.0007258,,,0.05,336,,1,,,,members,3.0
,,,,,,,,,,,0.5526143600218097,0.19718029032573808,0.24614272457854808,hedge,0.0007183,,,0.1,0,,1,,,,members,3.0
,,,,,,,,,,,0.5485684649553261,0.19573623082357655,0.24426044970299662,hedge,0.0008687,,,0.1,24,,1,,,,members,3.0
,,,,,,,,,,,0.5482133571383652,0.1956491556413907,0.2441460740566556,hedge,0.0006986,,,0.1,72,,1,,,,members,3.0
,,,,,,,,,,,0.5484580406689089,0.1957315519444943,0.24427915172071327,hedge,0.0006929,,,0.1,168,,1,,,,members,3.0
,,,,,,,,,,,0.5485463216452341,0.1958666849759788,0.24443161628042395,hedge,0.0006985,,,0.1,336,,1,,,,members,3.0
,,,,,,,,,,,0.5402133126572737,0.19318540415975688,0.24091858345179015,hedge,0.000607,,,0.25,0,,1,,,,members,3.0
,,,,,,,,,,,0.530501908318884,0.18977000737771332,0.23644049610637663,hedge,0.0006886,,,0.25,24,,1,,,,members,3.0
,,,,,,,,,,,0.5296428865913805,0.18955600347291057,0.23613128683132112,hedge,0.0006686,,,0.25,72,,1,,,,members,3.0
,,,,,,,,,,,0.5303783805579735,0.1897183911859639,0.23644104983721237,hedge,0.1543019,,,0.25,168,,1,,,,members,3.0
,,,,,,,,,,,0.5306211852227384,0.19003599179018138,0.23680509255481286,hedge,0.0006976,,,0.25,336,,1,,,,members,3.0
,,,,,,,,,,,0.5213412462049035,0.1869579702579941,0.23275105076938116,hedge,0.0005616,,,0.5,0,,1,,,,members,3.0
,,,,,,,,,,,0.502791335774506,0.18091706389537796,0.2245571043754155,hedge,0.0006601,,,0.5,24,,1,,,,members,3.0
,,,,,,,,,,,0.5014787049537636,0.18030463855298867,0.2238723091790778,hedge,0.001473,,,0.5,72,,1,,,,members,3.0
,,,,,,,,,,,0.5033547330220008,0.18055237535607913,0.2244150494436327,hedge,0.0009511,,,0.5,168,,1,,,,members,3.0
,,,,,,,,,,,0.5034773471439149,0.18114695543522535,0.2250844029809082,hedge,0.0006965,,,0.5,336,,1,,,,members,3.0
,,,,,,,,,,,0.4880852968155231,0.17616873087386334,0.21848072666923832,hedge,0.0006263,,,1.0,0,,1,,,,members,3.0
,,,,,,,,,,,0.45722134233337486,0.16577301301142783,0.20501538725845106,hedge,0.0010391,,,1.0,24,,1,,,,members,3.0
,,,,,,,,,,,0.45392732113687745,0.16447118532876695,0.2034954663356187,hedge,0.001372,,,1.0,72,,1,,,,members,3.0
,,,,,,,,,,,0.45706951439171667,0.16479609444014195,0.20429143969481509,hedge,0.0012684,,,1.0,168,,1,,,,members,3.0
,,,,,,,,,,,0.4575513190576757,0.1658658431899753,0.20539723439265636,hedge,0.0013002,,,1.0,336,,1,,,,members,3.0
,,,,,,,,,,,0.9215184768842241,0.21932553114027614,0.3156053886659518,exp3,0.0007564,,,,,0.01,1,,,,members,3.0
,,,,,,,,,,,0.6984815585884508,0.14917479199906847,0.2204745036991159,exp3,0.000665,,,,,0.05,1,,,,members,3.0
,,,,,,,,,,,0.7512331894218829,0.1466017161047273,0.22927654791038699,exp3,0.0006394,,,,,0.1,1,,,,members,3.0
,,,,,,,,,,,0.8811596793891894,0.1621442771586398,0.25976854851599085,exp3,0.0006094,,,,,0.2,1,,,,members,3.0
,,,,,,,,,,,1.1099408643187174,0.20494918429647713,0.3314236852648383,exp3,0.0006932,,,,,0.4,1,,,,members,3.0
,,,,,,,,,,,0.4075978031732801,0.14734521023415723,0.18226126202370257,fixed_share,0.0004616,,,0.01,,,1,0.005,,,members,3.0
,,,,,,,,,,,0.4709279762946904,0.16907552199787745,0.2096657611784864,fixed_share,0.0004343,,,0.01,,,1,0.01,,,members,3.0
,,,,,,,,,,,0.5128196974479664,0.18330534244730518,0.2281919430164755,fixed_share,0.0004379,,,0.01,,,1,0.02,,,members,3.0
,,,,,,,,,,,0.5416707715564669,0.1931684272932108,0.24100389759201077,fixed_share,0.0004211,,,0.01,,,1,0.05,,,members,3.0
,,,,,,,,,,,0.551860890783864,0.1966876922314636,0.2455450069136164,fixed_share,0.0004699,,,0.01,,,1,0.1,,,members,3.0
,,,,,,,,,,,0.2918240357247796,0.10432842794165983,0.12826744643922033,fixed_share,0.0004863,,,0.05,,,1,0.005,,,members,3.0
,,,,,,,,,,,0.31551053504283005,0.11461709735978362,0.141469118738523,fixed_share,0.0005848,,,0.05,,,1,0.01,,,members,3.0
,,,,,,,,,,,0.382603747619727,0.1389758811115999,0.17145969401360162,fixed_share,0.000472,,,0.05,,,1,0.02,,,members,3.0
,,,,,,,,,,,0.47475818180897167,0.170267833556702,0.2111561019930375,fixed_share,0.0004757,,,0.05,,,1,0.05,,,members,3.0
,,,,,,,,,,,0.5171742975370477,0.184671148681403,0.22999403004927751,fixed_share,0.000479,,,0.05,,,1,0.1,,,members,3.0
,,,,,,,,,,,0.29271924950329814,0.10399142067713893,0.12879313547465868,fixed_share,0.0004572,,,0.1,,,1,0.005,,,members,3.0
,,,,,,,,,,,0.29254546883268384,0.10436397870177867,0.12834184405626703,fixed_share,0.0004603,,,0.1,,,1,0.01,,,members,3.0
,,,,,,,,,,,0.3170089777473119,0.11512627448097526,0.14209929165835558,fixed_share,0.0004515,,,0.1,,,1,0.02,,,members,3.0
,,,,,,,,,,,0.4132539214152239,0.1489806088538339,0.18410699046964776,fixed_share,0.000458,,,0.1,,,1,0.05,,,members,3.0
,,,,,,,,,,,0.4797865707155626,0.17197379285140715,0.21337659592050323,fixed_share,0.0004453,,,0.1,,,1,0.1,,,members,3.0
,,,,,,,,,,,0.3029518085762383,0.10715242460207125,0.1334627494793858,fixed_share,0.0005157,,,0.25,,,1,0.005,,,members,3.0
,,,,,,,,,,,0.2952108659525097,0.10459095264045776,0.12980020032669176,fixed_share,0.0004405,,,0.25,,,1,0.01,,,members,3.0
,,,,,,,,,,,0.2929254847633081,0.10387350336112237,0.12796948377656311,fixed_share,0.0006885,,,0.25,,,1,0.02,,,members,3.0
,,,,,,,,,,,0.32689774107880465,0.11759093680037447,0.14534675043067952,fixed_share,0.0005279,,,0.25,,,1,0.05,,,members,3.0
,,,,,,,,,,,0.40218105245429664,0.1444279195167129,0.1786806178991892,fixed_share,0.0005455,,,0.25,,,1,0.1,,,members,3.0
,,,,,,,,,,,0.3089188134637072,0.10895111647975599,0.13591163292089883,fixed_share,0.0009226,,,0.5,,,1,0.005,,,members,3.0
,,,,,,,,,,,0.30242611249149354,0.1069960221798177,0.13323656866618294,fixed_share,0.0005033,,,0.5,,,1,0.01,,,members,3.0
,,,,,,,,,,,0.2959198280558535,0.10470685233397957,0.1297646355421401,fixed_share,0.0004857,,,0.5,,,1,0.02,,,members,3.0
,,,,,,,,,,,0.3007968836829201,0.1066512236023054,0.1312935594145481,fixed_share,0.0004592,,,0.5,,,1,0.05,,,members,3.0
,,,,,,,,,,,0.3440240350103444,0.12210756729027053,0.15132849728626682,fixed_share,0.0004696,,,0.5,,,1,0.1,,,members,3.0
,,,,,,,,,,,0.31264382803246077,0.1099838480535724,0.1372926361173052,fixed_share,0.0004619,,,1.0,,,1,0.005,,,members,3.0
,,,,,,,,,,,0.3081445233956494,0.10866910679786498,0.13557404469097825,fixed_share,0.0004583,,,1.0,,,1,0.01,,,members,3.0
,,,,,,,,,,,0.3020336934566289,0.1067168891388097,0.13282186952443842,fixed_share,0.0004544,,,1.0,,,1,0.02,,,members,3.0
,,,,,,,,,,,0.29684963684642796,0.1049070218300869,0.12955958086224145,fixed_share,0.0005111,,,1.0,,,1,0.05,,,members,3.0
,,,,,,,,,,,0.31145111122635216,0.1104102997671283,0.13605267776255528,fixed_share,0.0004648,,,1.0,,,1,0.1,,,members,3.0
,,,,,,,,,,,0.4891138371632391,0.14882347473744292,0.19478244723931723,passive_aggressive,0.0001575,,,,,,1,,1.0e12,0.0001,members,3.0
,,,,,,,,,,,0.48746097263465626,0.1484082810476547,0.1941757502068038,passive_aggressive,0.0001422,,,,,,1,,1.0e12,0.001,members,3.0
,,,,,,,,,,,0.4708386869016089,0.14432431426772427,0.18817725838329213,passive_aggressive,0.0001419,,,,,,1,,1.0e12,0.01,members,3.0
,,,,,,,,,,,0.3523974487951774,0.11556604018656674,0.14644430380413448,passive_aggressive,0.0001546,,,,,,1,,1.0e12,0.1,members,3.0
,,,,,,,,,,,0.5612382502729999,0.19994231628895442,0.24975762980662913,passive_aggressive,0.0001019,,,,,,1,,1.0e12,1.0,members,3.0
13580.627638550937,0.0016631999999999999,0,0.0001,cholesky,48,quadratic_stacked_beta,0.0014964,2.4767088793141085e-16,0.0001668,5,0.48503845489882236,0.16090365268931428,0.20312965216849732,adaptive_ridge,,,,,,,2,,,,members,3.0
13240.923028483197,0.0016596,0,0.001,cholesky,48,quadratic_stacked_beta,0.0014964,2.245244224897058e-16,0.0001632,5,0.4831516507499451,0.16091659142127082,0.20305064389579416,adaptive_ridge,,,,,,,2,,,,members,3.0
10611.888412624057,0.0016646,0,0.01,cholesky,48,quadratic_stacked_beta,0.0014964,2.183271996879548e-16,0.0001682,5,0.4760289929185389,0.16184136597978396,0.20358864483760253,adaptive_ridge,,,,,,,2,,,,members,3.0
3706.7205568158597,0.001683,0,0.1,cholesky,48,quadratic_stacked_beta,0.0014964,2.5702022701040905e-16,0.0001866,5,0.5123194674270832,0.18308525460334651,0.22724443317353524,adaptive_ridge,,,,,,,2,,,,members,3.0
710.6227726106206,0.0017287,0,1.0,cholesky,48,quadratic_stacked_beta,0.0014964,2.0134752377258409e-16,0.0002323,5,0.6575005418036437,0.2985202682391441,0.34701957471949246,adaptive_ridge,,,,,,,2,,,,members,3.0
,4.98e-5,,0.0001,,,,,,,,0.4974741715968538,0.1757186857319651,0.21909344364359895,static_ridge,,,,,,,2,,,,members,3.0
,3.92e-5,,0.001,,,,,,,,0.4933789768603915,0.17404781437956157,0.2170761104205929,static_ridge,,,,,,,2,,,,members,3.0
,3.63e-5,,0.01,,,,,,,,0.47285542390428614,0.16603278171582866,0.2065191434596314,static_ridge,,,,,,,2,,,,members,3.0
,3.59e-5,,0.1,,,,,,,,0.5157324789983465,0.19098654702542783,0.23372422536128326,static_ridge,,,,,,,2,,,,members,3.0
,3.61e-5,,1.0,,,,,,,,0.6737484023257142,0.32273857091951963,0.37097567889629784,static_ridge,,,,,,,2,,,,members,3.0
,,,,,,,,,,,0.39104488763462636,0.12480945655725811,0.15937654916081093,rls,0.0010505,0.9,1.0e-6,,,,2,,,,members,3.0
,,,,,,,,,,,0.39104488763462636,0.12480945655725811,0.15937654916081093,rls,0.0014721,0.9,0.0001,,,,2,,,,members,3.0
,,,,,,,,,,,0.39104488763462636,0.12480945655725811,0.15937654916081093,rls,0.0018083,0.9,0.01,,,,2,,,,members,3.0
,,,,,,,,,,,0.39104488763462636,0.12480945655725811,0.15937654916081093,rls,0.0021564,0.9,0.1,,,,2,,,,members,3.0
,,,,,,,,,,,0.3887120435005631,0.12421948295342954,0.15820330530301752,rls,0.0028043,0.95,1.0e-6,,,,2,,,,members,3.0
,,,,,,,,,,,0.3887120435005631,0.12421948295342952,0.15820330530301752,rls,0.0032774,0.95,0.0001,,,,2,,,,members,3.0
,,,,,,,,,,,0.3887120435005631,0.12421948295342952,0.15820330530301752,rls,0.0036347,0.95,0.01,,,,2,,,,members,3.0
,,,,,,,,,,,0.3887120435005631,0.12421948295342954,0.15820330530301752,rls,0.002474,0.95,0.1,,,,2,,,,members,3.0
,,,,,,,,,,,0.39273460337802235,0.12762279651406733,0.16193833662223442,rls,0.0021114,0.98,1.0e-6,,,,2,,,,members,3.0
,,,,,,,,,,,0.39273460337802235,0.1276227965140673,0.16193833662223442,rls,0.0020635,0.98,0.0001,,,,2,,,,members,3.0
,,,,,,,,,,,0.39273460337802235,0.1276227965140673,0.16193833662223442,rls,0.0023803,0.98,0.01,,,,2,,,,members,3.0
,,,,,,,,,,,0.3927346033780223,0.1276227965140673,0.16193833662223442,rls,0.0013618,0.98,0.1,,,,2,,,,members,3.0
,,,,,,,,,,,0.3992646277798238,0.13114709630002308,0.16592469707699403,rls,0.0009799,0.99,1.0e-6,,,,2,,,,members,3.0
,,,,,,,,,,,0.3992646277798241,0.1311470963000232,0.16592469707699412,rls,0.0009659,0.99,0.0001,,,,2,,,,members,3.0
,,,,,,,,,,,0.39926462777986255,0.13114709630003107,0.16592469707700594,rls,0.0009685,0.99,0.01,,,,2,,,,members,3.0
,,,,,,,,,,,0.39926462778021177,0.13114709630010302,0.16592469707711327,rls,0.0009621,0.99,0.1,,,,2,,,,members,3.0
,,,,,,,,,,,0.40363863099927955,0.1324788823638272,0.1677105543602936,rls,0.0010094,0.995,1.0e-6,,,,2,,,,members,3.0
,,,,,,,,,,,0.40363863100112246,0.132478882365034,0.1677105543617836,rls,0.0010718,0.995,0.0001,,,,2,,,,members,3.0
,,,,,,,,,,,0.4036386311854186,0.13247888248571182,0.1677105545107825,rls,0.0010419,0.995,0.01,,,,2,,,,members,3.0
,,,,,,,,,,,0.4036386328608375,0.1324788835827829,0.1677105558653194,rls,0.0010136,0.995,0.1,,,,2,,,,members,3.0
,,,,,,,,,,,0.5477935574654189,0.19507746189798547,0.24020277387431452,hedge,0.0007119,,,0.01,0,,2,,,,members,3.0
,,,,,,,,,,,0.5475692752189041,0.19496700479549947,0.2400852876058281,hedge,0.0007691,,,0.01,24,,2,,,,members,3.0
,,,,,,,,,,,0.547574347331422,0.19496373301673572,0.24007948212073432,hedge,0.0007765,,,0.01,72,,2,,,,members,3.0
,,,,,,,,,,,0.5475714076061182,0.1949638455142054,0.24007931861416734,hedge,0.0008167,,,0.01,168,,2,,,,members,3.0
,,,,,,,,,,,0.5475950877502209,0.19497011683200915,0.24008769137626734,hedge,0.0007864,,,0.01,336,,2,,,,members,3.0
,,,,,,,,,,,0.5469968185829384,0.19479145054164898,0.2398621887562325,hedge,0.0007244,,,0.05,0,,2,,,,members,3.0
,,,,,,,,,,,0.5458744314548504,0.19423837738919253,0.2392777779292992,hedge,0.0007546,,,0.05,24,,2,,,,members,3.0
,,,,,,,,,,,0.5458994951260446,0.1942222407535544,0.23924754860987188,hedge,0.00083,,,0.05,72,,2,,,,members,3.0
,,,,,,,,,,,0.5458850034831876,0.19422297203896213,0.23924668069282393,hedge,0.0015133,,,0.05,168,,2,,,,members,3.0
,,,,,,,,,,,0.5460036708035937,0.19425446895902926,0.2392886340023941,hedge,0.0015132,,,0.05,336,,2,,,,members,3.0
,,,,,,,,,,,0.5459982545755491,0.19443331923051307,0.2394364571172961,hedge,0.0013066,,,0.1,0,,2,,,,members,3.0
,,,,,,,,,,,0.5438174810572124,0.19332771751298075,0.23827520829703086,hedge,0.0013506,,,0.1,24,,2,,,,members,3.0
,,,,,,,,,,,0.5438169168579541,0.1932982001397611,0.23821179179456944,hedge,0.0013259,,,0.1,72,,2,,,,members,3.0
,,,,,,,,,,,0.5437811028347066,0.19329796259328524,0.23820992394005233,hedge,0.0013549,,,0.1,168,,2,,,,members,3.0
,,,,,,,,,,,0.5440100452158905,0.19336202780424896,0.23829403411633518,hedge,0.0013777,,,0.1,336,,2,,,,members,3.0
,,,,,,,,,,,0.5430580835486304,0.19335731596621922,0.23815952417898362,hedge,0.0014089,,,0.25,0,,2,,,,members,3.0
,,,,,,,,,,,0.5376698493429797,0.19065439317782235,0.2353135467062813,hedge,0.0015431,,,0.25,24,,2,,,,members,3.0
,,,,,,,,,,,0.5376715983607379,0.1905612575771119,0.23513363092390457,hedge,0.0014941,,,0.25,72,,2,,,,members,3.0
,,,,,,,,,,,0.5375888255871665,0.19056873106612554,0.23512786686191434,hedge,0.0013959,,,0.25,168,,2,,,,members,3.0
,,,,,,,,,,,0.5381742088762348,0.1907304652739391,0.2353393238048886,hedge,0.024943,,,0.25,336,,2,,,,members,3.0
,,,,,,,,,,,0.5381906572632063,0.1915716986027705,0.23603385169925362,hedge,0.0007285,,,0.5,0,,2,,,,members,3.0
,,,,,,,,,,,0.5278554643325184,0.18625849837202837,0.23053457885440462,hedge,0.0009252,,,0.5,24,,2,,,,members,3.0
,,,,,,,,,,,0.5275512009700603,0.18606511343052595,0.23010920889346137,hedge,0.0007693,,,0.5,72,,2,,,,members,3.0
,,,,,,,,,,,0.5274472444397404,0.18608654064941527,0.23009330076015475,hedge,0.0008148,,,0.5,168,,2,,,,members,3.0
,,,,,,,,,,,0.5286176913063053,0.18641638603666338,0.23051775526129775,hedge,0.0012108,,,0.5,336,,2,,,,members,3.0
,,,,,,,,,,,0.5283981899930588,0.1879850193349747,0.23180500553083214,hedge,0.0007044,,,1.0,0,,2,,,,members,3.0
,,,,,,,,,,,0.5104043615113877,0.17803625229903614,0.22159209489260095,hedge,0.0007677,,,1.0,24,,2,,,,members,3.0
,,,,,,,,,,,0.5075886731805095,0.17748594243531945,0.22052553159529512,hedge,0.0007822,,,1.0,72,,2,,,,members,3.0
,,,,,,,,,,,0.5072291527201722,0.17754272432094229,0.22047032184266788,hedge,0.0007536,,,1.0,168,,2,,,,members,3.0
,,,,,,,,,,,0.509535711332587,0.1781926772124444,0.221306368200354,hedge,0.0007755,,,1.0,336,,2,,,,members,3.0
,,,,,,,,,,,1.0758911678138714,0.2654442012311248,0.3754241453417355,exp3,0.0007457,,,,,0.01,2,,,,members,3.0
,,,,,,,,,,,0.6211773484585863,0.17153457571637104,0.23146297811615907,exp3,0.0006985,,,,,0.05,2,,,,members,3.0
,,,,,,,,,,,0.6935791106743795,0.18124026846079425,0.2476054494484128,exp3,0.0006735,,,,,0.1,2,,,,members,3.0
,,,,,,,,,,,0.8774471574638154,0.2049899221001318,0.2901785214465307,exp3,0.0006511,,,,,0.2,2,,,,members,3.0
,,,,,,,,,,,1.075402934019203,0.2630401555333212,0.37367437323116975,exp3,0.0006692,,,,,0.4,2,,,,members,3.0
,,,,,,,,,,,0.46145251166333084,0.1596212854480473,0.20002189709653367,fixed_share,0.0005014,,,0.01,,,2,0.005,,,members,3.0
,,,,,,,,,,,0.5002513315819883,0.17439545658030464,0.21705246123014968,fixed_share,0.0006824,,,0.01,,,2,0.01,,,members,3.0
,,,,,,,,,,,0.5234408872801594,0.1841749577222205,0.22811556822485435,fixed_share,0.0007916,,,0.01,,,2,0.02,,,members,3.0
,,,,,,,,,,,0.5383151553337769,0.1907704435819853,0.2354720277446533,fixed_share,0.000766,,,0.01,,,2,0.05,,,members,3.0
,,,,,,,,,,,0.5433901407438199,0.19303965911863555,0.23800285669309895,fixed_share,0.000773,,,0.01,,,2,0.1,,,members,3.0
,,,,,,,,,,,0.42134132503160265,0.14344460867543685,0.18006503987766875,fixed_share,0.0008074,,,0.05,,,2,0.005,,,members,3.0
,,,,,,,,,,,0.41756494878545847,0.14332348721192636,0.17909923139121628,fixed_share,0.0007771,,,0.05,,,2,0.01,,,members,3.0
,,,,,,,,,,,0.4463356694980681,0.1543776777917205,0.19334519824941782,fixed_share,0.0007991,,,0.05,,,2,0.02,,,members,3.0
,,,,,,,,,,,0.5018814377154647,0.17491082836987704,0.21799653340896916,fixed_share,0.0008096,,,0.05,,,2,0.05,,,members,3.0
,,,,,,,,,,,0.525722719541165,0.18498269931905562,0.2292893403699615,fixed_share,0.0008752,,,0.05,,,2,0.1,,,members,3.0
,,,,,,,,,,,0.4434834070748157,0.14831259709307673,0.18748711407130247,fixed_share,0.0009594,,,0.1,,,2,0.005,,,members,3.0
,,,,,,,,,,,0.42131638831777407,0.14364461551657323,0.18033934799631832,fixed_share,0.1630454,,,0.1,,,2,0.01,,,members,3.0
,,,,,,,,,,,0.4187343952548077,0.14402470390506558,0.1798435307989796,fixed_share,0.000795,,,0.1,,,2,0.02,,,members,3.0
,,,,,,,,,,,0.4650419448371344,0.16052733112335799,0.2012218415568386,fixed_share,0.000769,,,0.1,,,2,0.05,,,members,3.0
,,,,,,,,,,,0.5049523611255501,0.17604229855471373,0.21943510405625982,fixed_share,0.0007254,,,0.1,,,2,0.1,,,members,3.0
,,,,,,,,,,,0.4663704580741668,0.1536821780753158,0.19477077220948538,fixed_share,0.0006853,,,0.25,,,2,0.005,,,members,3.0
,,,,,,,,,,,0.4487723444420535,0.1496876269014878,0.18935384257051455,fixed_share,0.0006801,,,0.25,,,2,0.01,,,members,3.0
,,,,,,,,,,,0.42486156125441865,0.145122858749341,0.18234260682535486,fixed_share,0.0006465,,,0.25,,,2,0.02,,,members,3.0
,,,,,,,,,,,0.42083519145937215,0.1455409427175939,0.18160679184995823,fixed_share,0.00065,,,0.25,,,2,0.05,,,members,3.0
,,,,,,,,,,,0.4579509642135944,0.15816827513210543,0.1980991593096794,fixed_share,0.0006527,,,0.25,,,2,0.1,,,members,3.0
,,,,,,,,,,,0.47554117119335987,0.15581020716797517,0.19770796581374478,fixed_share,0.0006466,,,0.5,,,2,0.005,,,members,3.0
,,,,,,,,,,,0.46459085378930476,0.1533031333350902,0.19426974465551697,fixed_share,0.0006502,,,0.5,,,2,0.01,,,members,3.0
,,,,,,,,,,,0.44592695319662573,0.14922181525087727,0.18867603954029583,fixed_share,0.0006373,,,0.5,,,2,0.02,,,members,3.0
,,,,,,,,,,,0.41896081061222307,0.144250178150935,0.18061870850689954,fixed_share,0.0006384,,,0.5,,,2,0.05,,,members,3.0
,,,,,,,,,,,0.42546409494115056,0.147943272709819,0.18442128282872491,fixed_share,0.0006611,,,0.5,,,2,0.1,,,members,3.0
,,,,,,,,,,,0.4804362862018648,0.15689329630966412,0.19924050566807272,fixed_share,0.0006602,,,1.0,,,2,0.005,,,members,3.0
