regime,seed,tau,lambda,quadratic_validation_rmse,irls_norm_validation_rmse,exact_norm_validation_rmse,quadratic_vs_irls_prediction_max_abs,irls_vs_exact_prediction_max_abs,irls_vs_exact_prediction_relative_l2,quadratic_fit_seconds,irls_fit_seconds,exact_fit_seconds,quadratic_objective,irls_norm_objective,exact_norm_objective,irls_vs_exact_relative_objective,irls_iterations,irls_converged,irls_stationarity_residual,irls_relative_objective_change,irls_convergence_reason
recurring,4,3,0.001,0.11388115071700096,0.11305249405524248,0.11305251727032413,0.033747335150874025,1.0729810587806199e-6,2.5088044660363396e-7,0.0019948,0.0051660000000000005,2.9527813,0.005369661687805287,1.735097145056221,1.7350971450591997,1.7167502024606604e-12,3,true,6.745116215243213e-11,1.6658171737183419e-12,strict_smoothed_stationarity
recurring,4,3,0.01,0.11847984317264679,0.11394824722727774,0.11394994119459459,0.11165434089617121,8.152306690445421e-5,1.2947195122544602e-5,0.0019985,0.0061833999999999995,3.3381379,0.00849775092971955,1.882156860946944,1.8821568660656784,2.7196110162899687e-9,4,true,1.1833220172293969e-8,5.066863276676042e-10,objective_and_practical_stationarity
recurring,4,3,0.1,0.13409449729804737,0.1196594243194829,0.119659587560919,0.22739548085981376,1.3096632182185708e-5,3.7188623869103663e-6,0.024018900000000003,0.0088852,3.6895967,0.02886344151204137,3.15334614983822,3.1533461508196448,3.112327896560491e-10,7,true,4.3901664155756704e-8,5.607542360397225e-11,objective_and_practical_stationarity
recurring,4,5,0.001,0.1173856425999881,0.11804847672821273,0.11804850936554082,0.07082838358448074,1.3570411009355965e-6,3.4750622152100713e-7,0.0049846,0.0380578,6.7428839,0.004159469745929442,1.4987886697478905,1.4987886697534143,3.6855120059246234e-12,3,true,1.493041743114304e-10,1.1244982022895928e-11,strict_smoothed_stationarity
recurring,4,5,0.01,0.11959166492890928,0.11742606487976683,0.11742513063163078,0.20271194293439554,2.2457829868205437e-5,6.9840942525042265e-6,0.0053221,0.1636645,6.147904,0.007402046024674614,1.6556535580944018,1.6556535608926117,1.6900938409572416e-9,4,true,2.9629418882325082e-8,4.18164030158313e-9,objective_and_practical_stationarity
recurring,4,5,0.1,0.13531209179913492,0.12022293064187713,0.12022250535529662,0.25769727936990794,2.442918574629971e-5,6.1538093622069066e-6,0.0049876,0.029964,9.6154305,0.02771735540975296,2.966437554397682,2.96643755662024,7.492347622730996e-10,8,true,1.9273271718853807e-8,1.2649885074107015e-11,objective_and_practical_stationarity
recurring,5,1,0.001,0.012739261055791604,0.01065295290109362,0.010652967666057755,0.05377469604896512,1.8092718226947468e-6,3.938525237681359e-7,0.0005042,0.0007960999999999999,0.49449580000000004,0.0005495693440337176,0.26301019909442824,0.263010199160956,2.529475415574944e-10,2,true,5.7361851459885805e-9,1.7071333654472554e-6,strict_smoothed_stationarity
recurring,5,1,0.01,0.02890663882128001,0.010602286415005413,0.010602279006498808,0.1909413725310054,1.2255452265241829e-6,2.384740671899816e-7,0.0004677,0.0010485,0.5323535,0.0033858718841537233,0.41765055097120707,0.4176505509571036,3.376865208581828e-11,4,true,7.893244244813289e-9,1.450039255335156e-8,strict_smoothed_stationarity
recurring,5,1,0.1,0.06592463393148192,0.017804582313822363,0.017803549397064813,0.1780223817934955,9.316085178956435e-6,1.69774621425126e-6,0.0005725,0.0465695,1.3181030999999999,0.022777488981405192,1.827949624150457,1.8279496241012714,2.6907494537950447e-11,13,true,5.769503249057252e-8,5.691434584041598e-10,objective_and_practical_stationarity
recurring,5,3,0.001,0.01361711041056502,0.012824205470724874,0.012824272023229395,0.06758906838102086,2.25405740761353e-6,3.343312580654202e-7,0.0019055,0.003941200000000001,2.9280596,0.0005413843248247693,0.24949772602796289,0.2494977260249403,1.211466826851899e-11,2,true,6.06707272097954e-9,2.123997330627514e-6,strict_smoothed_stationarity
recurring,5,3,0.01,0.03293559378291524,0.012458552330219655,0.012458594540427425,0.2317520145269596,2.230748188281062e-6,3.527663004365894e-7,0.0019451,0.0058851,2.547663,0.0033858709173888667,0.40498551685512285,0.4049855168354234,4.864239204397719e-11,4,true,8.95137240945103e-9,2.0067094874676172e-8,strict_smoothed_stationarity
recurring,5,3,0.1,0.07084613497116812,0.018834185924215766,0.018832732848928023,0.2025340552786935,2.4160455178390272e-5,3.709452024824691e-6,0.0020578000000000003,0.0374906,3.8122033,0.02265253270823392,1.8232202729791678,1.823220273565878,3.2179887666713695e-10,13,true,7.804008827696734e-8,1.0728486060621433e-9,objective_and_practical_stationarity
recurring,5,5,0.001,0.017531655053380033,0.01658997114825202,0.016589977172535013,0.07231441477924516,7.135237248823145e-7,1.893271433585514e-7,0.0049489,0.0107893,6.1497963,0.0005244296174425023,0.23750651061111022,0.23750651062368697,5.295326501915922e-11,2,true,8.602818272207439e-9,3.86174436650677e-6,strict_smoothed_stationarity
recurring,5,5,0.01,0.0350850153692088,0.016232191555102873,0.016232246894760844,0.25551552751836537,1.7367477065377557e-6,2.2886685658517225e-7,0.004963,0.021721,6.3884399,0.0032836035702270396,0.3931465720362649,0.3931465720427093,1.6391852370110705e-11,5,true,6.387630268687122e-10,9.200162853773008e-11,strict_smoothed_stationarity
recurring,5,5,0.1,0.07547762512347421,0.022391929449344653,0.022391324289651477,0.22963903110884354,1.202873786443348e-5,1.9648165756688108e-6,0.0052192,0.0622577,9.789814100000001,0.02225356288497983,1.7934014843881814,1.7934014843385557,2.7671236678728372e-11,13,true,5.8514446959417425e-8,6.341967033174218e-10,objective_and_practical_stationarity
stationary,1,1,0.001,0.04323083508970222,0.040112181305681,0.040112177556265456,0.05525094385743157,3.0647246596071653e-7,8.355050117065232e-8,0.0006551,0.4224622,2.231971,0.0030454621020659777,0.968310649279365,0.9683106492808281,1.5109323675595755e-12,3,true,5.973475943787569e-10,8.584877253525747e-10,strict_smoothed_stationarity
stationary,1,1,0.01,0.07164867566744855,0.04028858839157688,0.0402887446925919,0.1672504835313775,4.5197661593388005e-6,1.5046264605493096e-6,0.00030869999999999997,0.0008345,0.29135160000000004,0.008301877032759196,1.2674809432903453,1.2674809437666843,3.75815487098209e-10,6,true,7.128967298031399e-9,5.85723583079909e-10,strict_smoothed_stationarity
stationary,1,1,0.1,0.10847255094044282,0.07600619018867363,0.07600615542553,0.12906481100977663,1.0012138158432826e-5,3.965534019264637e-6,0.00027529999999999997,0.0012287,0.4331507,0.02646515643681808,3.1364939765149895,3.1364939786823536,6.910148977577341e-10,12,true,9.240051740476487e-8,1.0346498488943822e-10,objective_and_practical_stationarity
stationary,1,3,0.001,0.046235342390091035,0.04378130591138066,0.043781292139407214,0.06406749833005893,3.5339598988826104e-7,1.5242644844952176e-7,0.0014138,0.0031603,1.4545941999999998,0.002847501180299918,0.9112537651654233,0.9112537651690069,3.932579502944986e-12,3,true,7.201955551721121e-10,1.3496626039000148e-9,strict_smoothed_stationarity
stationary,1,3,0.01,0.0743846920100301,0.04348398713921617,0.04348396045372892,0.16971146317264918,4.084237823831494e-6,1.7949544228463013e-6,0.0011903,0.0212949,1.4335419999999999,0.00788473118512247,1.2107692975553908,1.2107692979342426,3.129017554670842e-10,6,true,9.548137500824902e-9,1.168122330979472e-9,strict_smoothed_stationarity
stationary,1,3,0.1,0.11165524948092437,0.07805722059137711,0.07805782295840222,0.15153256591663933,1.2902949958482068e-5,3.7347135921965855e-6,0.0008898,0.0067841,1.971538,0.025895112054461544,3.0612837605543333,3.061283762549521,6.517486536602376e-10,12,true,8.190408446840818e-8,9.118390981560787e-11,objective_and_practical_stationarity
stationary,1,5,0.001,0.050550743070508476,0.04778236478951552,0.04778236007039099,0.07926403819835193,4.931683141862209e-7,1.604642630969331e-7,0.0028201,0.0079575,2.4905614,0.0026146730898873793,0.8425774936779828,0.8425774936809746,3.55067398179302e-12,3,true,9.27504851148691e-10,2.4632654804790377e-9,strict_smoothed_stationarity
stationary,1,5,0.01,0.07965783846528818,0.047340895754880805,0.047340869275557564,0.1961206773570836,2.9945362303163137e-6,1.2067570122694458e-6,0.0024955999999999997,0.0112986,2.7638487,0.007412573648873374,1.1418188437189847,1.1418188437401409,1.852849778109535e-11,6,true,1.3181367465954548e-8,2.5888130056673543e-9,objective_and_practical_stationarity
stationary,1,5,0.1,0.11597966379743442,0.08258717004230037,0.08258626064924653,0.15624667488968047,1.7635991232792247e-5,7.76139095338885e-6,0.0024384999999999997,0.0204039,7.3991458,0.025241986461005977,2.9730232392446307,2.9730232442916087,1.6975911494695337e-9,12,true,7.530847895029819e-8,8.912993462707716e-11,objective_and_practical_stationarity
stationary,2,1,0.001,0.10177931734465885,0.10178694614955604,0.10178686554514181,0.0030387094833241868,4.117255498647943e-6,1.2045010924455838e-6,0.0005078,0.0007830999999999999,0.5720269,0.009334729776142092,2.352034455488081,2.3520344555529498,2.757976390135759e-11,2,true,1.6723547977611603e-10,1.3903262760357241e-11,strict_smoothed_stationarity
stationary,2,1,0.01,0.10208866208950726,0.10178127832090524,0.101781341883353,0.023766148600737336,1.4305386152102528e-5,5.181103125584039e-6,0.0005218,0.0009478,0.6669738,0.011084724785302686,2.4505270225269036,2.450527023941086,5.77093227304189e-10,3,true,1.0585341407230294e-9,5.325568536819109e-12,strict_smoothed_stationarity
stationary,2,1,0.1,0.11183516642629483,0.10315713956027799,0.10315720639404898,0.08991092545630375,2.191623300729084e-6,7.411823492407457e-7,0.000589,0.0013162,1.1146093,0.0261786290710977,3.4068540389085094,3.406854038948696,1.1795785882905868e-11,5,true,1.180570906385249e-8,4.3295013074941506e-12,objective_and_practical_stationarity
stationary,2,3,0.001,0.10825995208100349,0.10847751198816763,0.10847742177565749,0.004557877040924918,1.6039386531163657e-6,6.020070820767415e-7,0.002088,0.0044316,2.4654078000000004,0.008158424899005565,2.193776169210962,2.19377616922803,7.780248929125447e-12,2,true,4.720280094031271e-10,9.398667832500709e-11,strict_smoothed_stationarity
stationary,2,3,0.01,0.10711571230581671,0.10804769090901832,0.10804769033326769,0.031273112867198916,1.4204953212582083e-6,4.491071852682049e-7,0.0022351000000000003,0.0268437,2.4792145,0.010050573007339166,2.2972137688080725,2.297213768824728,7.250333443695016e-12,3,true,4.265372838102031e-9,7.42304235930493e-11,strict_smoothed_stationarity
stationary,2,3,0.1,0.11458872722818055,0.10719178295536615,0.10719210987318421,0.10326135343596721,1.1170710707997245e-5,4.018738203050232e-6,0.0020331999999999998,0.0093233,3.8731664,0.025528118081600895,3.286617052033071,3.2866170534646804,4.355875583698002e-10,5,true,4.602509439979414e-8,6.022994530387742e-11,objective_and_practical_stationarity
stationary,2,5,0.001,0.11745283521537454,0.11845976380923277,0.1184595159988891,0.012264225330026024,3.5059461230835254e-6,1.4140769359159613e-6,0.0055863,0.0377589,6.0759762,0.007232775278236691,2.058185289610368,2.0581852897206145,5.3564894843783887e-11,2,true,2.2226047244397895e-9,1.4623460304637827e-9,strict_smoothed_stationarity
stationary,2,5,0.01,0.11242449645047373,0.11675827648572998,0.11675835663548112,0.061812627855170166,9.737001075982299e-6,3.0334707757013935e-6,0.0051503,0.155917,6.1213695,0.009319394188706425,2.1695337895160227,2.16953378980836,1.3474658328874026e-10,3,true,2.9215460161026583e-8,2.5603023655840723e-9,objective_and_practical_stationarity
stationary,2,5,0.1,0.11660122595509581,0.11110777841357586,0.11110819930828679,0.10242140032020097,4.577574979375276e-5,1.7721019662999102e-5,0.0051643,0.0266986,10.4102514,0.0251235582303512,3.199701314190788,3.199701336067621,6.837148374805533e-9,6,true,1.7507866125675566e-8,7.891369166700297e-12,objective_and_practical_stationarity
stationary,3,1,0.001,0.09526691945244525,0.09519287814021497,0.09519287886645644,0.005548051816945954,1.0166113695309065e-7,4.148185252335468e-8,0.0005004,0.0007808,0.5150247,0.0075821295975224984,2.0933324090894523,2.093332409089539,4.136820102948979e-14,2,true,1.4192683532883373e-9,8.31532449549812e-10,strict_smoothed_stationarity
stationary,3,1,0.01,0.09743190917314537,0.09531092878670391,0.09531092566398738,0.042073798006855845,1.4225957867264327e-7,6.888209173523685e-8,0.0005204999999999999,0.0009268,0.5471883000000001,0.010694179002402335,2.229675662890329,2.2296756628915073,5.284036119425249e-13,3,true,2.496714275450589e-8,2.2522583487207872e-9,objective_and_practical_stationarity
stationary,3,1,0.1,0.12698262893900403,0.09974311125352489,0.09974242762452562,0.15339180820500709,9.536170901269791e-6,4.41776935544192e-6,0.0474832,0.0018197999999999999,0.7829307,0.030636106693329092,3.492934119662336,3.4929341215060177,5.278317848711718e-10,7,true,9.268328197296518e-8,1.2782839813581657e-10,objective_and_practical_stationarity
stationary,3,3,0.001,0.09698809629426929,0.09704666723436012,0.09704669620706924,0.009757925470299966,5.464259225096413e-7,3.2952348689203564e-7,0.002104,0.0040495999999999996,2.4317532,0.006817089768943694,1.9779243887561402,1.9779243887636142,3.778719471904843e-12,2,true,1.930765335387584e-9,1.6452437905316477e-9,strict_smoothed_stationarity
stationary,3,3,0.01,0.09929506088899372,0.09698742608595097,0.09698741185523883,0.06287291426829689,1.6758072267641921e-6,6.482864528713203e-7,0.0020078,0.0050684,3.0143092,0.00998092947744936,2.1167596354049363,2.1167596354159515,5.203797623888659e-12,3,true,3.685758194991895e-8,5.248717799585917e-9,objective_and_practical_stationarity
stationary,3,3,0.1,0.13266198631850223,0.10178285962819406,0.10178298636183748,0.208016124616347,7.203824803125869e-6,2.7178753761744904e-6,0.0025937,0.011000699999999999,3.383404,0.029733868440452314,3.39219273334491,3.39219273396263,1.821005307602504e-10,8,true,2.4949233146866668e-8,9.936717001473879e-12,objective_and_practical_stationarity
stationary,3,5,0.001,0.10485436477200327,0.10540685372111312,0.10540679649430534,0.012336712357426838,1.1617393688156952e-6,5.005887778473336e-7,0.024542,0.0111954,6.0080468,0.005975491778671,1.8412925146834713,1.8412925146968135,7.246114408352007e-12,2,true,2.576684767989375e-9,3.4228836437290664e-9,strict_smoothed_stationarity
stationary,3,5,0.01,0.10512668981831813,0.10477422472318028,0.10477401622594618,0.0782795537107015,7.119328597982033e-6,2.1364262012091393e-6,0.0052082,0.0179543,6.1129356999999995,0.009248468852777178,1.9843164134733096,1.9843164136178626,7.284777529208987e-11,4,true,1.257483728214273e-9,7.064458018311201e-12,strict_smoothed_stationarity
stationary,3,5,0.1,0.13678978100048378,0.10677388900347623,0.10677223333107574,0.20224880163753944,2.3756724945367402e-5,1.1143395792639385e-5,0.0057276,0.051528500000000005,6.4561874,0.02899106064410295,3.286202189051981,3.2862021958194005,2.0593436162491628e-9,8,true,4.504644116494154e-8,3.5616033608211894e-11,objective_and_practical_stationarity
stationary,4,1,0.001,0.11359273080816412,0.11364190826991016,0.11364190581873283,0.003882260423529904,1.6105538878652403e-6,5.566068941184382e-7,0.0004856,0.0161103,0.6310124,0.01000314475468453,2.4343977372942676,2.4343977373112677,6.983320260988463e-12,2,true,2.740309559520979e-10,2.8770418439886055e-11,strict_smoothed_stationarity
stationary,4,1,0.01,0.11349803533102028,0.11353636422398707,0.11353642721392722,0.03150689340457169,5.6004466091330585e-6,1.6712455710055066e-6,0.0005042,0.0009631,0.6041736000000001,0.011897915337148509,2.5372499187456814,2.537249918925015,7.068024148967637e-11,3,true,2.19573063041936e-9,1.7605168825491436e-11,strict_smoothed_stationarity
stationary,4,1,0.1,0.1237288542210766,0.11425451819366976,0.11425451106128524,0.10626380566553961,1.9739492659653912e-5,7.0476268656032e-6,0.0005295,0.0013411,0.8200083,0.02765908331126055,3.5280533281761115,3.5280533318160936,1.0317253599008485e-9,5,true,3.477906124534006e-8,2.9316116123938134e-11,objective_and_practical_stationarity
stationary,4,3,0.001,0.12219375204648171,0.12243539788363007,0.12243534644657743,0.0055774807526830505,3.434708192751046e-6,1.486818679255925e-6,0.0385097,0.0039416,2.8519261,0.008602192542313435,2.2515786501694186,2.251578650265761,4.2788862618829847e-11,2,true,6.649544410533421e-10,1.6641116943552878e-10,strict_smoothed_stationarity
stationary,4,3,0.01,0.12073452852202557,0.12196320578703332,0.12196381425048092,0.04247404315386516,1.1135947229679033e-5,4.2312455491160225e-6,0.0021043,0.0053882,2.4969751,0.010660073064320295,2.3599618005357503,2.359961801469929,3.958447597508403e-10,3,true,7.120905991449264e-9,1.8377593378823187e-10,strict_smoothed_stationarity
stationary,4,3,0.1,0.12847566058682133,0.12046105683365849,0.12046123593127062,0.13233588569858545,1.1782091129175498e-5,4.776143872507667e-6,0.002071,0.0338543,3.3803701,0.026827694633921678,3.3879268042995228,3.3879268057276324,4.2152906849641357e-10,6,true,1.0146441881713034e-8,2.5472762882722885e-12,objective_and_practical_stationarity
stationary,4,5,0.001,0.13440051323650679,0.13501478713757933,0.1350148182971382,0.011002470488339355,8.405378637554861e-7,3.6511400503006706e-7,0.0058518,0.0114742,7.0224508,0.007410865772237011,2.0839089871296372,2.083908987132908,1.5695104972149682e-12,2,true,9.880736921213276e-10,4.3953070607971194e-10,strict_smoothed_stationarity
stationary,4,5,0.01,0.13032133957048572,0.133943529164767,0.133943345068627,0.0815599457977354,4.17561172261216e-6,1.6159761759429625e-6,0.0051819,0.0164791,7.0074625,0.00956650106073887,2.19582668465729,2.1958266847378254,3.667665520510993e-11,3,true,1.2146466080177917e-8,6.347801730905899e-10,objective_and_practical_stationarity
stationary,4,5,0.1,0.1331819690634438,0.12856728444470517,0.12856724083152477,0.2278894315588016,2.053629798770551e-6,7.711349417073311e-7,0.005264700000000001,0.0276723,8.4258075,0.025912971866791444,3.2473818993540737,3.2473818993841754,9.269528452127912e-12,6,true,2.1411789551812804e-8,1.2686575608942773e-11,objective_and_practical_stationarity
stationary,5,1,0.001,0.00886972976901539,0.008308700169249051,0.008308700282145007,0.011755278520794388,1.4590534336278438e-8,5.6635985319820315e-9,0.000482,0.0007661,0.6009981,0.0005849343103005857,0.2240112526082882,0.22401125260831564,1.2253966693295477e-13,2,true,2.647512902746239e-10,3.513441540481388e-8,strict_smoothed_stationarity
stationary,5,1,0.01,0.028656478936117318,0.008289205987212998,0.008289212301261471,0.08674052057561499,5.350346828913999e-7,1.9262870119507428e-7,0.0005262,0.0011002,0.49584389999999995,0.0043716671296649265,0.38383404749812444,0.3838340475238786,6.709716539029789e-11,4,true,6.134481690324543e-11,6.552758335942599e-12,strict_smoothed_stationarity
stationary,5,1,0.1,0.08646338814973804,0.009453191551428373,0.009453442040287014,0.26179441924290936,2.552228292818093e-6,1.0144147978126089e-6,0.0004906,0.0021446,0.6902303000000001,0.02451853910320318,1.9565824040518631,1.9565824048724445,4.193952570458151e-10,11,true,4.212602112775192e-8,6.933444289606456e-10,objective_and_practical_stationarity
stationary,5,3,0.001,0.00988630160922771,0.009185652662394923,0.00918562241136742,0.018045765752799703,1.278114646452444e-6,4.1450051655720424e-7,0.0019272999999999998,0.0037772,3.1099512,0.0005755265108159701,0.2110968538710619,0.211096853980978,5.206903936439496e-10,2,true,5.362068120934724e-10,9.761887342918385e-8,strict_smoothed_stationarity
stationary,5,3,0.01,0.033371840056006886,0.009140679618732765,0.009140654159497545,0.11039960916693625,1.6333477611540914e-6,5.197451423021174e-7,0.0019214000000000002,0.0061113,2.3725259,0.0042792871025349715,0.3712021913432207,0.371202191524726,4.889661616373152e-10,4,true,1.2974868976749576e-10,2.5544011350575602e-11,strict_smoothed_stationarity
stationary,5,3,0.1,0.09206267232125322,0.010568959606098221,0.010568282525212191,0.25845977550527754,6.951694902890271e-6,1.987502461544703e-6,0.0019236000000000001,0.0137106,3.956553,0.023998163485780984,1.9429119241092403,1.9429119247350948,3.2212189929186583e-10,12,true,3.5627013318797975e-8,4.721587430350893e-10,objective_and_practical_stationarity
stationary,5,5,0.001,0.011597522318635799,0.010150942084105247,0.010150944787724962,0.023598139859938194,1.0744762057868229e-7,3.768292878499243e-8,0.0049882,0.0405614,7.051302,0.0005610940653345602,0.19413608330302357,0.19413608330377372,3.864041807157551e-12,2,true,7.335374094409939e-10,1.9724030964063388e-7,strict_smoothed_stationarity
stationary,5,5,0.01,0.03930329919660903,0.010149659249254227,0.010149706048323787,0.11966531319006724,2.325156615023971e-6,6.889201664109235e-7,0.0054396,0.0364274,7.2740111,0.004146776593445098,0.35413149305822095,0.3541314933770766,9.003877657239911e-10,4,true,2.606901378057611e-10,9.724854255210857e-11,strict_smoothed_stationarity
stationary,5,5,0.1,0.09533227905164679,0.012428762466703672,0.012427897086188454,0.25292289746280394,7.856913659232134e-6,2.7460655297139938e-6,0.0048783,0.0581697,9.5077218,0.02344492309461575,1.9205470727050165,1.9205470761289858,1.7828093738719407e-9,13,true,4.414622017498688e-8,6.989996316690692e-10,objective_and_practical_stationarity
