cvar_05,cvar_15,dataset,fit_seconds,lambda,linear_solver,mae,mape,mape_valid_fraction,max_abs_error,mean_error,median_abs_error,method,n,n_parameters,objective_variant,q95_abs_error,rmse,smape,solve_seconds,tau,wape,fit_and_test_seconds,diagnostic_only,oracle_member_index,oracle_standardized_rmse,selected_member_index,sweep,setting,seed
0.571442404653958,0.46012276623812587,synthetic_gradual,0.0033598,0.01,cholesky,0.19207606202979297,104.5967498576301,1.0,0.8915018754603222,-0.0382611644980997,0.1572498670937824,adaptive_ridge,1000,48,quadratic,0.46439812440220496,0.24255097050696967,45.2519469260599,0.0002032,5,29.85608874882847,,,,,,members,3.0,4
0.5586148177198136,0.4558284275771814,synthetic_gradual,5.26e-5,0.01,,0.18977309329096947,101.94329110392364,1.0,0.8026358431588098,-0.03806315964664098,0.15613113423473757,static_ridge,1000,,,0.4709554370814766,0.24018464950633306,45.03367625176712,,,29.49811785789346,,,,,,members,3.0,4
0.5116048441499049,0.41204297503817894,synthetic_gradual,,,,0.17751027147043166,78.04425377869849,1.0,0.6905229513402833,-0.01303977888904332,0.1487518044202629,rls,1000,,,0.42668139388975157,0.22126795913764913,45.13834174340336,,,27.591998517898567,0.0020087,,,,,members,3.0,4
0.6759369121379954,0.5302293231384686,synthetic_gradual,,,,0.2225027831143716,106.18326611305564,1.0,1.1909002713907895,0.05848180502892402,0.18847603203833663,hedge,1000,,,0.5389488698331445,0.2805889890095455,49.61581453674279,,,34.58558432176521,0.00083,,,,,members,3.0,4
1.0483579389750637,0.8404361692004216,synthetic_gradual,,,,0.3786371042242104,198.2339255020541,1.0,1.6797483535972944,-0.2696332856221183,0.334448839780489,exp3,1000,,,0.8543442219711948,0.46141853726725857,72.27545667851345,,,58.854928968524845,0.0010102,,,,,members,3.0,4
0.6328777237496683,0.4984134156000514,synthetic_gradual,,,,0.20849390263668008,107.94505241748192,1.0,1.1436742744458233,-0.006855520619003086,0.17786982072767876,fixed_share,1000,,,0.5073371604754446,0.2634577610402358,46.27341511161017,,,32.40805957248743,0.0008484,,,,,members,3.0,4
0.9474890790714083,0.6626631239076199,synthetic_gradual,,,,0.24186768064861078,86.26240427332417,1.0,2.021962291204053,0.009998131610948613,0.17756224153574987,passive_aggressive,1000,,,0.6484957924996197,0.3361135542045057,49.06744299220212,,,37.59564238566146,0.0002418,,,,,members,3.0,4
0.7443140400788237,0.5871623024940299,synthetic_gradual,,,,0.24814473697177644,115.41772905311967,1.0,1.2667444563618773,0.11116635110305818,0.21680617995264134,ensemble_mean,1000,,,0.5895410668686281,0.31166264358748,54.65159247259753,,,38.571341016117344,,,,,,members,3.0,4
0.956727254117535,0.7909103205105896,synthetic_gradual,,,,0.36482178993460984,194.52211010305885,1.0,1.4845624254390166,-0.3156867493202441,0.323190244202073,oracle_best_member,1000,,,0.816653718610088,0.43964190320849306,71.01810119473342,,,56.707491931528054,,true,3,0.43964190320849306,,members,3.0,4
0.956727254117535,0.7909103205105896,synthetic_gradual,,,,0.36482178993460984,194.52211010305885,1.0,1.4845624254390166,-0.3156867493202441,0.323190244202073,validation_best_member,1000,,,0.816653718610088,0.43964190320849306,71.01810119473342,,,56.707491931528054,,,,,3,members,3.0,4
0.6478191474228067,0.5315726612065885,synthetic_gradual,0.0038279,0.01,cholesky,0.22040848333047167,106.8072918718864,1.0,0.8328421473915499,-0.05926777531696528,0.18393056378724454,adaptive_ridge,1000,48,quadratic,0.5560529039279565,0.2774443078067446,55.230033019376066,0.000207,5,34.57862245555853,,,,,,members,3.0,5
0.6373402288389279,0.5208390110116983,synthetic_gradual,6.19e-5,0.0001,,0.21308808342567165,109.42971853956055,1.0,0.8470525119825011,-0.09303102099604962,0.17443968833898094,static_ridge,1000,,,0.5485355869739057,0.2709884030430422,53.642854315749005,,,33.43016691198377,,,,,,members,3.0,5
0.6188143827922105,0.47367722119342887,synthetic_gradual,,,,0.1859719528824978,73.5780699327688,1.0,0.9191056097946754,-0.03363442991758877,0.152499733348169,rls,1000,,,0.49238031005634064,0.24198898542643169,48.99732816774783,,,29.17607275762134,0.0427166,,,,,members,3.0,5
0.6926413190110553,0.5657373142181821,synthetic_gradual,,,,0.23641458256551914,129.00140287087504,1.0,0.851700348698647,-0.14520656482691088,0.19832329142761512,hedge,1000,,,0.5900384920040029,0.29777005454890787,54.21328674433643,,,37.08972753677749,0.0009219,,,,,members,3.0,5
1.0949677075414916,0.8701212081833686,synthetic_gradual,,,,0.3587651383840798,175.41992945287816,1.0,1.9947472883125972,-0.18158996190222412,0.29497859550127364,exp3,1000,,,0.9118356351512912,0.45608400867881477,72.33121192068168,,,56.28460430807847,0.0009066,,,,,members,3.0,5
0.6852771337843337,0.5593071098558817,synthetic_gradual,,,,0.23199292497596016,126.96185708156385,1.0,0.8874867110655684,-0.13074084515439904,0.19595580927555822,fixed_share,1000,,,0.5949116471351902,0.29333879965085125,53.95658820110052,,,36.39603904481563,0.0010031,,,,,members,3.0,5
0.6941641156279821,0.569241257804293,synthetic_gradual,,,,0.23809831361632774,129.53829615081622,1.0,0.8441303216809835,-0.14554452934841502,0.199191175208341,passive_aggressive,1000,,,0.5920532432363473,0.2995321944993841,54.43067293051394,,,37.35387844169215,0.0002442,,,,,members,3.0,5
0.6941641156279821,0.569241257804293,synthetic_gradual,,,,0.23809831361632774,129.53829615081622,1.0,0.8441303216809833,-0.14554452934841505,0.199191175208341,ensemble_mean,1000,,,0.5920532432363473,0.2995321944993841,54.43067293051394,,,37.35387844169215,,,,,,members,3.0,5
1.0016184156324508,0.8106296951386608,synthetic_gradual,,,,0.3374380881792293,175.6385942884059,1.0,1.4934695157746014,-0.1770299642768805,0.2844285706239739,oracle_best_member,1000,,,0.8439403552221827,0.42538240120799353,69.1691402338876,,,52.938725755760906,,true,3,0.42538240120799353,,members,3.0,5
1.0016184156324508,0.8106296951386608,synthetic_gradual,,,,0.3374380881792293,175.6385942884059,1.0,1.4934695157746014,-0.1770299642768805,0.2844285706239739,validation_best_member,1000,,,0.8439403552221827,0.42538240120799353,69.1691402338876,,,52.938725755760906,,,,,3,members,3.0,5
0.5834764768445122,0.4779371811714349,synthetic_gradual,0.0055919,0.1,cholesky,0.20381692817084174,74.37928632864927,1.0,0.7749437955094686,-0.023284788162740395,0.1751330659212118,adaptive_ridge,1000,48,quadratic,0.49637607943177336,0.2546730600881778,51.090143324316394,0.0002886,5,31.946911678363758,,,,,,members,3.0,6
0.5927399853094794,0.4837929108426448,synthetic_gradual,0.0002448,0.1,,0.205282191254486,74.91000148535865,1.0,0.7733469022464483,-0.018961699423589534,0.17860034360341864,static_ridge,1000,,,0.4980630514049106,0.256875822904845,51.85327451404894,,,32.176581660827196,,,,,,members,3.0,6
0.5385896961430733,0.4335233145565712,synthetic_gradual,,,,0.17611079970841909,63.30111500031392,1.0,0.7470348549990528,0.004998454715493979,0.1417176847219312,rls,1000,,,0.452673972813922,0.22484017523247238,42.883361577387674,,,27.60416523977307,0.0032072,,,,,members,3.0,6
0.5894587380738622,0.4890422722426044,synthetic_gradual,,,,0.2122162446069353,89.79473293005064,1.0,0.8221880136359251,-0.0018474080959501528,0.18472300981434592,hedge,1000,,,0.5020743499681168,0.2632460429859733,49.84288541363817,,,33.26344717298956,0.0016186,,,,,members,3.0,6
1.269085454884109,1.0395558032474927,synthetic_gradual,,,,0.43903252519497726,204.7702401349214,1.0,1.7503671884107024,0.30003115478373793,0.369600154935539,exp3,1000,,,1.0773777247130942,0.5506826984781217,78.88682351537003,,,68.81535028619614,0.0010367,,,,,members,3.0,6
0.5951124248330564,0.4883548741540284,synthetic_gradual,,,,0.21086420517401214,89.57053526521169,1.0,0.8211654316174846,-0.009174510935893965,0.18383972647527067,fixed_share,1000,,,0.504746211100221,0.2622932417725335,48.86883953821247,,,33.05152422460199,0.0013115,,,,,members,3.0,6
0.6614074326016938,0.5456970397415855,synthetic_gradual,,,,0.23153406054802195,81.21222248653673,1.0,0.8606526415044543,-0.10596135833075514,0.200480595778738,passive_aggressive,1000,,,0.5667950599288955,0.289266105273677,51.35547551738576,,,36.291382905449844,0.0001617,,,,,members,3.0,6
0.6614074326016939,0.5456970397415855,synthetic_gradual,,,,0.23153406054802197,81.21222248653675,1.0,0.8606526415044544,-0.10596135833075514,0.2004805957787381,ensemble_mean,1000,,,0.5667950599288957,0.289266105273677,51.355475517385756,,,36.291382905449844,,,,,,members,3.0,6
1.033809635425578,0.8268362295526631,synthetic_gradual,,,,0.34968267081098325,171.59111481885435,1.0,1.5776308150077605,0.07170688512013199,0.2950372069759515,oracle_best_member,1000,,,0.847207559879433,0.43691667723929417,70.83070876097923,,,54.8103707582568,,true,3,0.43691667723929417,,members,3.0,6
1.269424298823805,1.0349386981978426,synthetic_gradual,,,,0.44726907531100873,199.39420456996342,1.0,1.7503671884107024,0.34427891511635067,0.38901861066362803,validation_best_member,1000,,,1.0603507619281693,0.5549761344032951,82.06172429281284,,,70.10637327164076,,,,,1,members,3.0,6
0.3690220729853937,0.3005626824802019,synthetic_gradual,0.0026938,0.0001,cholesky,0.13068776015005887,58.41314927497756,1.0,0.49606212936828425,-0.0643308600883011,0.11504681875029642,adaptive_ridge,1000,48,quadratic,0.31151725834780236,0.16139813348885584,34.822787120506135,0.0001898,5,20.366371317176355,,,,,,members,3.0,7
0.4067375858322385,0.33019274856335873,synthetic_gradual,0.0001892,0.01,,0.1396287253458412,60.55545820498024,1.0,0.6258827887996327,-0.055663458706948915,0.11925369207856429,static_ridge,1000,,,0.3420544330520491,0.17461407208770838,37.317354604956556,,,21.75973070218814,,,,,,members,3.0,7
0.33522481118069536,0.27055072076081726,synthetic_gradual,,,,0.11520925873752305,49.96385739659879,1.0,0.5241750547556877,-0.016339755635378678,0.09924893998153472,rls,1000,,,0.28167824482894743,0.143644105815265,32.98666750886981,,,17.95420274959837,0.0013209,,,,,members,3.0,7
0.4283136354702103,0.35122595266375023,synthetic_gradual,,,,0.15143818807744633,82.79906002087351,1.0,0.6414704291678825,0.037468990119400525,0.13101284896108106,hedge,1000,,,0.3641959154856896,0.187854859559875,39.495223887211225,,,23.600116540709358,0.0008343,,,,,members,3.0,7
0.6802621772227689,0.5222657250812678,synthetic_gradual,,,,0.2351799744906733,102.95601338675877,1.0,1.6091694234811127,-0.17756217850083725,0.21354305337774152,exp3,1000,,,0.5097050247448155,0.29103220582497624,53.54853841850422,,,36.65043062442415,0.0008499,,,,,members,3.0,7
0.4260123931452329,0.3436686131750955,synthetic_gradual,,,,0.14923917413846186,63.4789108133222,1.0,0.604318572424557,-0.10275763197911855,0.12743424689704613,fixed_share,1000,,,0.3564084119781716,0.18500573623474487,38.37357135150347,,,23.25742236367564,0.0006336,,,,,members,3.0,7
0.46778467814694985,0.3446519772862855,synthetic_gradual,,,,0.13235886010857587,51.00291683324008,1.0,0.880797314145373,0.0058088790467913645,0.10085540795077157,passive_aggressive,1000,,,0.33517481885315803,0.17696625166372398,32.416049512992004,,,20.626795416756885,0.0002241,,,,,members,3.0,7
0.5522468874761035,0.4604506400078284,synthetic_gradual,,,,0.20016493062506066,117.84010110591896,1.0,0.7908931394363807,0.13664760954378452,0.17431586465329482,ensemble_mean,1000,,,0.48608971124824524,0.24789719849329153,48.6357538638598,,,31.193688659947505,,,,,,members,3.0,7
0.5389300565464694,0.4610114500715423,synthetic_gradual,,,,0.22156893121475177,96.6213743759184,1.0,0.7412032435872004,-0.20287850796984946,0.21018526755604558,oracle_best_member,1000,,,0.4776318544130966,0.26299521775085277,51.821966639145714,,,34.52928660104141,,true,2,0.26299521775085277,,members,3.0,7
0.5389300565464694,0.4610114500715423,synthetic_gradual,,,,0.22156893121475177,96.6213743759184,1.0,0.7412032435872004,-0.20287850796984946,0.21018526755604558,validation_best_member,1000,,,0.4776318544130966,0.26299521775085277,51.821966639145714,,,34.52928660104141,,,,,2,members,3.0,7
0.45215220410114726,0.3770344507193195,synthetic_gradual,0.0031901,0.01,cholesky,0.15922234549355604,74.04402207349251,1.0,0.6006471817272903,0.01362124358512395,0.1368767219823323,adaptive_ridge,1000,48,quadratic,0.39481587642280536,0.19915694021183325,42.21726795385989,0.000208,5,24.885641215060314,,,,,,members,3.0,8
0.4539533467342974,0.37183533504336536,synthetic_gradual,5.65e-5,0.1,,0.15835987289390488,73.09534878261776,1.0,0.6849788004282074,0.031365808659451926,0.13156917954997477,static_ridge,1000,,,0.38547287838611977,0.1981964559143,42.58782611780311,,,24.750841142832968,,,,,,members,3.0,8
0.40967281528445143,0.3278420933821576,synthetic_gradual,,,,0.13610742327769051,55.92281799532143,1.0,0.6824350628340128,0.0032666352919504776,0.112604387515779,rls,1000,,,0.3328847163794944,0.1722779301155712,36.61453048041291,,,21.27289666469608,0.0013497,,,,,members,3.0,8
0.49554961405326636,0.40238564161808055,synthetic_gradual,,,,0.1663940795686646,77.99427882861978,1.0,0.7261640500729989,0.018360327533952916,0.13814468126323157,hedge,1000,,,0.4187998200498533,0.2098310355247366,42.799225247081644,,,26.006546704360474,0.0016961,,,,,members,3.0,8
1.0055360120015475,0.8297726705999359,synthetic_gradual,,,,0.3885338327966755,220.1834208846194,1.0,1.4189110711817245,0.29215212836873017,0.35432130413052054,exp3,1000,,,0.8530271628285884,0.4643849149178532,77.83590850548498,,,60.72585812574666,0.0012838,,,,,members,3.0,8
