condition_number,fit_seconds,iterations,lambda,linear_solver,method,n_parameters,objective_variant,preparation_seconds,residual_norm,selection_metric,solve_seconds,tau,validation_cvar_05,validation_mae,validation_rmse,fit_and_validation_seconds,forgetting,ridge,eta,window,gamma,seed,share,C,epsilon,sweep,setting
320812.38113720546,0.23200310000000002,0,0.01,cholesky,adaptive_ridge,510,quadratic_stacked_beta,0.1832311,2.3131117923293164e-15,mae,0.048772,5,0.19315773207151238,0.06743707726364771,0.08446406107238992,,,,,,,16,,,,drift,0.4
,8.89e-5,,0.01,,static_ridge,,,,,mae,,,0.18018664441671364,0.06175857239241533,0.07785626598472639,,,,,,,16,,,,drift,0.4
,,,,,rls,,,,,mae,,,0.1731144052688682,0.06031356533486374,0.07524854676854917,0.0024961,0.995,0.1,,,,16,,,,drift,0.4
,,,,,hedge,,,,,mae,,,0.24733745965349663,0.0910063349143973,0.11211507251629703,0.0008742,,,0.01,0,,16,,,,drift,0.4
,,,,,exp3,,,,,mae,,,0.7530194786681232,0.18633044603991178,0.2600949836791068,0.0019584,,,,,0.2,16,,,,drift,0.4
,,,,,fixed_share,,,,,mae,,,0.246521713316711,0.0885877184591727,0.10928991473289201,0.0016468,,,0.05,,,16,0.01,,,drift,0.4
,,,,,passive_aggressive,,,,,mae,,,0.18890740578926915,0.06383348388534701,0.08001220354897567,0.0001466,,,,,,16,,1.0e12,0.1,drift,0.4
13580.627638550937,0.0016631999999999999,0,0.0001,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0014964,2.4767088793141085e-16,mae,0.0001668,5,0.48503845489882236,0.16090365268931428,0.20312965216849732,,,,,,,2,,,,members,3.0
,3.63e-5,,0.01,,static_ridge,,,,,mae,,,0.47285542390428614,0.16603278171582866,0.2065191434596314,,,,,,,2,,,,members,3.0
,,,,,rls,,,,,mae,,,0.3887120435005631,0.12421948295342952,0.15820330530301752,0.0032774,0.95,0.0001,,,,2,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.5075886731805095,0.17748594243531945,0.22052553159529512,0.0007822,,,1.0,72,,2,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.6211773484585863,0.17153457571637104,0.23146297811615907,0.0006985,,,,,0.05,2,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.41756494878545847,0.14332348721192636,0.17909923139121628,0.0007771,,,0.05,,,2,0.01,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.6475263621874318,0.16154246871114,0.22573975827726336,0.0002583,,,,,,2,,1.0e12,0.1,members,3.0
895.2505447076787,0.0015869,0,0.1,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0014185,1.942890293094024e-16,mae,0.0001684,5,0.6433482459823615,0.23921483337873511,0.2948117113547481,,,,,,,3,,,,members,3.0
,3.74e-5,,0.1,,static_ridge,,,,,mae,,,0.6495593660730843,0.23738863542512792,0.2933348706721731,,,,,,,3,,,,members,3.0
,,,,,rls,,,,,mae,,,0.6550553307745384,0.1943075891644275,0.25477541849170143,0.0009732,0.9,1.0e-6,,,,3,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.698352064055293,0.29731840678831994,0.3473555301034087,0.0016081,,,1.0,0,,3,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.9282735244317242,0.32256880794991677,0.40191793829502687,0.0009044,,,,,0.1,3,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.7021515999492048,0.2708657407290145,0.32717023723828204,0.001008,,,0.1,,,3,0.005,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,1.3299880223575247,0.280011711403923,0.4659076024930729,0.0001745,,,,,,3,,1.0e12,0.1,members,3.0
2374.495089147718,0.0016599000000000002,0,0.01,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0015001,1.9397900991722177e-16,mae,0.0001598,5,0.4693444612815577,0.16454912591120938,0.20343569925431598,,,,,,,4,,,,members,3.0
,3.96e-5,,0.01,,static_ridge,,,,,mae,,,0.46624557676913253,0.1637180391032089,0.20204708445223857,,,,,,,4,,,,members,3.0
,,,,,rls,,,,,mae,,,0.4290975166663101,0.14414690750898854,0.18157713425563501,0.0009657,0.95,1.0e-6,,,,4,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.5536824342073222,0.18860821805930603,0.23655346854309714,0.0013168,,,1.0,72,,4,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.8162309637565838,0.31800891790752095,0.37656044022537616,0.0459893,,,,,0.1,4,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.4895962857338233,0.1732730263521269,0.21502239974761508,0.0003791,,,0.05,,,4,0.01,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.713989794900582,0.1871532839636178,0.25536978045412073,0.000152,,,,,,4,,1.0e12,0.1,members,3.0
1257.963600308443,0.0032484,0,0.01,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0030426,2.498965354837e-16,mae,0.0002058,5,0.5456428337617707,0.20252411026836944,0.24858053729174495,,,,,,,5,,,,members,3.0
,4.94e-5,,0.0001,,static_ridge,,,,,mae,,,0.5512331002246895,0.20062099814824427,0.2488097733882798,,,,,,,5,,,,members,3.0
,,,,,rls,,,,,mae,,,0.5389451402355857,0.1679308038473178,0.21497305096925917,0.0009673,0.9,1.0e-6,,,,5,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.5953976249259213,0.21573174098299902,0.26690374717009746,0.0007631,,,0.5,168,,5,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.9176254324498077,0.3239971629965155,0.40280079971834126,0.000633,,,,,0.1,5,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.5885298530514611,0.21377523968914003,0.26455355806252534,0.0004831,,,0.01,,,5,0.005,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.5978729871313287,0.21591574605294026,0.2673218113511967,0.0001301,,,,,,5,,1.0e12,1.0,members,3.0
861.0200549503589,0.0050925,0,0.1,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0047456,2.2073972817097756e-16,mae,0.0003469,5,0.4964116819534935,0.175742032721502,0.21885015584300133,,,,,,,6,,,,members,3.0
,0.000118,,0.1,,static_ridge,,,,,mae,,,0.4835221699393854,0.17087989444985777,0.2134929784140569,,,,,,,6,,,,members,3.0
,,,,,rls,,,,,mae,,,0.46322616314312454,0.15795301465842904,0.19893165390868395,0.0020217,0.9,1.0e-6,,,,6,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.5173404449374774,0.18417922541932502,0.22806299554014062,0.00132,,,1.0,72,,6,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.8884765430917221,0.3308458336404846,0.40281061465838075,0.0017061,,,,,0.05,6,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.5133367309855617,0.18209093887752906,0.22561662387070242,0.0006133,,,0.01,,,6,0.005,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.5639618886042479,0.19724946971094842,0.2455271935113875,9.05e-5,,,,,,6,,1.0e12,1.0,members,3.0
4153.336338053989,0.0016182,0,0.0001,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0014654,2.827120313889564e-16,mae,0.0001528,5,0.35185470465085544,0.11104405890471981,0.14276082255485026,,,,,,,7,,,,members,3.0
,3.5e-5,,0.01,,static_ridge,,,,,mae,,,0.364026530231129,0.11655804531914586,0.1490512907823447,,,,,,,7,,,,members,3.0
,,,,,rls,,,,,mae,,,0.32531948141826106,0.10188202196725181,0.1319179581565771,0.0008808,0.98,1.0e-6,,,,7,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.4040197835596749,0.14057421009062757,0.1737676788865531,0.0006973,,,1.0,72,,7,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.49589047760326804,0.1556210259163073,0.2001135628172462,0.0006022,,,,,0.05,7,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.35565952052524563,0.11171706684458615,0.14319633496387565,0.0006699,,,0.1,,,7,0.01,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.432069609956212,0.12902444408420882,0.16951552656243246,0.0001518,,,,,,7,,1.0e12,0.1,members,3.0
1977.0140429970975,0.0015783,0,0.01,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0014043,3.242541112088674e-16,mae,0.000174,5,0.37963942942535595,0.13608834742701686,0.167899984329008,,,,,,,8,,,,members,3.0
,3.65e-5,,0.1,,static_ridge,,,,,mae,,,0.40126591303686043,0.13770464947008448,0.17278778554423319,,,,,,,8,,,,members,3.0
,,,,,rls,,,,,mae,,,0.3493886592296498,0.12011802949441637,0.149691218955016,0.0009738,0.9,1.0e-6,,,,8,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.4295274554544388,0.1500884179472786,0.18804606018394823,0.0014343,,,1.0,72,,8,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.7522630721366319,0.27720291012542786,0.33661477948217083,0.0009142,,,,,0.05,8,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.4135190182858174,0.14262177222423683,0.17931052516041374,0.000889,,,0.01,,,8,0.005,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.4822103975354928,0.13875259168199758,0.18395927298641046,0.0001659,,,,,,8,,1.0e12,0.1,members,3.0
453.83167097454816,0.0016983999999999999,0,0.1,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0014971,2.5514002453611344e-16,mae,0.0002013,5,0.6128396219372004,0.22454186919853136,0.27536894834599923,,,,,,,9,,,,members,3.0
,3.53e-5,,0.1,,static_ridge,,,,,mae,,,0.6367782650473065,0.2432310217338724,0.2939038140477562,,,,,,,9,,,,members,3.0
,,,,,rls,,,,,mae,,,0.5308568422920387,0.16711256988409035,0.21306467254445058,0.002281,0.9,1.0e-6,,,,9,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.6581870873694203,0.23362322224279902,0.2895931260983317,0.0007392,,,1.0,168,,9,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.9487976539795946,0.30597258393909293,0.3895501272948704,0.0006704,,,,,0.1,9,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.6440116969646594,0.2179876303924121,0.27505929940124074,0.0005296,,,0.05,,,9,0.01,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.9862632805378445,0.22195694362061338,0.32872946107720236,0.0001688,,,,,,9,,1.0e12,0.1,members,3.0
1330.5411232306794,0.07373880000000001,0,0.1,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0735775,2.4902799884605145e-16,mae,0.0001613,5,0.7740712712752013,0.29887960529066787,0.36404504168445084,,,,,,,10,,,,members,3.0
,3.4e-5,,0.1,,static_ridge,,,,,mae,,,0.7571008289131427,0.3079285098803499,0.3683927776995138,,,,,,,10,,,,members,3.0
,,,,,rls,,,,,mae,,,0.7392640296395399,0.19274756623406403,0.26822113900925976,0.0009027,0.9,1.0e-6,,,,10,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.8649940282317271,0.3360671218040635,0.40261479916906184,0.0016296,,,1.0,168,,10,,,,members,3.0
,,,,,exp3,,,,,mae,,,1.2206432450161895,0.5068483706030443,0.5838453395494588,0.0009062,,,,,0.01,10,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.880095165267791,0.3323202789405893,0.4005490223158323,0.0005555,,,0.05,,,10,0.01,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,1.7614954067693958,0.2870037985188309,0.5574491325907609,0.0001457,,,,,,10,,1.0e12,0.1,members,3.0
1343.0910513854503,0.0015259000000000002,0,0.01,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0013699,2.026584714835721e-16,mae,0.000156,5,0.34859303245398193,0.11695306896917232,0.1465949572572843,,,,,,,11,,,,members,3.0
,3.72e-5,,0.001,,static_ridge,,,,,mae,,,0.3501811455410014,0.1194809360326155,0.15016974382421322,,,,,,,11,,,,members,3.0
,,,,,rls,,,,,mae,,,0.3160677510587602,0.1065623763848464,0.13511917789290984,0.0008683,0.95,1.0e-6,,,,11,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.44197130130404466,0.1544520116598837,0.1936505451723327,0.0012724,,,1.0,72,,11,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.7994502605079232,0.33014326265178184,0.38532172022639,0.0006682,,,,,0.05,11,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.36661336840730885,0.12082814967101252,0.15232536069048835,0.0004612,,,0.05,,,11,0.005,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.42946788506217304,0.12537179624137507,0.16532523470161964,0.0001694,,,,,,11,,1.0e12,0.1,members,3.0
1696.5585731535225,0.0015103,0,0.01,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0013534,3.137227742525949e-16,mae,0.0001569,5,0.4560636567600481,0.14670099715757703,0.18633521076407328,,,,,,,12,,,,members,3.0
,3.57e-5,,0.01,,static_ridge,,,,,mae,,,0.44686704146986506,0.14330712895019615,0.18253009609615095,,,,,,,12,,,,members,3.0
,,,,,rls,,,,,mae,,,0.4197625201618485,0.1311422253480548,0.16828307718263297,0.0023194,0.9,1.0e-6,,,,12,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.6487623052055786,0.2707113573683138,0.3183059848591068,0.0007355,,,1.0,72,,12,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.6848202285361202,0.1957388247667757,0.2585800738069249,0.0008075,,,,,0.05,12,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.4657050767700961,0.14938702005778567,0.1899611102056185,0.0008462,,,0.5,,,12,0.05,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.5542089603846635,0.162501055608637,0.21298742207682714,0.0001767,,,,,,12,,1.0e12,0.1,members,3.0
6591.489482627585,0.0017194999999999999,0,0.001,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0014883,3.7070354741100805e-16,mae,0.0002312,5,0.38887813237499486,0.12755652402551093,0.1618123324588866,,,,,,,13,,,,members,3.0
,5.2e-5,,0.01,,static_ridge,,,,,mae,,,0.400177578089112,0.1298119720959989,0.16453891206384272,,,,,,,13,,,,members,3.0
,,,,,rls,,,,,mae,,,0.34079783413641984,0.11005324493264725,0.14132549260748958,0.0010446,0.9,1.0e-6,,,,13,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.5775755687619367,0.2651894624356872,0.3016567432168909,0.0007373,,,1.0,24,,13,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.6211728713612494,0.16643735165146117,0.22362913405225235,0.0006776,,,,,0.05,13,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.3935799257317768,0.12658646339851018,0.1619578940571013,0.0005739,,,0.5,,,13,0.05,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.43281300060692757,0.12082805691127893,0.16281945449535734,0.0002179,,,,,,13,,1.0e12,0.1,members,3.0
1059.7367087006203,0.0071899,0,0.01,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0070422,3.10239180263796e-16,mae,0.0001477,5,0.46885830513662824,0.1550738729228243,0.19600764662249587,,,,,,,14,,,,members,3.0
,3.67e-5,,0.01,,static_ridge,,,,,mae,,,0.45547069890989045,0.15531018150156306,0.19439288676434505,,,,,,,14,,,,members,3.0
,,,,,rls,,,,,mae,,,0.41285798042570976,0.13529534175171798,0.1707653965095664,0.0010742,0.9,1.0e-6,,,,14,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.6017948831010363,0.22429626378496625,0.2736458461746793,0.0008468,,,1.0,72,,14,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.6579063840793935,0.2075882141707803,0.26601291688341167,0.00086,,,,,0.05,14,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.4606145072472651,0.15328765966905133,0.19441048207787662,0.0010329,,,0.5,,,14,0.05,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.5583554595456458,0.1611040318138259,0.21383762137582468,0.0001689,,,,,,14,,1.0e12,0.1,members,3.0
5063.772545700771,0.0015214999999999998,0,0.01,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.001359,1.3938370892613756e-16,mae,0.0001625,5,0.2885855024443501,0.09740079149221431,0.12319975018978117,,,,,,,15,,,,members,3.0
,0.0001047,,0.01,,static_ridge,,,,,mae,,,0.2709637282484476,0.09671407241210753,0.11980021799752824,,,,,,,15,,,,members,3.0
,,,,,rls,,,,,mae,,,0.2583465978821737,0.08092111585545822,0.10467638037346125,0.002013,0.9,1.0e-6,,,,15,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.5260768988426018,0.17618988637329183,0.22055917599039068,0.0007474,,,1.0,72,,15,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.4704808745342405,0.16806217356473807,0.2033226693160446,0.0006934,,,,,0.05,15,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.3247720462466767,0.10790031133784023,0.13645585515484773,0.0004193,,,0.05,,,15,0.01,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.3233063916317152,0.09214559253777203,0.12341252389573953,0.0001424,,,,,,15,,1.0e12,0.1,members,3.0
20064.931224957476,0.0014765,0,0.01,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0013262,2.813462647953859e-16,mae,0.0001503,5,0.2466929707927026,0.07968050633256071,0.10124353921963088,,,,,,,16,,,,members,3.0
,4.74e-5,,0.01,,static_ridge,,,,,mae,,,0.246834798735595,0.07918218660199085,0.10161867876638245,,,,,,,16,,,,members,3.0
,,,,,rls,,,,,mae,,,0.23739158828338192,0.07536023121749309,0.09622032135943784,0.0008931,0.98,0.0001,,,,16,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.30803906164215733,0.11251011621339795,0.13732342932678102,0.0013549,,,1.0,24,,16,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.5005313336233297,0.20630877792280147,0.23965718111437956,0.0009205,,,,,0.05,16,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.28136047859536345,0.09328455259181448,0.1169034635017092,0.0008007,,,0.05,,,16,0.02,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.2780582050508185,0.08406190674271487,0.10891103054987239,0.0001186,,,,,,16,,1.0e12,0.1,members,3.0
45613.78312522609,0.0016346000000000002,0,0.0001,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0014909,2.6440736937774003e-16,mae,0.0001437,5,0.17929998130570585,0.059112067483103437,0.07445355852668939,,,,,,,17,,,,members,3.0
,4.63e-5,,0.0001,,static_ridge,,,,,mae,,,0.18089920829505815,0.05853754660760275,0.07381556524712819,,,,,,,17,,,,members,3.0
,,,,,rls,,,,,mae,,,0.15791126345583772,0.05189189116253824,0.0656386583177186,0.0009467,0.9,0.01,,,,17,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.4541377960335175,0.21484542151399355,0.24177742709600272,0.0006797,,,1.0,24,,17,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.5672784357623076,0.2237834423227021,0.26200824230988645,0.0005579,,,,,0.05,17,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.2172562758713324,0.07376795014449297,0.09242763938128924,0.0006187,,,0.5,,,17,0.05,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.19242912272431345,0.06233255316020911,0.07875696142274015,0.0001126,,,,,,17,,1.0e12,0.1,members,3.0
1225.8751846059708,0.0015582,0,0.0001,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0014055,3.920321537349984e-16,mae,0.0001527,5,0.5162024045191993,0.1791877730332764,0.22329942695472876,,,,,,,18,,,,members,3.0
,3.26e-5,,0.1,,static_ridge,,,,,mae,,,0.5617335614456026,0.20445204613753903,0.25126313949595586,,,,,,,18,,,,members,3.0
,,,,,rls,,,,,mae,,,0.4372497983842268,0.14244269150610292,0.17941082799683575,0.0009075,0.9,1.0e-6,,,,18,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.5055188776706965,0.17049093443381755,0.21351471108910633,0.0015906,,,1.0,72,,18,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.8924729932964445,0.27535144693616553,0.35553324403734055,0.0010376,,,,,0.05,18,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.5151317441944916,0.17254459727898208,0.21638225670738886,0.0004152,,,0.05,,,18,0.02,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.6024461659882704,0.17197827908072155,0.22772230153802933,0.0001646,,,,,,18,,1.0e12,0.1,members,3.0
3841.9546303848315,0.0015682,0,0.01,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0014105,2.4650170333167535e-16,mae,0.0001577,5,0.6690265523677497,0.260926054720361,0.31380211024656784,,,,,,,19,,,,members,3.0
,4.56e-5,,0.0001,,static_ridge,,,,,mae,,,0.6860496889448485,0.2744611726382897,0.3255041623732871,,,,,,,19,,,,members,3.0
,,,,,rls,,,,,mae,,,0.6041836674197067,0.16689801005014102,0.22380710137750762,0.0017549,0.9,1.0e-6,,,,19,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.7240097406010528,0.3361819013564524,0.3779567184263774,0.0012872,,,1.0,24,,19,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.931767066404781,0.3540336257451211,0.42939813737656163,0.0007691,,,,,0.4,19,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.76563181884725,0.2870513095091037,0.34757700890371096,0.00072,,,0.05,,,19,0.005,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,1.0788782162385437,0.22393815825339344,0.34505871162485996,0.0001538,,,,,,19,,1.0e12,0.1,members,3.0
620.8376293703622,0.0089139,0,0.1,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0087468,3.219676680299483e-16,mae,0.0001671,5,0.6404080402520731,0.23408866242619114,0.28881023968087965,,,,,,,20,,,,members,3.0
,3.36e-5,,0.1,,static_ridge,,,,,mae,,,0.6514997420028308,0.24527717242710007,0.29784489833599703,,,,,,,20,,,,members,3.0
,,,,,rls,,,,,mae,,,0.5923674810987289,0.17280476609682308,0.22759261277997347,0.0009213,0.9,1.0e-6,,,,20,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.7449451979400661,0.2728775766657612,0.3341673712481971,0.0013299,,,1.0,72,,20,,,,members,3.0
,,,,,exp3,,,,,mae,,,1.0170703295451136,0.3748761842662231,0.45884218463897297,0.001386,,,,,0.05,20,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.7126659302875297,0.2565065507859421,0.31854202105980944,0.0009467,,,0.1,,,20,0.02,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,1.0448278586713646,0.24518495627528175,0.35779876062252153,0.0002906,,,,,,20,,1.0e12,0.1,members,3.0
2068.9719956117524,0.0015002000000000001,0,0.01,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0013373,2.0885955386424364e-16,mae,0.0001629,5,0.44659027139231566,0.15686236217209257,0.1942251582444926,,,,,,,21,,,,members,3.0
,4.38e-5,,0.01,,static_ridge,,,,,mae,,,0.446221199599638,0.15568519061525105,0.19306362389910423,,,,,,,21,,,,members,3.0
,,,,,rls,,,,,mae,,,0.38840345182829517,0.13352290805973796,0.167968462078429,0.002182,0.9,1.0e-6,,,,21,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.527297788357949,0.18316619042588636,0.2302989535824252,0.0007189,,,1.0,24,,21,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.9153847224406226,0.3737674183034752,0.44036215490702957,0.000618,,,,,0.05,21,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.5140739124918892,0.17858888817188762,0.2243458967386491,0.0004278,,,0.01,,,21,0.005,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.5225756625832285,0.1596907071289911,0.20655469010508223,0.0001591,,,,,,21,,1.0e12,0.1,members,3.0
7553.680203128417,0.0014712,0,0.01,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0013004,3.2774798648992196e-16,mae,0.0001708,5,0.42622216511385597,0.14205119966944865,0.18004730363035934,,,,,,,22,,,,members,3.0
,3.74e-5,,0.01,,static_ridge,,,,,mae,,,0.42114527520960976,0.1418077821255295,0.17995872799896753,,,,,,,22,,,,members,3.0
,,,,,rls,,,,,mae,,,0.4173052274014946,0.11947773648898842,0.15713326823924256,0.1057645,0.9,1.0e-6,,,,22,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.5424199547690536,0.19959744301364585,0.24229554038419887,0.0011949,,,1.0,24,,22,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.5705794861104703,0.1752147602977546,0.2276953568229316,0.0008483,,,,,0.05,22,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.4256505669974857,0.14025937056357102,0.17851015012795582,0.0004714,,,0.05,,,22,0.005,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.6324506155362504,0.15075561348364816,0.22038875395907404,0.0001371,,,,,,22,,1.0e12,0.1,members,3.0
1750.9167508315143,0.0016636,0,0.0001,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0015162,3.331391796911832e-16,mae,0.0001474,5,0.36999632850869135,0.12242880961669932,0.1539356684465587,,,,,,,23,,,,members,3.0
,3.26e-5,,0.01,,static_ridge,,,,,mae,,,0.36779966547484055,0.12170937072810978,0.15299771025265133,,,,,,,23,,,,members,3.0
,,,,,rls,,,,,mae,,,0.3281952340103392,0.10517778469755702,0.13328269167026613,0.0009394,0.9,1.0e-6,,,,23,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.46691654975692387,0.15388569209696673,0.19456327303435464,0.0014576,,,1.0,72,,23,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.6266859076326854,0.25358994135782775,0.2943718230808221,0.000931,,,,,0.05,23,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.4458548434237659,0.14954112573057973,0.18675860871205083,0.0010814,,,0.05,,,23,0.02,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.4962465688942031,0.12641320466763836,0.17774735325970928,0.0001551,,,,,,23,,1.0e12,0.1,members,3.0
25469.249238600456,0.0015084,0,0.01,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0013479,4.791355229691893e-16,mae,0.0001605,5,0.4338186144103783,0.14913884554746865,0.1861269442749825,,,,,,,24,,,,members,3.0
,5.23e-5,,0.001,,static_ridge,,,,,mae,,,0.4213447131240629,0.14645765409565153,0.18327462350339055,,,,,,,24,,,,members,3.0
,,,,,rls,,,,,mae,,,0.39276737008898793,0.11571904851725766,0.15135267248901005,0.0020588,0.9,1.0e-6,,,,24,,,,members,3.0
,,,,,hedge,,,,,mae,,,0.5220873952190597,0.21364876465596613,0.2525357490437779,0.0013421,,,1.0,24,,24,,,,members,3.0
,,,,,exp3,,,,,mae,,,0.8911522707202962,0.4120394422024139,0.46335489462193474,0.0008636,,,,,0.05,24,,,,members,3.0
,,,,,fixed_share,,,,,mae,,,0.5004219223298638,0.2003063509459753,0.23887385870895275,0.0007897,,,0.05,,,24,0.02,,,members,3.0
,,,,,passive_aggressive,,,,,mae,,,0.5405139081860166,0.13658239813753198,0.19032688904094164,0.0001555,,,,,,24,,1.0e12,0.1,members,3.0
685.7517868331665,0.0015730999999999998,0,0.01,cholesky,adaptive_ridge,48,quadratic_stacked_beta,0.0014454,3.365433270075601e-16,mae,0.0001277,5,0.5228478062982321,0.1746709450248363,0.22091252734391845,,,,,,,25,,,,members,3.0
,3.56e-5,,0.01,,static_ridge,,,,,mae,,,0.5109279612256631,0.17230624229423402,0.21714099880038806,,,,,,,25,,,,members,3.0
,,,,,rls,,,,,mae,,,0.4557073565722666,0.14858012313391206,0.18713193426095037,0.0009538,0.9,1.0e-6,,,,25,,,,members,3.0
