condition_number,fit_seconds,iterations,lambda,linear_solver,n_parameters,objective_variant,preparation_seconds,residual_norm,solve_seconds,tau,validation_cvar_05,validation_mae,validation_rmse,method,converged,convergence_reason,exact_fallback_used,relative_change,relative_objective_change,stationarity_residual,fit_and_validation_seconds,window,forgetting,ridge,eta,gamma,seed,share,C,epsilon,variance_forgetting,epochs,hidden,learning_rate,weight_decay,max_depth,min_leaf,n_trees
846488.2762911627,0.0285785,0,0.0001,cholesky,78,quadratic_stacked_beta,0.0282026,1.7565816800070707e-15,0.0003759,2,0.965958577706688,0.25867016520015523,0.35260668129730255,adaptive_ridge,,,,,,,,,,,,,,,,,,,,,,,,
769850.4154997825,0.0285906,0,0.001,cholesky,78,quadratic_stacked_beta,0.0282026,1.7303145495262741e-15,0.000388,2,0.9672207966433801,0.2593774372694983,0.35334128339510046,adaptive_ridge,,,,,,,,,,,,,,,,,,,,,,,,
418340.72436500294,0.028573400000000002,0,0.01,cholesky,78,quadratic_stacked_beta,0.0282026,1.3772086887399452e-15,0.0003708,2,0.9765944656844457,0.266036562101964,0.3602068260773876,adaptive_ridge,,,,,,,,,,,,,,,,,,,,,,,,
79607.96675946964,0.0285825,0,0.1,cholesky,78,quadratic_stacked_beta,0.0282026,7.187384832470375e-16,0.0003799,2,1.002969254809876,0.28626430156227595,0.38083734396495394,adaptive_ridge,,,,,,,,,,,,,,,,,,,,,,,,
9448.044513249231,0.028562900000000002,0,1.0,cholesky,78,quadratic_stacked_beta,0.0282026,4.946519611359243e-16,0.0003603,2,1.0033848235860774,0.2924848219061776,0.38624621824335204,adaptive_ridge,,,,,,,,,,,,,,,,,,,,,,,,
5100.59292514439,0.0286964,0,2.0,cholesky,78,quadratic_stacked_beta,0.0282026,6.749717169516588e-16,0.0004938,2,1.0402656698404442,0.3072801453995009,0.40561177567799694,adaptive_ridge,,,,,,,,,,,,,,,,,,,,,,,,
1.9926776295103126e6,0.0099568,0,0.0,cholesky,114,quadratic_stacked_beta,0.0089476,3.02062072213946e-15,0.0010092,3,0.9675558139543495,0.25923843432841687,0.35316699165834514,adaptive_ridge,,,,,,,,,,,,,,,,,,,,,,,,
1.9924596940617003e6,0.0099484,0,1.0e-6,cholesky,114,quadratic_stacked_beta,0.0089476,3.181308457439212e-15,0.0010008,3,0.9675559573064023,0.2592391621910171,0.35316762489047654,adaptive_ridge,,,,,,,,,,,,,,,,,,,,,,,,
1.9711487451219175e6,0.0100698,0,0.0001,cholesky,114,quadratic_stacked_beta,0.0089476,3.023685223154311e-15,0.0011222,3,0.9675687375373818,0.25931203049148965,0.3532308554463841,adaptive_ridge,,,,,,,,,,,,,,,,,,,,,,,,
1.798499309032181e6,0.0098455,0,0.001,cholesky,114,quadratic_stacked_beta,0.0089476,2.9937941247344486e-15,0.0008979,3,0.9677510161446653,0.2600445994852387,0.35384466918185437,adaptive_ridge,,,,,,,,,,,,,,,,,,,,,,,,
