V_difference,beta0_difference,fast_objective,jump_objective,max_prediction_difference,relative_objective_difference,relative_prediction_difference
5.093366513233631e-11,7.219159164418505e-12,0.013448480450153781,0.013448480450152733,3.4950931038224553e-12,7.791013887209034e-14,2.06486910051175e-12
