,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,-0.00277652444745,-0.00317288629634,-0.00250873402715,-0.00202913487293,-0.00284722920845,-0.00307282487904,-0.00259560678181,-0.00219949889655,-0.00336133853024,-0.000254536897681,-0.00362890619716,-0.0025479635833,-0.00308742345617,-0.00251041305707,-0.00378548407174,-0.0024116432986,-0.00028946997023,-0.00312314827091,-0.00356038392987,-0.00256309281291,-0.00284722920845,-0.00256316851599,-0.0025615348047,-0.00241091114488,-0.00214632008664,-0.00197889128001,-0.00353148742438,-0.00255974668552,-0.00255974668552,-0.00182619991006,-0.00355376482936,-1.41695907686e-05,-0.00348069074023,-0.00241164329986,-0.0024182841752,-0.00204771190343,-0.00335750429761,-0.00241091114488,-0.00362890619716,-0.00307556590657,-0.00302134487521,0.00284722920845
1,-0.00378286761777,-0.00152872774003,-0.00264937036343,-0.00326763175437,-0.00377621452272,-0.00364046350322,-0.0027801636706,-0.00441844888876,-0.00398285337137,-0.000337586424985,-0.00331927575175,-0.00368576964437,-0.00429581091022,-0.00272129706684,-0.00190113449614,-0.00261775692433,0.00159687907573,-0.0036544951093,-0.00374639103368,-0.00276715575811,-0.00377621452272,-0.00277117395106,-0.00276317429796,-0.00261732672569,-0.00238299482365,-0.00185724025216,-0.00388037661604,-0.00273560249755,-0.00273560249755,-0.00390469791885,-0.00317111269961,-1.87927568817e-05,-0.0041350260445,-0.00261775692646,-0.0026204735525,-0.00246884812535,-0.00381415067909,-0.00261732672569,-0.00331927575175,-0.00384768576637,-0.0036989162993,0.00377621452272
2,-0.00316421213412,-0.00221168679391,-0.0020742997139,-0.00257075867279,-0.00338575166222,-0.00292668339837,-0.00222411124847,-0.00326809933232,-0.00326672151443,-0.000302679784916,-0.00286906098741,-0.00299491127888,-0.0032279027086,-0.00212849945055,-0.00194011079148,-0.00199655730631,-0.00048515561173,-0.00291078441473,-0.00298754322023,-0.00220252552398,-0.00338575166222,-0.00220344815647,-0.00219940047251,-0.00199596458376,-0.0018007724906,-0.00159915322805,-0.00326925409567,-0.00209614862125,-0.00209614862125,-0.00264551453321,-0.00283386836269,-1.68495724249e-05,-0.00324422508143,-0.00199655730756,-0.00200159196053,-0.00192839700334,-0.0032255536311,-0.00199596458376,-0.00286906098741,-0.00235612725007,-0.00294290097131,0.00338575166222
3,-0.00349104513876,-0.00228779296734,-0.0017446689478,-0.00246701994416,-0.00376642806857,-0.00271143131342,-0.00178553095649,-0.00360775580139,-0.00290169745583,-0.000336711534523,-0.00240062596474,-0.00291507939839,-0.00327178629492,-0.00182090215672,-0.00137414657404,-0.00171192863094,0.00162040560461,-0.00264161896141,-0.00252369456657,-0.00176463527253,-0.00376642806858,-0.0017722024623,-0.00175846881245,-0.00171168158841,-0.00140211257797,-0.001538282781,-0.00298857657657,-0.00155104237579,-0.00155104237579,-0.00255275368304,-0.00246098855809,-1.87440437228e-05,-0.00308021227447,-0.00171192863269,-0.00171372933283,-0.00183220997226,-0.00298649708704,-0.00171168158841,-0.00240062596474,-0.00220669310289,-0.00263492925204,0.00376642806857
4,-0.00368017033405,-0.00166984807797,-0.00104286152042,-0.00269328633374,-0.00417236811832,-0.00222594383847,-0.00128428181518,-0.00341676637094,-0.00254820717068,-0.000373001805991,-0.00196912697604,-0.0024727249146,-0.00248659200749,-0.00106701055325,-0.00112527741586,-0.000978409158378,-0.00176313103515,-0.00210722919529,-0.001891209493,-0.00126176634485,-0.00417236811832,-0.00126589144649,-0.0012567507338,-0.000977939469454,-0.000411439255271,-0.00151849973037,-0.00238897428311,-0.00104352664207,-0.00104352664207,-0.00176288040089,-0.00212759606754,-2.07642365162e-05,-0.00267192949228,-0.000978409159367,-0.000982123642732,-0.00125148656449,-0.00246869840728,-0.000977939469455,-0.00196912697604,-0.00148295165938,-0.00194665208208,0.00417236811832
5,-0.00417070586495,-0.00176681730046,-0.00125890576166,-0.00275529515772,-0.00447190182337,-0.00207768567402,-0.00137024393511,-0.00309677104111,-0.00241065179441,-0.000399779551811,-0.00180612795633,-0.0025949853475,-0.0025188534185,-0.00122905649897,-0.000551589718293,-0.00127995827427,0.00315679116116,-0.00197485387701,-0.00162548209659,-0.00135880437371,-0.00447190182338,-0.00135095130849,-0.00136124610587,-0.00128021176124,-0.000553576302714,-0.00176700053074,-0.00216512745528,-0.00116772098009,-0.00116772098009,-0.00213272519387,-0.00212804991071,-2.22549190358e-05,-0.00244454396749,-0.00127995827429,-0.00127791872442,-0.0016798246808,-0.00230532619009,-0.00128021176124,-0.00180612795633,-0.00123693866959,-0.00182103999111,0.00447190182337
6,-0.00384490254959,-0.00152901053464,-0.00111338051868,-0.00181498562474,-0.00414063697007,-0.0019077098939,-0.00133903311938,-0.00368610443526,-0.00229311980085,-0.000370165101447,-0.00173783912752,-0.00229844861497,-0.00205332253605,-0.00105313485398,-0.000677732923815,-0.00104511036971,-0.00159252570112,-0.00188173702963,-0.00167727536886,-0.00132923029016,-0.00414063697008,-0.00132896940355,-0.00132342842019,-0.00104458784621,-0.000256370435091,-0.0018324977876,-0.00191522477581,-0.00125944901287,-0.00125944901287,-0.00192409608122,-0.0020737926507,-2.06063243859e-05,-0.00228207773286,-0.00104511036923,-0.0010492202451,-0.00144462628806,-0.00211657482516,-0.00104458784621,-0.00173783912752,-0.00118005452447,-0.00167685576698,0.00414063697008
7,-0.00259010423747,-0.00102463565578,-0.000715891919992,-0.00143192169449,-0.00278699886208,-0.00127018419171,-0.000831172670202,-0.00219498255295,-0.00149661182213,-0.000249152418812,-0.0011226060476,-0.00157396491735,-0.0014722138931,-0.000684163255168,-0.000395234251543,-0.000698243229817,0.000414197571645,-0.0012204187577,-0.00101973076639,-0.000824168775162,-0.00278699886209,-0.000821685478655,-0.000823138922761,-0.000698137982193,-0.000214340052375,-0.00114403067598,-0.00128573325335,-0.000732171256009,-0.000732171256009,-0.00123937385238,-0.00133150783835,-1.38698051927e-05,-0.0014993669771,-0.00069824322972,-0.000699059435152,-0.00095340869879,-0.00139392278021,-0.000698137982194,-0.0011226060476,-0.000742488561581,-0.00110887706367,0.00278699886209
8,-0.00377583257437,-0.00360649002602,-0.00333417290259,-0.00328370558002,-0.00427394650073,-0.00310836287231,-0.0032681465031,-0.00415489025919,-0.00342026365514,-0.000382082720958,-0.00311968593076,-0.00282366129734,-0.00288868375174,-0.00328213914647,-0.00136426452786,-0.00331825356868,-0.000983882369463,-0.00325854916348,-0.00385759375964,-0.00326602604196,-0.00427394650074,-0.00326044201127,-0.00327322059987,-0.00331789318482,-0.00228740572034,-0.00258750996378,-0.00379294084495,-0.00321582319336,-0.00321582319336,-0.00457251803092,-0.00341591300033,-2.12697640445e-05,-0.0033765583405,-0.00331825356663,-0.00332071290922,-0.00376321414412,-0.00398024729299,-0.00331789318482,-0.00311968593076,-0.00245879905713,-0.00254237840811,0.00427394650074
9,-0.00177319726595,-0.000984514026895,-0.000773206976434,-0.000911358410513,-0.00193345550265,-0.000973262452705,-0.000774548465957,-0.00209958949149,-0.0011187206361,-0.000172847259361,-0.000779651948404,-0.00100826080333,-0.000968954747308,-0.00075011853057,-8.7970296502e-05,-0.000764995211417,0.000165165852275,-0.000963430004396,-0.000989561755248,-0.0007711727872,-0.00193345550266,-0.000768090517169,-0.000774976711143,-0.000764816325766,-0.000380377321717,-0.000738844099664,-0.00107066237475,-0.000720286379876,-0.000720286379876,-0.00118076823457,-0.000950922932137,-9.62204907659e-06,-0.00109251596754,-0.000764995210735,-0.000766166937616,-0.0009913631402,-0.00112803240427,-0.000764816325767,-0.000779651948404,-0.000568908326728,-0.000737814426042,0.00193345550266
