,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,-0.0027412003267,-0.00313251949216,-0.00247681684962,-0.0020033193591,-0.00281100555176,-0.00303373109862,-0.00256258437228,-0.00217151593941,-0.00331857415687,-0.000251298571393,-0.00358273771454,-0.00251554731073,-0.00304814394647,-0.00247847451821,-0.00373732353904,-0.00238096135047,-0.000285787210587,-0.00308341425497,-0.00351508721658,-0.00253048405987,-0.00281100555176,-0.00253055879983,-0.0025289458733,-0.00238023851151,-0.00211901369286,-0.00195371498646,-0.00348655834467,-0.00252718050333,-0.00252718050333,-0.00180296622084,-0.00350855232707,-1.39893192295e-05,-0.00343640791747,-0.00238096135171,-0.00238751773902,-0.00202166004475,-0.00331478870497,-0.00238023851151,-0.00358273771454,-0.00303643725364,-0.00298290604522,0.00281100555176
1,-0.00377563572517,-0.00151602112216,-0.00264161392838,-0.00326314632493,-0.00376863473696,-0.00363159162832,-0.00277220072988,-0.00441498033627,-0.00397314941977,-0.000336908806497,-0.00330724029981,-0.00367947378882,-0.00428791130253,-0.00271364697525,-0.00188609739589,-0.00261041342503,0.0016007988896,-0.00364540546179,-0.00373536154063,-0.00275932725301,-0.00376863473696,-0.00276335147317,-0.00275534689576,-0.00260998603536,-0.00237654387852,-0.00185075219163,-0.00386969800028,-0.00272773979062,-0.00272773979062,-0.00390219349285,-0.00315920017013,-1.87550350623e-05,-0.00412499462575,-0.00261041342716,-0.00261310269022,-0.00246300411159,-0.00380419680529,-0.00260998603536,-0.00330724029981,-0.00383913026999,-0.0036903829553,0.00376863473696
2,-0.00318066199321,-0.00221418882591,-0.00207219603543,-0.00258588626209,-0.00340805811296,-0.00293228038388,-0.00222399094581,-0.00329089416431,-0.00327488258011,-0.000304673939358,-0.00286698650475,-0.00301073905512,-0.00323620279231,-0.00212735355924,-0.00192044143875,-0.00199391136342,-0.000511477267066,-0.00291492511197,-0.00298606178643,-0.00220238702272,-0.00340805811297,-0.00220329749433,-0.00219922888567,-0.00199331625045,-0.00179863780002,-0.00159863868338,-0.00327574127948,-0.00209304435967,-0.00209304435967,-0.00265997122143,-0.00283338306612,-1.69605823728e-05,-0.00324823013205,-0.00199391136466,-0.00199896875074,-0.00193101479781,-0.00323415975971,-0.00199331625045,-0.00286698650475,-0.0023417482916,-0.002949264428,0.00340805811296
3,-0.00351726162866,-0.00230488951846,-0.00174473192087,-0.00248082416317,-0.00379849291026,-0.00272062590569,-0.00178514903765,-0.00363478625625,-0.002910736684,-0.000339578070629,-0.00240257519386,-0.00293180775955,-0.00328696136982,-0.00182199309563,-0.00136442342135,-0.00171202158014,0.00163754872777,-0.00264889311635,-0.00252501902287,-0.00176410770371,-0.00379849291026,-0.00177178942443,-0.00175785580382,-0.00171177652673,-0.00139939884398,-0.00154355228439,-0.00299909969106,-0.00154621429228,-0.00154621429228,-0.00256401062592,-0.0024659005734,-1.89036175805e-05,-0.00309042098999,-0.0017120215819,-0.00171380531954,-0.001838350555,-0.00299864866957,-0.00171177652673,-0.00240257519386,-0.00220178051547,-0.00264249566652,0.00379849291026
4,-0.00372161269374,-0.00167954702242,-0.00103789591793,-0.00272181313808,-0.00422379316054,-0.0022373281174,-0.00128314113573,-0.00345432072274,-0.00256310371884,-0.00037759910735,-0.00197304353293,-0.0024929385937,-0.00250037653361,-0.00106234693739,-0.00111586212301,-0.000972758373555,-0.00180606973175,-0.00211580926387,-0.00189216516225,-0.00126041546516,-0.00422379316054,-0.00126459880821,-0.0012553246211,-0.000972285017084,-0.000397603779509,-0.00152888694957,-0.00240028731949,-0.00103767580745,-0.00103767580745,-0.00177201257645,-0.00213582467142,-2.10201583175e-05,-0.00268716600619,-0.000972758374545,-0.000976501522761,-0.00125436786602,-0.00248302934362,-0.000972285017084,-0.00197304353293,-0.0014758137357,-0.00195292244688,0.00422379316053
5,-0.00423697240043,-0.00178673961219,-0.00126536773141,-0.00279482367706,-0.00454455854565,-0.00209515004186,-0.00137825599365,-0.00313684408847,-0.00243321590532,-0.000406274925148,-0.00181666592904,-0.0026269192856,-0.00254322416636,-0.00123440726932,-0.000538297005199,-0.00128751425749,0.0032268727946,-0.00198976145912,-0.00163001971484,-0.00136677223449,-0.00454455854565,-0.00135868823785,-0.00136931188514,-0.00128777927534,-0.000546809092415,-0.00179058765785,-0.00218155526768,-0.00117159789306,-0.00117159789306,-0.00215656650665,-0.00214712624656,-2.26165031852e-05,-0.00246596970453,-0.00128751425749,-0.00128538338919,-0.00169883939255,-0.00232610974137,-0.00128777927534,-0.00181666592904,-0.00123309511247,-0.00183286736433,0.00454455854565
6,-0.0039100714138,-0.00154802327755,-0.00112212858768,-0.00183764193716,-0.00421200871947,-0.00192860321306,-0.00135214843422,-0.00374808583719,-0.00232086394663,-0.000376545600642,-0.00175408346304,-0.00233035065618,-0.00207521296823,-0.00106022262006,-0.000672994436194,-0.0010527124024,-0.00163250494744,-0.00190198438984,-0.00169114332755,-0.00134229692531,-0.00421200871948,-0.00134200187409,-0.00133638478769,-0.00105218176417,-0.000247946527678,-0.00186139556887,-0.00193393807686,-0.00127124073276,-0.00127124073276,-0.00194999639657,-0.00209851089496,-2.09615133238e-05,-0.00230804041865,-0.00105271240189,-0.00105688603858,-0.00146306754346,-0.00214079767381,-0.00105218176417,-0.00175408346304,-0.0011829106249,-0.00169292115578,0.00421200871947
7,-0.0026382495685,-0.00104153458556,-0.000724930028049,-0.0014574997197,-0.00283945223803,-0.00128605896153,-0.000842026847999,-0.00223249740629,-0.00151716075639,-0.000253841651258,-0.00113464542944,-0.0015982740848,-0.00149038204199,-0.000692367470759,-0.000389994464646,-0.00070736519865,0.000429914551403,-0.00123558796275,-0.00103016891723,-0.000834987918037,-0.00283945223804,-0.000832404524491,-0.000833949169021,-0.000707261914885,-0.000212225364854,-0.00116448313865,-0.00130138929426,-0.00074146903557,-0.000741469035569,-0.00126193805384,-0.001349768646,-1.41308450463e-05,-0.00151920029382,-0.000707365198535,-0.000708165535008,-0.000970561965626,-0.00141316723172,-0.000707261914885,-0.00113464542944,-0.000745507708386,-0.00112120030669,0.00283945223803
8,-0.00379383325759,-0.00358505812008,-0.00330707327393,-0.00327309586723,-0.00429140287354,-0.00309577788868,-0.00324528614691,-0.00416145120112,-0.00341021158695,-0.000383643287618,-0.00310285273134,-0.00282381539432,-0.00288126362429,-0.00325446725841,-0.0013487352195,-0.00329064567233,-0.000984803751908,-0.00324338688794,-0.00382982849975,-0.00324309557094,-0.00429140287355,-0.00323752339278,-0.00325013557988,-0.0032902850703,-0.00225806456875,-0.00258461965747,-0.00377135027549,-0.00319191549013,-0.00319191549013,-0.00454602347207,-0.00340258883411,-2.13566373765e-05,-0.00336617026925,-0.00329064567029,-0.00329311106843,-0.00373914770963,-0.0039606695014,-0.0032902850703,-0.00310285273134,-0.00243871827092,-0.00253227702065,0.00429140287354
9,-0.00179152596314,-0.000977038876105,-0.000761034381492,-0.000909303018194,-0.00195227713214,-0.00096917285384,-0.000764233516776,-0.0021140997367,-0.00111667093,-0.000174529877382,-0.000771287253252,-0.00101153447945,-0.000967368029851,-0.000737528758488,-7.57301386315e-05,-0.000752712905215,0.000173884662937,-0.000957784233732,-0.000977000442553,-0.000760819223367,-0.00195227713215,-0.000757703345192,-0.000764587319861,-0.00075253434895,-0.00036505477684,-0.000739311981922,-0.001062047738,-0.000709062767466,-0.000709062767464,-0.00117138926081,-0.000945832597073,-9.71571681797e-06,-0.00108998181843,-0.000752712904529,-0.000753882212219,-0.000982863682117,-0.00112084616785,-0.000752534348951,-0.000771287253252,-0.000557907632457,-0.000733443323064,0.00195227713214
