,0
0,-0.0834719780822
1,0.0431285418582
2,-0.197825885508
3,0.0178082541895
4,7.51642178048e-14
5,-0.360478113108
6,-0.0266637218769
7,0.0271701468821
8,0.322355564074
9,-0.00698626533399
10,-0.0952800617106
11,0.0929781697369
12,0.14206535277
13,-0.205387736173
14,0.00257734856403
15,-0.0725040512458
16,0.0114980832049
17,0.237303736669
18,0.0907311722263
19,0.0690037904056
20,8.48545916788e-21
21,0.189960727168
22,-0.0549923538899
23,-0.0681399273129
24,0.27248446577
25,-0.107437287199
26,0.236015279655
27,-0.159511765849
28,-0.159511765849
29,0.0144910355443
30,0.487255806492
31,0.00413514050084
32,0.0670885660748
33,-0.0725040480304
34,-0.101118977947
35,0.0874137775772
36,0.331982199804
37,-0.0681399273129
38,-0.0952800617105
39,0.174325520371
40,0.418148353952
