,Ridge_Alpha_Beta_ensemble
1313,2.8074001906812667
1314,2.8441850524095647
1315,2.7030736072766652
1316,2.8942434045687735
1317,3.755822186260638
1318,3.837143205375441
1319,5.234858197957823
1320,4.974514016041108
1321,5.779773897494159
1322,6.235717550420009
1323,7.087703571352877
1324,6.641445757964192
1325,6.369407485022568
1326,6.155929538073131
1327,5.769703663703674
1328,5.724701463825294
1329,5.077846596467309
1330,4.689139953833785
1331,4.088852403210051
1332,3.690219084887792
1333,3.5147643056007496
1334,3.184652593670123
1335,3.0740400680097344
1336,2.850702998920561
1337,3.091111006564127
1338,2.8779542600306938
1339,2.6118815976071295
1340,2.545388740920292
1341,2.5794725191374748
1342,2.8463452989258644
1343,3.0137209457220955
1344,3.0170918351563025
1345,3.542144710670795
1346,4.333919269988363
1347,6.125871021726831
1348,6.530690151693616
1349,6.844679753645777
1350,6.498020858853997
1351,5.951144162787154
1352,5.613895124983437
1353,4.784894798942619
1354,3.4073096915612546
1355,1.952630376866987
1356,1.9959373803244347
1357,1.630902455246783
1358,1.156402258010579
1359,1.4844881797520537
1360,1.7177790026485582
1361,1.8290670784750216
1362,1.5604888431114363
1363,1.5564470797020133
1364,2.1416850941944467
1365,2.1786398523278114
1366,2.5101677771764384
1367,2.917027101226242
1368,2.94464007561232
1369,3.106980130251838
1370,3.5120403742781496
1371,4.247946999847726
1372,3.7107749992004666
1373,3.415700710292427
1374,3.336203144784872
1375,2.749550491133192
1376,2.3160285430448737
1377,1.8887817936445244
1378,1.8944946941778416
1379,1.8213063929700708
1380,1.9305353350968875
1381,2.227884215110566
1382,2.2996913847145954
1383,2.4358517006154754
1384,2.9388662220696804
1385,2.2579658670690224
1386,2.2178996321103313
1387,2.174197921170116
1388,2.1900769326671585
1389,2.156003067172155
1390,3.296806192212282
1391,3.435246705520937
1392,3.3963061478982812
1393,3.511682333778138
1394,3.5085486638350734
1395,3.837967214150612
1396,3.6349536645317615
1397,3.9214015563464915
1398,3.4929978396670545
1399,3.189313100270423
1400,3.101821648333832
1401,2.693908350955224
1402,2.510139757312148
1403,2.1913091860783487
1404,1.920714943256433
1405,2.341049991245324
1406,2.128618690574821
1407,1.9188085893612548
1408,2.327486210102722
1409,2.300483498515546
1410,2.257997799523235
1411,2.3940175886321136
1412,2.4324841858687978
1413,2.5604876324836554
1414,2.9812809936852047
1415,3.5379695255331387
1416,3.2586017056184557
1417,4.054324408462563
1418,4.796730922302276
1419,5.762004074606549
1420,6.21343159061329
1421,6.345634209167925
1422,5.440083801499534
1423,5.7582855434008735
1424,4.129797456872836
1425,3.6617077381037824
1426,3.120950411669485
1427,2.973571670924354
1428,2.353031698419833
1429,2.2240884064050452
1430,2.331046663437611
1431,1.8635245820001054
1432,2.2106785016259773
1433,2.262713613886417
1434,2.536908296028023
1435,2.567189643679361
1436,2.009494674618363
1437,1.7895107318119128
1438,1.7853267239790933
1439,2.595394456658628
1440,2.9178476941926963
1441,3.1700115301507075
1442,4.003474832547268
1443,4.102067643930296
1444,4.483358834330501
1445,4.368551327343148
1446,4.177266549586076
1447,3.628061199081484
1448,3.3463482331079666
1449,2.8965848778102896
1450,2.2899945847967946
1451,2.014648203621938
1452,2.1696051357732022
1453,2.1510182903003905
1454,2.3415265021224108
1455,2.4777163434351586
1456,2.9649504360785133
1457,2.2753983379223395
1458,2.7804790112098177
1459,2.5028232085531066
1460,2.6908171807966013
1461,2.919094898901167
1462,2.538783746525004
1463,2.2397635437615424
1464,2.5926582490026306
1465,3.3071267310896664
1466,3.570178402908282
1467,3.6561534647711134
1468,4.253054211333631
1469,4.56361819482028
1470,3.9287680326195873
1471,3.6102724892161846
1472,3.157131345036032
1473,2.6655971302620776
1474,2.767039612388647
1475,2.8156596428324776
1476,2.8877244925665506
1477,3.105240848935059
1478,3.2615309995504123
1479,3.5298396806846144
1480,4.025200083985302
1481,3.9087581287603874
1482,3.825570022846634
1483,3.87068245175565
1484,3.7380465775432157
1485,3.7469588456740546
1486,4.151083476438508
1487,4.958664162076074
1488,4.93855693750503
1489,4.962704484033911
1490,6.040058735455342
1491,7.2555905063364285
1492,7.428042400958587
1493,7.443619858446421
1494,6.913469916932843
1495,6.565569818790681
1496,5.89014571993067
1497,5.164073482240231
1498,4.4926754512903555
1499,3.9913130107232235
1500,3.536381053246676
1501,2.8216599484816918
1502,2.431161047548762
1503,1.938297793598603
1504,1.9903829942081754
1505,2.086390052534858
1506,2.0189914913935394
1507,1.9685149393202275
1508,2.0417329912913713
1509,1.8037536820946085
1510,2.450567896783301
1511,2.692137833502491
1512,3.0089581879247325
1513,3.3694437393927457
1514,3.4602658420486407
1515,3.8722297333912308
1516,4.252142611511423
1517,4.520690958232805
1518,4.502624104564077
1519,4.224558790491319
1520,3.3760678056840945
1521,2.741299105786305
1522,1.9332154857737422
1523,1.8902498571331352
1524,1.6754065480485154
1525,1.8058524984468738
1526,1.9273022040199903
1527,1.8271344871086326
1528,2.1294639314385924
1529,2.614170010060252
1530,2.553036239706207
1531,2.7111127306326006
1532,2.5925606600879596
1533,2.392887112578322
1534,2.3623266718055977
1535,2.045300138118801
1536,2.6142183719165715
1537,3.2733760101435125
1538,3.9082513222930824
1539,4.869984114961975
1540,5.0039252620242225
1541,4.647242891421546
1542,4.860701920388688
1543,3.807078684453722
1544,4.04501040180541
1545,3.181914408142012
1546,2.665395542681319
1547,2.609767243333689
1548,2.6730170011787533
1549,2.9735497077789312
1550,3.236698294416711
1551,3.253360522726836
1552,3.195879488048215
1553,3.0679835709086642
1554,2.664144893889697
1555,2.383058092085007
1556,1.9569149664149283
1557,1.9947248023341082
1558,3.1213035806334926
1559,3.351323555124665
1560,3.1132335710931134
1561,3.2072078367712136
1562,3.9856196595540294
1563,5.1316490390504494
1564,6.141950320815845
1565,6.475878543296613
1566,6.204352766738465
1567,5.640108310783865
1568,5.220423734062192
1569,4.344267541269794
1570,4.027290323165685
1571,3.4961586303491066
1572,3.4506931906983342
1573,2.945508255215726
1574,2.7807750122842414
1575,2.52985419425459
1576,2.482654634018834
1577,2.370211933099004
1578,2.4250361445367488
1579,2.4573647676553314
1580,2.4950736040692107
1581,1.9294306091566966
1582,2.064119346980094
1583,2.6576516447255725
1584,2.923339635401063
1585,3.4392134745531644
1586,4.0926851945963065
1587,5.521029712745624
1588,6.365827980807594
1589,6.724742130635699
1590,6.014373088076161
1591,5.339231241241731
1592,4.09621875571913
1593,3.0753148775964245
1594,2.4862838939264162
1595,2.1790576193581135
1596,1.9345050233827952
1597,1.6738556325963394
1598,1.9684983687693733
1599,2.027504927704119
1600,2.231841644065487
1601,2.288694312955062
1602,2.887636836041893
1603,2.8073304337297302
1604,2.632491484453315
1605,2.2188348045950494
1606,2.4729100108792856
1607,2.119938153118236
1608,2.321542625409389
1609,2.628635907014184
1610,3.4693126355308523
1611,4.418366546519377
1612,4.984789721210713
1613,5.666609823336392
1614,5.552509568956818
1615,5.2657365093344914
1616,4.334670247504008
1617,2.7840584886007917
1618,2.395837218650613
1619,2.014354464892488
1620,2.0222227227543117
1621,1.9390667739787129
1622,1.9824454779307767
1623,2.289875582887368
1624,2.563501281413663
1625,2.7847141276846092
1626,3.0050997197154707
1627,2.9792671320537196
1628,3.090814330612
1629,2.982319625508108
1630,3.2911240820050596
1631,3.0590035905134023
1632,2.8658684778476653
1633,2.7468312931445857
1634,4.138773263237881
1635,5.110039130508611
1636,6.365530125717097
1637,7.135119702581532
1638,6.236192439655353
1639,5.3374714022851375
1640,4.214086486423001
1641,2.7472687183523137
1642,2.257781969121081
1643,1.9419082277954847
1644,2.0506449708416734
1645,2.2650388858639756
1646,2.495971579162689
1647,2.5539742287097886
1648,2.7063366808802694
1649,2.9059094077638274
1650,2.9029897541342056
1651,3.039666790214309
1652,3.097060950810892
1653,2.742777471987885
1654,2.032059744659751
1655,3.1886419349709585
1656,3.7773206696445585
1657,4.536168087225328
1658,5.360633580191515
1659,6.162369640447486
1660,6.1673569058126745
1661,6.363531626187016
1662,6.208849760038774
1663,6.451058103792636
1664,6.61130278403
1665,6.687379972633852
1666,7.225119329834968
1667,7.870397378860833
1668,8.547031606994569
1669,8.659179374201065
1670,8.64038108016435
1671,8.236987736093022
1672,8.056033602416777
1673,7.716905767460544
1674,7.54009225619812
1675,7.555274289584788
1676,7.328563412151953
1677,7.556543630267881
1678,7.711703284821536
1679,7.755025877892375
1680,6.693376317299375
1681,7.008601082307712
1682,7.336627595255697
1683,7.373444543299858
1684,7.24238496187804
1685,6.188852983741262
1686,6.0203780345828495
1687,5.573893780795153
1688,5.431670219082785
1689,5.307916492228535
1690,5.4501753608057415
1691,5.213117822758581
1692,4.912883178709143
1693,4.935411441590022
1694,4.853575800843338
1695,4.9989822363046335
1696,4.8579448984148765
1697,4.653123312460735
1698,4.664995435031356
1699,4.5305137824176045
1700,4.01585882469706
1701,3.93132088848792
1702,3.714376488551885
1703,3.698882413273127
1704,3.8769460066101136
1705,4.232049187971314
1706,4.32814340431003
1707,4.634387031320299
1708,5.030698192871215
1709,5.068839357101763
1710,4.974272057282474
1711,4.559121779447657
1712,3.5510962411030786
1713,2.8830584880549908
1714,2.321302391216011
1715,1.9444518944224183
1716,1.9745547660652814
1717,2.031469777634921
1718,1.7890115424102617
1719,1.9033452799838784
1720,1.9726505170451338
1721,2.227440861646577
1722,2.5084099336679504
1723,2.5046385085897276
1724,2.6312868922831685
1725,2.658381611719295
1726,1.9313257113728102
1727,2.310247124474953
1728,2.6314475757350575
1729,3.504364953496367
1730,4.734447386468841
1731,5.621244524435611
1732,5.852030453895899
1733,6.14838944413572
1734,6.255270200782697
1735,5.23445346566131
1736,4.6988893901186115
1737,4.30296752511463
1738,3.9109451480612036
1739,3.8806667067901257
1740,3.9533200485475044
1741,4.0969272569380415
1742,4.182197411348413
1743,4.469212283831723
1744,4.839963673813905
1745,4.007929607246933
1746,4.1436886197757214
1747,4.390821885329919
1748,4.553105175217607
1749,4.744276461769711
1750,4.950172577011978
1751,4.994981017980904
1752,4.907560024739183
1753,4.833677120722815
1754,4.253715201716993
1755,3.7463635198188854
1756,3.471059048248177
1757,3.5124568845370714
1758,3.963610182390989
1759,4.343002432692676
1760,3.958401191604261
1761,2.8691170607052725
1762,2.088091343023136
1763,2.4108238881013873
1764,3.2465738248221125
1765,3.2949202691180846
1766,3.5605601294721394
1767,3.9552835171293794
1768,3.762094845778546
1769,3.6505187798714127
1770,4.372343311776132
1771,4.703077472720226
1772,4.7553661709472825
1773,4.785736782151372
1774,4.665321711115465
1775,4.521245384091242
1776,4.168822738065538
1777,4.300167219670045
1778,4.344970697772443
1779,4.347660173412419
1780,4.336324163511885
1781,4.420063382365053
1782,3.754269063756444
1783,3.184318371677718
1784,2.8581042482589796
1785,2.4116527392008766
1786,2.3488517349935574
1787,2.3839993675096864
1788,2.1201272773590043
1789,1.9018266714189545
1790,2.3354960218791576
1791,2.3134774879573046
1792,2.6822569379037993
1793,3.445809465561622
1794,3.119864796155958
1795,3.1872149451890603
1796,3.421711680582646
1797,3.723550885471182
1798,3.128610546096591
1799,3.1758666842385743
1800,3.391532842993043
1801,3.8004993645662952
1802,4.160236022891107
1803,4.287104263099411
1804,4.264008031932683
1805,3.9996920933005775
1806,3.5632993256025163
1807,3.0827221943670504
1808,2.774977780003051
1809,2.5776221579384733
1810,2.49455675514368
1811,2.536471069892675
1812,2.1706257984016997
1813,2.1168998385974143
1814,1.8690062880835576
1815,1.7373637911159694
1816,1.6710036897955254
1817,1.8600385109428823
1818,1.7908038679811524
1819,1.8354442856011717
1820,2.0460346957100017
1821,1.8029521321337343
1822,2.1597641002423598
1823,2.1639893565651613
1824,2.3656411125572214
1825,3.3979113574407642
1826,4.857148514754268
1827,5.540630331303198
1828,6.273408530126291
1829,6.261821044627671
1830,5.760252192522389
1831,4.961848697633423
1832,3.797393752445102
1833,3.2573438623738764
1834,3.113038696139347
1835,2.9843203157313773
1836,2.955259001280487
1837,2.838574653334881
1838,2.718933150179689
1839,2.330778572746222
1840,2.6711669629494463
1841,2.895183608977829
1842,3.031521751349093
1843,3.1133454324704335
1844,3.1980004184364668
1845,3.6405644812967237
1846,4.471511233905502
1847,5.202770274285658
1848,4.76299683002873
1849,4.870073465612825
1850,4.947828511039491
1851,5.742588623228201
1852,6.935373220836058
1853,6.334707317305025
1854,5.678606357059348
1855,5.087833664658267
1856,4.707745935385356
1857,4.521895118586041
1858,4.269980206840656
1859,4.308127839074421
1860,4.167790537177251
1861,4.11612254787988
1862,4.293706025907492
1863,3.7560834751690932
1864,3.7926909532408417
1865,3.4390355930740637
1866,3.0009920925535396
1867,3.132162453793641
1868,3.4805350876071977
1869,4.252218362127328
1870,4.654294622757969
1871,4.6095597462685785
1872,4.067014257261712
1873,4.017592284177096
1874,4.8900121902269085
1875,6.2041346966211215
1876,6.672070916624047
1877,5.981955305290297
1878,4.741627715941336
1879,4.208269068118346
1880,3.670592858645345
1881,3.0645965203634735
1882,3.2560890255661112
1883,3.053635596861277
1884,3.029408164530881
1885,2.7830838363515746
1886,2.4574290613655867
1887,2.31949377178322
1888,1.8685498464535617
1889,2.1034499844399344
1890,2.183559875207547
1891,2.3852076196849046
1892,2.142374366393069
1893,1.881096306079936
1894,1.9533286113982882
1895,2.2330008634043716
1896,2.706066338841462
1897,4.0862747171766385
1898,4.961348616673047
1899,6.470420559752739
1900,6.784945821867613
1901,6.7284939700330915
1902,6.120129916855179
1903,5.235113290908427
1904,4.059178689875932
1905,3.5992879787636456
1906,3.3013588358484083
1907,3.023865853324221
1908,2.9613337392444894
1909,2.572012392268507
1910,2.4776950665898414
1911,2.5569238288935487
1912,2.3741341711695925
1913,2.3998093654908828
1914,2.3637110299447186
1915,2.6617058368110844
1916,2.8085976414609597
1917,3.311158000260285
1918,4.017282481680924
1919,4.571760970542155
1920,4.706719321312213
1921,5.290829890992952
1922,6.313099172382635
1923,7.55399951422392
1924,7.1291677938326155
1925,6.660249214563929
1926,6.176174124710706
1927,5.35825910775508
1928,5.206013301906349
1929,4.832878405983725
1930,4.769838898186464
1931,4.198383684204186
1932,3.738040468908952
1933,3.3880607155211133
1934,3.2648352380566235
1935,3.0918498292130105
1936,3.2445382114931336
1937,3.436403288469268
1938,3.7528047095256114
1939,3.551186243790188
1940,3.799255350907802
1941,3.99777821681761
1942,4.743035923789195
1943,4.760854396811251
1944,4.776011781270872
1945,5.846664575780898
1946,6.791570785894517
1947,6.603055239231165
1948,6.760342751291951
1949,6.569333769302215
1950,6.016048653937689
1951,5.572114389137478
1952,4.597011890151905
1953,4.055194016615206
1954,3.6922004552107013
1955,3.1857318774138115
1956,2.869598735593087
1957,2.1582252082387696
1958,1.8070753991302617
1959,1.9213931673833224
1960,2.042239306627891
1961,2.0627917926193815
1962,1.7824199591935181
1963,1.315905741631279
1964,1.0936054421287404
1965,1.180422304061682
1966,1.8347043539997714
1967,2.7113231395009207
1968,3.5783361070063773
1969,4.381471422103566
1970,5.251944985563169
1971,5.6528395639257125
1972,5.939247082761411
1973,6.6432611925487
1974,6.314263863459252
1975,5.954779469970331
1976,4.949198418115274
1977,4.0684890526778315
1978,3.172079958988144
1979,2.484160240062949
1980,2.099030577479378
1981,1.8759475736246767
1982,1.4278149385169314
1983,1.439946248902437
1984,1.3290700126387165
1985,1.3312441194119953
1986,1.8006478051120423
1987,1.8791492769337879
1988,2.0162718803154074
1989,2.0424640592156775
1990,1.897044701012678
1991,2.0781339854307967
1992,2.930617088923777
1993,3.8069069990029507
1994,4.517858048049611
1995,4.914248839795381
1996,4.979062806609907
1997,4.885340656536953
1998,4.542877935297845
1999,4.283331849275334
2000,3.5907659108859664
2001,3.221326283472885
2002,3.1569679751268604
2003,3.08366467459228
2004,2.9395734922238033
2005,3.1337974348443245
2006,3.841600661996973
2007,4.044490217557891
2008,4.20095584322919
2009,4.662908854402401
2010,4.7112628050627645
2011,4.547825079888262
2012,4.729038519307368
2013,4.993525770007367
2014,5.52682552444768
2015,6.1686028849058765
2016,6.815925405976909
2017,7.380725358202463
2018,7.712959713112886
2019,7.805349661362362
2020,7.52084184299777
2021,7.676255785399763
2022,7.0802390909875506
2023,7.368298560995211
2024,7.12494678573793
2025,7.504357076368049
2026,7.325040340489793
2027,7.072513489133847
2028,6.597154898713741
2029,5.629227330544302
2030,5.737760069888653
2031,5.767246423163712
2032,6.153769589267229
2033,5.73178615852727
2034,6.390036118893237
2035,5.430980090513322
2036,5.320842630401886
2037,5.292368100455628
2038,5.761496055940544
2039,6.079251823635576
2040,5.689836088478866
2041,6.063719004031544
2042,5.867370084243506
2043,5.653562175828908
2044,5.630285222364191
2045,5.408298843459935
2046,5.2283719541815525
2047,4.869419938526246
2048,4.405706203476703
2049,3.3162742780361105
2050,2.6463787486465704
2051,2.443777840229545
2052,2.8778568871437478
2053,3.4125499860520323
2054,3.3296836241906496
2055,3.296048876153481
2056,3.6205499529994998
2057,3.7521708475227746
2058,3.8213410701303654
2059,3.715824062194374
2060,3.8088306341530775
2061,3.900228811755729
2062,4.607072584293407
2063,4.567820853713591
2064,4.938159498403424
2065,5.228927722356192
2066,5.506184205941401
2067,4.945462844880201
2068,4.818635953116177
2069,4.584153152133738
2070,3.928194550522167
2071,3.4653210511527384
2072,2.915478524671581
2073,2.547128827603369
2074,2.7870535093941022
2075,2.856435132844522
2076,3.0257021736398624
2077,3.1343552720422405
2078,2.8080319680079513
2079,2.1269835812533344
2080,2.1194864975344325
2081,2.3169344673759578
2082,2.9377472688600186
2083,2.9038896509493353
2084,2.70393137889594
2085,2.2551079248055026
2086,1.9251613608013878
2087,2.2869625386702066
2088,3.1657284561504797
2089,4.16864756752137
2090,4.92140579848657
2091,5.0081650356841525
2092,5.169222768140071
2093,4.974695238393192
2094,4.99820181607753
2095,4.746986692244468
2096,3.7417579178876137
2097,2.6087539550167707
2098,2.2267539968138648
2099,1.916387610085738
2100,1.826065379083334
2101,1.7725771853138133
2102,1.791397201041623
2103,1.741114943470683
2104,1.743735426594947
2105,1.7057656295897328
2106,1.8214095118128986
2107,2.0797331958577305
2108,1.7173710675314102
2109,2.3036825978578808
2110,2.804166221859391
2111,3.134287188475803
2112,4.2103696508607005
2113,5.908826668262162
2114,7.486134525113835
2115,7.6139897543013335
2116,7.7568752743647025
2117,7.442632239931088
2118,6.609718620367547
2119,5.838063944837573
2120,4.280032472318876
2121,3.3844370391444842
2122,2.8810580341184995
2123,2.6247109248984555
2124,2.55562295723218
2125,1.867152602368912
2126,1.7082460274717266
2127,1.4852437078065803
2128,1.3767029437511529
2129,1.3799380751733739
2130,1.5176077781310247
2131,1.4973676109166207
2132,1.5922362072049945
2133,1.6454620589170055
2134,1.9757866261320132
2135,2.719549930967232
2136,3.181927563695425
2137,4.760115406301358
2138,6.397716238693291
2139,6.531752688298297
2140,6.630891285596959
2141,7.029748940454712
2142,6.251579200102831
2143,5.5604194558482885
2144,4.556346162223363
2145,3.606867334196329
2146,2.6814994172071525
2147,2.0614891512320273
2148,2.060265568299668
2149,1.6554923266352555
2150,1.8846358313416758
2151,1.7273772361702338
2152,2.1937230581430875
2153,2.3643709980758953
2154,2.351469966482617
2155,2.879475363429743
2156,2.6876580806202717
2157,2.1308460278325274
2158,1.765123500188062
2159,1.8602188470369374
2160,3.361250199602491
2161,4.355748567765617
2162,4.500836799609675
2163,4.716847158703328
2164,5.204857752679027
2165,5.276723754756534
2166,5.221640274530006
2167,5.499986702883751
2168,5.196712044804087
2169,5.052746960091544
2170,4.752541998294323
2171,4.657937764946085
2172,4.858732314022078
2173,4.228940978769851
2174,4.380591422683846
2175,4.765523586729983
2176,4.7302203765447075
2177,4.61827118749431
2178,4.591323086596924
2179,4.198962103359277
2180,4.3528861583606515
2181,4.67511836440484
2182,4.840652462719204
2183,4.944504592963423
2184,4.971302348664367
2185,5.428534591015844
2186,5.345978530639564
2187,5.517087281661239
2188,5.295847884211775
2189,4.9768045522002025
2190,4.426851731837961
2191,4.416380743550111
2192,4.278633548338835
2193,3.19826287949051
2194,2.938785234737939
2195,2.527424865862959
2196,2.40295977086193
2197,2.4388167210114355
2198,2.1991575606705784
2199,2.209047190976825
2200,2.0539382035547935
2201,2.352139002479269
2202,3.028043030165917
2203,3.225140125002635
2204,3.4940510383583465
2205,3.737490330428198
2206,3.9073807678482595
2207,4.450381032239305
2208,4.5330817695225765
2209,4.487278092105967
2210,4.889551105415814
2211,5.998558625757637
2212,7.092808724923862
2213,8.108362475942203
2214,7.494395709925572
2215,7.272659424153801
2216,6.307295386301164
2217,5.888705972730619
2218,5.533905321935788
2219,5.006613102558595
2220,4.921072918606897
2221,4.578430917439978
2222,4.123144364559565
2223,3.693207696757412
2224,3.2461000856009594
2225,3.282654917443624
2226,3.1198758113687557
2227,3.222799849880702
2228,3.3504921665333485
2229,4.034493818531422
2230,4.546919439482492
2231,4.866611263689934
2232,4.8394017537285405
2233,5.0555125466352475
2234,6.22769269013355
2235,6.35137604592682
2236,6.3672649556766805
2237,6.117568171684377
2238,5.008886015781787
2239,4.768508145009396
2240,4.4389850962617
2241,4.545979476664884
2242,3.4026140116017096
2243,2.7730075296992704
2244,2.7327126586891564
2245,2.5345511275105057
2246,2.7501427296265755
2247,2.294240407845429
2248,2.5026788815267986
2249,2.380137705267169
2250,2.345259268440727
2251,2.1854520514330926
2252,2.403082991326877
2253,2.265356279896762
2254,2.182919218758921
2255,2.2386477969450547
2256,3.285692170352509
2257,3.742980190571386
2258,3.8728784468582838
2259,4.524401917667284
2260,4.87052085077009
2261,5.032179687021752
2262,4.212741658234151
2263,3.8285835999947824
2264,3.25104145289381
2265,2.87333804679311
2266,2.691446808942193
2267,2.6150595152817675
2268,2.5721011834843988
2269,2.4909327572647397
2270,2.2910822288666566
2271,2.462162675749746
2272,2.6894411556589644
2273,2.759529694821212
2274,2.497209616810877
2275,2.2535059010349587
2276,2.5351370851144086
2277,2.5901091690294784
2278,3.1842549066137398
2279,3.401243469535778
2280,3.7617900957139785
2281,4.148479283772813
2282,4.635782717942548
2283,4.780065659787459
2284,4.599499184606601
2285,4.635138383315522
2286,5.081272390919819
2287,5.088637846136737
2288,4.337012332698825
2289,3.3350299741842764
2290,2.6584079984237152
2291,2.172794494405127
2292,1.8509081301741566
2293,2.01341572763522
2294,1.9884600241010286
2295,2.1613067716745933
2296,2.4300462821598448
2297,2.664965229648114
2298,3.001976131951111
2299,2.8561627673680325
2300,2.9705248026294284
2301,2.774654103188582
2302,2.819729187900161
2303,2.736270371648431
2304,2.8000723522145288
2305,3.5419494681622723
2306,4.592919445620546
2307,5.531125168434869
2308,6.423576985259719
2309,6.841998760697047
2310,6.197947675585465
2311,5.270237992245563
2312,4.2303068484244
2313,3.342702687701678
2314,2.564373519801145
2315,1.9039383891227994
2316,1.6834011083630263
2317,1.652707369135275
2318,1.7983721944897701
2319,2.0912521055027202
2320,2.183248278488857
2321,2.1786692049534357
2322,2.2374876193931277
2323,2.686478046601914
2324,2.6089123588359784
2325,2.082877893386769
2326,2.4568760081255916
2327,3.292394823008452
2328,3.5124310908032976
2329,4.119479008460819
2330,4.218502953243714
2331,4.468067399106635
2332,4.627605676316321
2333,4.192088678446262
2334,4.083286612124788
2335,3.657500448357871
2336,3.4134208752800768
2337,2.9278243388330503
2338,2.4172715090774664
2339,1.8836669641634927
2340,1.9059793182910323
2341,2.0612078083976537
2342,2.720765459245447
2343,2.351880006190009
2344,2.634837814174716
2345,2.6284117158179314
2346,2.632458578218118
2347,2.6084041289958804
2348,2.4182599549400083
2349,2.72668367391076
2350,2.683272762492245
2351,3.0772000804228528
2352,3.266842418982141
2353,3.385533192149968
2354,3.7203355489264522
2355,3.9820037111758855
2356,4.122637731940092
2357,4.539075377313746
2358,4.30849552472029
2359,3.9611959864871547
2360,3.618952445406878
2361,2.972565060423457
2362,2.662289560839808
2363,2.361783378320394
2364,2.284339235945257
2365,2.4163568911480198
2366,2.763097047569731
2367,2.692335667053856
2368,2.863664240326667
2369,2.8315864879858474
2370,2.7081717300741532
2371,2.777532447071924
2372,2.8942848775716623
2373,3.189805901051202
2374,3.6229585936131223
2375,4.227759549313576
2376,4.2501790545422145
2377,4.652125462736621
2378,6.212799964951338
2379,8.113321459019371
2380,8.29930902501595
2381,7.856826049253425
2382,6.526650875121906
2383,5.973916461935991
2384,5.331045163906175
2385,5.390525474333065
2386,4.796063324136089
2387,5.003461091735786
2388,4.5093709440235985
2389,4.007498677962802
2390,3.5699938008646885
2391,3.548557530570136
2392,3.485548886361416
2393,3.169956625172176
2394,3.031339367826469
2395,3.0753402523560585
2396,3.556570600129283
2397,4.109247061464761
2398,4.989134517171739
2399,5.6999812847489135
2400,5.468891859969932
2401,5.559820736067298
2402,6.19776946361223
2403,6.741646046766451
2404,6.806230424133305
2405,6.452076590133565
2406,6.197991431987572
2407,6.085937870944596
2408,5.844827841830152
2409,5.851805885271592
2410,5.243806974040719
2411,5.063345430878823
2412,4.499867307685365
2413,4.081612857968521
2414,3.974391620185821
2415,3.5675128772877596
2416,3.3212034443759486
2417,3.1427241855445063
2418,3.00895619268509
2419,3.269114136339339
2420,3.3088146062993213
2421,4.158778460320352
2422,5.298665448197206
2423,5.537702981778325
2424,5.15961215891126
2425,4.763197853442345
2426,5.181478533036662
2427,5.94434795899382
2428,6.29670398488223
2429,5.99846596157023
2430,5.7572824528342625
2431,5.220004373854298
2432,4.969211792598005
2433,4.759825841753562
2434,4.8720749274331085
2435,4.909312548111189
2436,4.839858354339255
2437,4.902207983165522
2438,4.907080532113277
2439,4.863165641270331
2440,4.729172885736495
2441,4.766039586022587
2442,4.244264581288739
2443,4.140698413747092
2444,4.9409226683919885
2445,4.893016826905768
2446,4.5782071430256295
2447,3.8645179989085268
2448,3.380602772613034
2449,3.537945872232417
2450,4.292286634283044
2451,4.403816381816037
2452,4.359380756691277
2453,3.9183722976627644
2454,3.2461954124992634
2455,2.7394370349132195
2456,1.9925395568074808
2457,1.6388431033841875
2458,1.9786927588161305
2459,2.4993619230235415
2460,2.8140123861152833
2461,3.5186615639772434
2462,3.6319909797645336
2463,3.7691181524494346
2464,4.094894208564347
2465,4.50157601561487
2466,4.647804745927948
2467,4.170210175732469
2468,2.8171731176011314
2469,2.8489118433239264
2470,2.280174366749406
2471,2.7605975191779226
2472,3.2610123835306646
2473,3.6379275105997695
2474,3.726565808688353
2475,3.0473334378646286
2476,2.7564296175798337
2477,2.3871520203479735
2478,3.1890472373301284
2479,2.8697649848005806
2480,2.416387717599382
2481,2.4099238081847103
2482,2.1600305853778634
2483,1.771994331460622
2484,1.7266007694459313
2485,1.801357136390152
2486,2.2427956617974028
2487,2.113981623412133
2488,3.0544802113327294
2489,2.9982789542713797
2490,3.0424317845020834
2491,3.5133882741229185
2492,3.6747421970833116
2493,3.660655917469398
2494,3.3912924471091372
2495,2.9468767413062538
2496,3.0577051392949635
2497,3.281902458618864
2498,3.534825949440497
2499,3.891249893273884
2500,4.523697119491466
2501,4.486840454343801
2502,4.291800324331972
2503,3.6396316506981035
2504,3.366587875399875
2505,2.950861385680475
2506,2.8412409818459974
2507,2.6292747785788024
2508,2.2638227648746754
2509,2.4872814640110623
2510,2.671330495737325
2511,2.650211509966403
2512,2.43704360935984
2513,2.2889560543292875
2514,2.2248965605714988
2515,2.137020311000954
2516,2.5535471527201343
2517,2.70859099585083
2518,3.12156104832681
2519,3.562543306700497
2520,3.9881359687665503
2521,5.065772185673863
2522,6.482843235777763
2523,7.554325144052727
2524,7.587307981598952
2525,7.629642293988384
2526,6.9468461860067015
2527,5.416417862764046
2528,4.471223674869972
2529,4.268545398465912
2530,3.6756874218532785
2531,3.3945715229219755
2532,3.293746977039999
2533,3.2373209106474463
2534,3.0399323331057646
2535,3.3418123223874105
2536,3.460891307107437
2537,3.95534452048727
2538,3.664147735623396
