,Ridge_ensemble
672,5.763398661463439
673,5.729844334482942
674,5.329998315489408
675,5.0688888125873515
676,5.107802704425519
677,5.549171414468174
678,5.762503389016458
679,5.610543547724164
680,5.257401000832068
681,4.89628760146808
682,4.737022845309085
683,4.738107666960587
684,4.491430066220765
685,3.9933825503933695
686,3.9295935918055154
687,3.8007144533540576
688,3.896735742204391
689,3.931596338182543
690,4.01128757135173
691,4.074754545180347
692,4.164754383120582
693,4.074759241379077
694,3.866574143265006
695,4.555447198838783
696,5.037225601645223
697,5.254619089064251
698,5.284090077676972
699,5.822905470280983
700,6.381074097528801
701,5.918219532270399
702,5.209806365496199
703,4.546509218661517
704,4.129024038617768
705,3.5581404467763798
706,3.4027331968000025
707,3.252742059448758
708,2.949528820452662
709,2.486341241973367
710,2.5748799724463365
711,2.4122789337971398
712,2.656559143385823
713,2.9950269960197424
714,3.026811510063994
715,3.1129562840089977
716,3.068842562939852
717,2.6877111665902547
718,2.119918829897797
719,1.8384781749546293
720,1.753900000577626
721,2.083733022811712
722,2.6985146268966598
723,3.6548683953935424
724,3.4431300560530382
725,3.777091450275143
726,3.5037707463366594
727,2.6832828097283423
728,2.065480435637954
729,1.6608098247008032
730,1.5704172377760788
731,1.9187210398189347
732,2.4951031089368203
733,2.645226731834563
734,3.0234188717334742
735,3.107968775128502
736,3.089133194006905
737,3.3659387390123743
738,3.5382488935025806
739,3.622916654662079
740,3.828729064533013
741,3.6630542397880443
742,3.9589013226087912
743,3.4544409689221984
744,3.2487608748999053
745,3.010956233042766
746,2.877945788501113
747,3.1591433305869314
748,3.300418390024245
749,4.220212999408019
750,3.878364381356179
751,4.1843091087691215
752,3.8126110810088254
753,3.487556142531948
754,3.497205722741765
755,3.695492011642672
756,4.1291602155941005
757,4.338618685758824
758,4.458859837775226
759,4.622565012974907
760,4.574012079884245
761,4.574433888153607
762,3.9016104903675384
763,3.624591686538492
764,3.288895276912876
765,3.856883314220538
766,3.7552855059521653
767,3.0286089060124075
768,2.609160307272914
769,2.422059546660874
770,2.495153839326348
771,3.11356266029033
772,3.479424389189404
773,3.9085138923579725
774,3.7186426055183435
775,3.5821434222385453
776,3.431270126703792
777,3.234657953372526
778,3.55659428156005
779,3.848360773691626
780,4.478674808570823
781,4.4126314607699975
782,4.180225191261221
783,3.753571936116723
784,3.08595902290679
785,2.9940348671131396
786,3.3033899183825683
787,3.6681737289980303
788,4.132666859996406
789,4.171379929773406
790,3.785644039165567
791,2.821274512724238
792,2.1415781215828664
793,1.8745551744961861
794,2.2787175839737515
795,2.8198277075629594
796,3.005248140443105
797,2.9716057636632884
798,3.1781717362196567
799,2.8453734534036403
800,2.6544056177556223
801,3.108147318346084
802,3.0488386410718085
803,2.974465507523867
804,3.086534964088356
805,3.5411082675884216
806,3.9898986222657307
807,4.150000721554023
808,3.7990432053618775
809,2.671207569086211
810,2.5545083281830534
811,3.137437658161358
812,2.9034970423621633
813,3.0804902004942205
814,3.1856967384759125
815,3.443848399124181
816,2.852704554215371
817,2.7250643615205568
818,2.350593880388458
819,2.5750023179327184
820,3.0268677642406723
821,3.333800684522264
822,3.189954792359002
823,2.949811717161672
824,2.6280746275738864
825,2.8591379511376953
826,2.936809325231188
827,3.217771205849533
828,3.539848620521399
829,3.6089503720583633
830,3.307826132059358
831,3.394240223521097
832,3.139141116936645
833,3.8813268869566095
834,4.484953952253998
835,4.982488936258484
836,5.067012534269706
837,4.374144650378071
838,4.415447975887516
839,4.16681816645789
840,4.050206978730135
841,4.020800141985577
842,4.165913266082756
843,4.44526029576272
844,4.271209512831046
845,4.207912041190604
846,4.066544320961935
847,4.215241163524017
848,4.2442851169285545
849,4.211428746046842
850,4.262383298515335
851,4.114126902443784
852,4.743630093436453
853,4.617638456844467
854,4.411640266893291
855,4.266221832314614
856,4.098165615686249
857,3.7896781650569435
858,3.7552964116168033
859,3.714160914001946
860,4.0899548183396215
861,4.1263067545231396
862,4.338317765393629
863,4.6729219722889574
864,5.614765593915079
865,5.547714895116058
866,5.16810719761322
867,5.27635676694792
868,5.704668049012851
869,5.975250780749043
870,5.775755731130884
871,5.222077359276469
872,5.054414386515474
873,4.829317030712376
874,4.81834021516643
875,4.864578246508405
876,4.878904709072655
877,4.531786357854434
878,4.488275528145992
879,4.685159532355226
880,4.731755386222277
881,4.875426294258595
882,5.252824333096038
883,5.454490802619302
884,4.051138823432433
885,3.783023126956291
886,4.681092711689126
887,5.724084993101528
888,6.156054401957158
889,6.273118422304149
890,5.9250043690557295
891,5.121273222635892
892,4.623751780128433
893,4.749927168905105
894,4.51053804987577
895,4.699492575876841
896,4.712025032088267
897,4.712991939762787
898,4.991334065103617
899,5.1942964317259115
900,5.347007764481621
901,5.651811540470316
902,5.559473707791359
903,5.500920657919883
904,4.806189381202013
905,4.46314784842664
906,4.194712389657683
907,4.2530242305815324
908,4.358147626786856
909,3.728508364656335
910,3.250780003880119
911,1.900019113624538
912,1.9229478698429812
913,2.934864859564052
914,2.971347282831057
915,2.7689762336733765
916,3.0243054059863725
917,3.058826270132396
918,2.9308723169370308
919,2.554308844135153
920,1.9476476479252047
921,1.7055240975141266
922,1.8729613248284485
923,1.9194792742177234
924,2.0404539156384622
925,2.15108717492158
926,2.1595308368462156
927,2.355529823594146
928,2.0948669127738393
929,1.935308712637719
930,1.7308348343460884
931,1.9846886217578859
932,1.9406318534635072
933,1.8569473075170149
934,2.1899390237068657
935,2.352236873574888
936,2.451403808489227
937,2.785442786172443
938,3.4717842357850457
939,3.976843355220194
940,4.564377501431542
941,4.473367763427232
942,4.346597991283881
943,4.540666681489296
944,3.585227807473454
945,2.9295331900417123
946,2.6289649019117953
947,2.7399889968431896
948,2.6621910600850884
949,2.5711099547880867
950,2.563308384291948
951,2.7826297094003514
952,3.118190724458846
953,3.285881565382742
954,3.653149745886875
955,3.682237090714801
956,3.660082475017737
957,3.633542054566745
958,3.3305722760211554
959,3.095780870594872
960,2.5943374522005342
961,2.9095109768146488
962,4.157892867247408
963,5.318882732133828
964,5.423294228649077
965,5.805290025499069
966,5.464351969125185
967,4.86738123887511
968,3.9193596614768875
969,3.410284776348436
970,2.648768258219018
971,2.5481072507253737
972,2.7876676041777935
973,2.1810160020795504
974,2.2240179307704437
975,2.485999588383735
976,2.740079493622568
977,2.333446158434821
978,2.42822477762044
979,2.757108061688001
980,2.6513447006542012
981,2.4794579193274187
982,2.6765937164783526
983,2.553835166095941
984,2.430419763003285
985,3.629740852208885
986,4.291517723633136
987,4.688871522576859
988,4.949234727860869
989,5.570451927947581
990,5.407893690585135
991,5.000826169173411
992,3.9804337614023537
993,3.1548677385085053
994,2.9792645563584683
995,2.879790836120094
996,2.7287313656213628
997,2.942297355457864
998,3.33054996206979
999,3.55709758813344
1000,3.779966601599797
1001,3.8191071821281986
1002,3.9354428508333226
1003,4.506884314366008
1004,4.860442365131452
1005,4.254435709344972
1006,4.161708328377017
1007,4.8157557951937635
1008,5.242175926236218
1009,5.100335672045193
1010,5.20244841834635
1011,5.435837549375961
1012,5.846007506943767
1013,6.287179910083841
1014,6.113706104263098
1015,5.519341190768318
1016,5.013709395371373
1017,4.88711396232793
1018,4.816564141070569
1019,5.179162476050395
1020,3.978864193596502
1021,4.016656495787659
1022,3.855314974666127
1023,4.1405415635106815
1024,3.6203695181096114
1025,3.6477265684532214
1026,3.5817031775268022
1027,4.21829769851536
1028,4.207782894653229
1029,4.101045015314121
1030,4.60711137924304
1031,4.722767635591737
1032,4.677268117201922
1033,4.540047844347826
1034,3.845289746212052
1035,3.614496220810781
1036,3.6844257133741527
1037,4.1811930841266145
1038,4.262630428837494
1039,4.361270557210637
1040,4.174576911698896
1041,4.070049766770668
1042,3.747985019490791
1043,4.186282785705706
1044,4.019486401113311
1045,3.8290691810126356
1046,4.312023739949755
1047,3.957651093785867
1048,3.4990864658438587
1049,3.146011729107788
1050,3.025203049545811
1051,3.059417741239509
1052,3.208105012542207
1053,3.0896180946512954
1054,3.196808036084154
1055,3.186292120196284
1056,3.672593922327689
1057,3.785278590888789
1058,4.026614577524932
1059,4.494569177008413
1060,4.80917992095547
1061,4.789502012444314
1062,5.082393076302413
1063,4.752624559269027
1064,4.347396787702122
1065,4.265102567788259
1066,4.178350319145767
1067,4.178826209672575
1068,4.232728153714353
1069,4.530321081055107
1070,4.237201050821326
1071,4.498032366051209
1072,4.247108919176616
1073,4.440661881029257
1074,4.4583678554248785
1075,4.365635382216735
1076,4.541322814679218
1077,4.986257600663454
1078,5.8029667988265885
1079,5.727728136325407
1080,6.021484820153319
1081,6.068467659531073
1082,6.291911277602125
1083,6.058101277868804
1084,6.0055393945350755
1085,6.350790097788678
1086,7.040048035817467
1087,7.255801920301952
1088,6.72093403491421
1089,6.5315750346050905
1090,6.304810807661822
1091,6.118182071263314
1092,6.399551982313801
1093,6.133784279545226
1094,6.211470536759828
1095,5.75624421245389
1096,5.8523757091546
1097,6.038239668036632
1098,6.601794286125971
1099,6.445072201138586
1100,6.354566125048877
1101,6.252129819981645
1102,6.339057292482352
1103,6.487938032579676
1104,6.538768154849146
1105,6.5767967937041485
1106,6.457263029251033
1107,6.262487090388829
1108,6.223104690141714
1109,6.42843928574799
1110,6.554299384334609
1111,6.428873700422983
1112,6.283426779315038
1113,6.055074380494414
1114,5.867607155262743
1115,5.670253868008691
1116,5.585304406276778
1117,5.809136241386426
1118,5.74199378055221
1119,5.556633606965669
1120,5.5344917671598
1121,5.398501875651522
1122,5.349389424502195
1123,5.6774872743699465
1124,5.915268548210225
1125,5.8583453112761745
1126,6.007087094083113
1127,5.871524177480143
1128,5.308651818054132
1129,4.573392685349426
1130,4.93478954671593
1131,4.989696355152567
1132,4.950168270475084
1133,5.08460121830499
1134,5.161518330684299
1135,5.105580521194947
1136,5.598673595693653
1137,5.523060854706458
1138,5.6680634363999545
1139,5.5939875862098205
1140,5.716044645542234
1141,5.397395006736061
1142,5.455441474102517
1143,5.303390136994393
1144,4.85388079908263
1145,4.260288643556669
1146,4.3492628409050536
1147,4.728009985329192
1148,5.035290557197491
1149,4.9072454727327965
1150,5.281535730358323
1151,5.515911253913423
1152,6.13133805571239
1153,6.049311694584162
1154,5.709966023717746
1155,5.420398473055252
1156,5.158374421400943
1157,5.076553244342343
1158,5.193845509868928
1159,5.688178796202636
1160,5.509428586667841
1161,4.952387279892691
1162,5.1953444932727075
1163,5.476862342775124
1164,5.7724377897107075
1165,5.532928886500474
1166,5.3123442190885655
1167,5.134788636532106
1168,4.9547091600947
1169,4.498402970714542
1170,4.163708437152282
1171,4.2688537474132815
1172,4.418783690262681
1173,4.553583872858825
1174,5.49010247955813
1175,5.75529619821371
1176,5.65527003170165
1177,5.109732327293609
1178,4.533200906433264
1179,4.366959358011863
1180,4.318430562562302
1181,4.465739380132181
1182,4.155887802775184
1183,4.366789586147665
1184,4.348198832108948
1185,3.9731606038426057
1186,3.9231408682452305
1187,4.042424688668358
1188,3.022509502650725
1189,2.429313281146018
1190,1.9284429621079577
1191,3.75995287087596
1192,3.662670327778905
1193,3.5101255739707553
1194,3.6019178316147284
1195,3.5044317272867516
1196,3.088346029260474
1197,2.638385354274164
1198,1.7925062385973052
1199,1.4184738833348605
1200,2.1215082747683276
1201,2.3361622100407153
1202,2.267676426130726
1203,2.786999437742489
1204,2.9400211267862133
1205,2.7825925310165447
1206,2.3240794154606554
1207,1.9190558675182183
1208,1.40140452804782
1209,1.5191729369103766
1210,1.3125294924124749
1211,1.874355738823727
1212,2.2452639992653634
1213,2.913716383713011
1214,3.3418380617763868
1215,3.1837870196894316
1216,3.1968094551950204
1217,2.6070262344342687
1218,2.6617546878213445
1219,3.1638671019576803
1220,3.7741603105665957
1221,3.501143081505084
1222,3.0462346499518294
1223,2.0104088400584743
1224,2.5266035767944097
1225,2.758962523390392
1226,3.296723092938231
1227,3.7361700727042746
1228,4.132891237780277
1229,4.491701541130804
1230,4.903952320880093
1231,3.71872641842364
1232,2.8663257942943523
1233,2.793633483565367
1234,2.9818095329717855
1235,2.391297681989516
1236,2.5011626154246556
1237,2.478405329222532
1238,2.8130255781786557
1239,2.7367963063073635
1240,2.475359110583101
1241,2.6569898875468483
1242,2.8010836986562815
1243,3.067711134853852
1244,3.365959889840015
1245,3.569652034889147
1246,3.70400944327944
1247,3.263493749366996
1248,3.242596285170955
1249,3.4181553607676314
1250,4.4916412898014695
1251,6.613554816722912
1252,7.24683035375668
1253,6.928645168241143
1254,6.342525838459883
1255,5.343369357489282
1256,4.018908872989046
1257,3.3211823980171693
1258,2.7912085910493505
1259,2.3966991424404833
1260,2.1524172053843493
1261,2.3688180301683284
1262,2.2337215662807575
1263,2.396281692117857
1264,2.60692840441689
1265,2.460690106902854
1266,2.601106900827742
1267,2.780876136463627
1268,2.9171332931710863
1269,3.2467892875791184
1270,3.0939254356104904
1271,3.1078950396055394
1272,3.495810966186143
1273,3.5254292057022574
1274,4.601750960951601
1275,6.296802676286852
1276,7.090418220922459
1277,7.129231423002031
1278,6.110872824164828
1279,5.27523461906498
1280,4.075171425113957
1281,2.9632666492985353
1282,2.350294522363682
1283,2.01137339819401
1284,1.8413936626577287
1285,1.648801556279396
1286,1.5104276192996307
1287,1.58078054071752
1288,1.7153397193725373
1289,1.7724236398114033
1290,1.699861336223464
1291,1.84895378014711
1292,1.907725048848135
1293,1.8211328882453999
1294,1.4777027780516865
1295,1.6968518734708686
1296,2.2506902937944955
1297,2.402634103638741
1298,3.040535140622274
1299,3.9150594571169113
1300,4.977147686728866
1301,5.051952273833893
1302,4.657170128577148
1303,3.9006576365477104
1304,3.05033523159807
1305,2.6508890904133544
1306,2.6787295358784964
1307,2.0933697372774827
1308,2.056156785610628
1309,1.9510813088648313
1310,1.9678085978585607
1311,2.0687769636605
1312,2.241352665502868
