,Ridge_Alpha_Beta_Full_ensemble
1309,1.9911330842517336
1310,2.017406105437606
1311,2.117648166160408
1312,2.318397432412163
1313,2.8179478577528627
1314,2.8603682999205553
1315,2.7307582325632076
1316,2.9184070364533996
1317,3.7853996426687835
1318,3.853600568304218
1319,5.232480528624508
1320,4.97517294066191
1321,5.777863016042825
1322,6.215792816332329
1323,7.06874842295113
1324,6.6327386772727115
1325,6.3796102055487856
1326,6.16572893130777
1327,5.7752265574043085
1328,5.739244160615349
1329,5.109312088721891
1330,4.699078332881194
1331,4.093351945139093
1332,3.7028970398537044
1333,3.5124499438315415
1334,3.189337436844154
1335,3.0756193010979698
1336,2.870865452770466
1337,3.109574503094008
1338,2.8879065203152376
1339,2.6227768804364726
1340,2.551675419349401
1341,2.5837047807536004
1342,2.85108695503723
1343,3.0234992362446578
1344,3.009749556046089
1345,3.5262889225231064
1346,4.325445881542293
1347,6.1315835984482066
1348,6.532468843056463
1349,6.816775517025433
1350,6.483937424117698
1351,5.942908289219963
1352,5.612147536558621
1353,4.766699942660466
1354,3.4115897762816383
1355,1.9395653463325
1356,1.9892139579585666
1357,1.6247872124871492
1358,1.1526695786731025
1359,1.4670227893380774
1360,1.715712065755257
1361,1.8179809517056695
1362,1.5618482061760945
1363,1.5680554965191524
1364,2.161663712742124
1365,2.1933948534425243
1366,2.5246593862886266
1367,2.9261557764470187
1368,2.9403545059420653
1369,3.1019616530131593
1370,3.5069547983390628
1371,4.223337900900481
1372,3.710572503917714
1373,3.416439166938729
1374,3.344237258759362
1375,2.749850301759497
1376,2.302575686999797
1377,1.8874026079316186
1378,1.8894938328072683
1379,1.8193746268539404
1380,1.942166400775681
1381,2.2320547933363466
1382,2.3026568186362137
1383,2.4415266054732503
1384,2.937630144338208
1385,2.265850421370855
1386,2.214856984961077
1387,2.170061225881053
1388,2.2012769998591124
1389,2.170518803429383
1390,3.316693571211039
1391,3.4404366240337603
1392,3.3971151388136582
1393,3.5080798337268857
1394,3.5160550886575486
1395,3.848285213977915
1396,3.6439370885014024
1397,3.9381982097534265
1398,3.512703200348972
1399,3.208923289812605
1400,3.124998790321621
1401,2.7281020139022716
1402,2.5428651316472948
1403,2.1890102933556808
1404,1.9144864048304242
1405,2.3481309507745878
1406,2.1296173964049014
1407,1.9116963710387238
1408,2.3232427884691793
1409,2.2942394608003522
1410,2.26057882157344
1411,2.3849668402982203
1412,2.4415259066138395
1413,2.565058680568665
1414,3.0025136390543827
1415,3.5389954504417966
1416,3.2463449038670142
1417,4.058846547607224
1418,4.802656694151086
1419,5.780565977441126
1420,6.208130181660087
1421,6.352906189657116
1422,5.452330740555271
1423,5.758353062931985
1424,4.136810214306858
1425,3.6499353668335095
1426,3.1287683891609266
1427,2.9705883765365146
1428,2.3574483065474734
1429,2.22702674077479
1430,2.347065121361514
1431,1.8747783031943872
1432,2.2273541768064384
1433,2.2672718400943013
1434,2.5328978514464855
1435,2.5590918704271344
1436,2.0185789278063258
1437,1.8077782863360101
1438,1.7852407740456264
1439,2.593549366635865
1440,2.9017285869609184
1441,3.164753965381054
1442,4.00008686998224
1443,4.093053064189164
1444,4.479097973101477
1445,4.359215160228812
1446,4.163424243560329
1447,3.6202381893119155
1448,3.3347512783421958
1449,2.8821169227686942
1450,2.274990250472412
1451,2.003369564888078
1452,2.164866425865362
1453,2.15967411643273
1454,2.3377844130066467
1455,2.468848985903524
1456,2.9733662187311305
1457,2.2841671926171503
1458,2.805077294110281
1459,2.52316756759169
1460,2.7039816434800286
1461,2.9314923001770143
1462,2.547759955986308
1463,2.2311633736727066
1464,2.594797780513136
1465,3.311989394202124
1466,3.5823620544163197
1467,3.6753688364100086
1468,4.25923988624878
1469,4.566603565013957
1470,3.9377341218381607
1471,3.615099029486255
1472,3.171717731719627
1473,2.6778963057024487
1474,2.779287061953638
1475,2.8158433477382134
1476,2.888081839828868
1477,3.093055702681972
1478,3.2673851623259997
1479,3.5324099432042173
1480,4.024883963191026
1481,3.913991441071488
1482,3.831506587973729
1483,3.88735092039028
1484,3.7512679920934326
1485,3.7507725262228195
1486,4.143855814010926
1487,4.951492908041805
1488,4.944366909951352
1489,4.962410884012623
1490,6.013423118740085
1491,7.246483568669061
1492,7.429916797809147
1493,7.445709489495997
1494,6.904809250904581
1495,6.565069597579392
1496,5.8968376266469775
1497,5.1655439982922875
1498,4.511640906641413
1499,3.983889671811724
1500,3.5291790096099422
1501,2.8260837659100586
1502,2.4505947049088443
1503,1.9505912926261118
1504,1.9824868995320881
1505,2.0825418467992756
1506,2.013185472361255
1507,1.9768623998541244
1508,2.0606755835767165
1509,1.8100547752339293
1510,2.4580676069893537
1511,2.687496875621631
1512,3.0156816192403997
1513,3.3670065578930126
1514,3.4394468443498964
1515,3.8556958957338403
1516,4.251308449294116
1517,4.520830764776129
1518,4.496243571659661
1519,4.219596821287865
1520,3.3632426889429143
1521,2.721623834386854
1522,1.9212279773479932
1523,1.876552215804043
1524,1.6650461715933664
1525,1.7861306440545859
1526,1.9211635138981586
1527,1.8319756148363098
1528,2.130513225326614
1529,2.628786319497686
1530,2.5785865132844683
1531,2.7202256879945286
1532,2.6083651575323903
1533,2.408164474528792
1534,2.3670578051389044
1535,2.037362024914818
1536,2.6086162284014645
1537,3.2707543818096276
1538,3.9029517050448317
1539,4.864512351468327
1540,4.974696624428248
1541,4.644467643150314
1542,4.852230346535161
1543,3.811805489216981
1544,4.011885651834115
1545,3.184485912551535
1546,2.6587707574615123
1547,2.6011130418145014
1548,2.690032115844667
1549,2.9644306284292483
1550,3.2439635243332625
1551,3.279169073313499
1552,3.215339622019098
1553,3.08041167159741
1554,2.665370477361478
1555,2.3805775366271957
1556,1.9712720340693466
1557,2.0185673790618686
1558,3.1253300615962853
1559,3.3726022048307347
1560,3.1286863530502522
1561,3.225899712648722
1562,4.0160715748707885
1563,5.159865726539957
1564,6.1215165145919785
1565,6.470401425904678
1566,6.199395132143172
1567,5.621183327250739
1568,5.213784889574307
1569,4.345604778824935
1570,4.0241752283920835
1571,3.5136388210174467
1572,3.449093104820376
1573,2.944887182868576
1574,2.7828594097449306
1575,2.5521930738988843
1576,2.5045888815086097
1577,2.389668739023743
1578,2.4300947505093524
1579,2.4754170172072607
1580,2.5042499007971473
1581,1.9415902740492335
1582,2.0754440411387822
1583,2.6440377458027573
1584,2.9039973730929325
1585,3.3962586057440096
1586,4.056274253048039
1587,5.510054603389635
1588,6.353118401753395
1589,6.703558404936435
1590,6.007720208857745
1591,5.317702935786393
1592,4.090619427364738
1593,3.0777107802515116
1594,2.480732730093497
1595,2.1793829442660853
1596,1.9354667727747699
1597,1.6776514014164448
1598,1.9690855324341767
1599,2.033848126646867
1600,2.2372099056392214
1601,2.281941677238441
1602,2.888647729219018
1603,2.814806490843098
1604,2.6398445076438053
1605,2.2131080572743698
1606,2.4680926252524795
1607,2.1101494749017817
1608,2.3116824808462626
1609,2.6225494515763974
1610,3.4649512767135935
1611,4.40139724791192
1612,4.963987745150393
1613,5.650373908408537
1614,5.539499076012756
1615,5.254340319477862
1616,4.337918987873944
1617,2.780957226060925
1618,2.3919336645943616
1619,2.0154764443409308
1620,2.031465997341923
1621,1.9426694801763364
1622,1.978600385360674
1623,2.2928864367541135
1624,2.572017713068289
1625,2.7942721511802633
1626,3.0112474754810163
1627,2.9870611257352806
1628,3.0979384551409708
1629,2.995870798057938
1630,3.2981859717636914
1631,3.045232451184842
1632,2.8461949529939736
1633,2.727062800491746
1634,4.117269046637569
1635,5.100746090925343
1636,6.341304172115805
1637,7.115593690636718
1638,6.228543025292508
1639,5.339732604548574
1640,4.20859476238827
1641,2.7463567570360996
1642,2.254695111825583
1643,1.9446210231556653
1644,2.055441659012623
1645,2.2679525811180885
1646,2.491646061455553
1647,2.548880475132121
1648,2.706903116540575
1649,2.907901138797862
1650,2.9082103747454178
1651,3.0550547196159816
1652,3.119620322409366
1653,2.7528254040673836
1654,2.0373830888696145
1655,3.1886863536313115
1656,3.7664497112824398
1657,4.527638423915475
1658,5.349810965787348
1659,6.151638753545287
1660,6.155184324742839
1661,6.361721933542528
1662,6.201313804864853
1663,6.467013329186375
1664,6.629596834855649
1665,6.702189491941341
1666,7.2285850416703745
1667,7.889646580439746
1668,8.558759890282403
1669,8.632000409207363
1670,8.629942153764675
1671,8.238509790859272
1672,8.058772000477658
1673,7.73411984999343
1674,7.555354619237821
1675,7.576046370748782
1676,7.337904463663559
1677,7.562835419584545
1678,7.70340940359732
1679,7.745992172711274
1680,6.682176619608294
1681,6.989423373334518
1682,7.290294396326162
1683,7.332027540565268
1684,7.237259290471663
1685,6.163757815073229
1686,6.017595777050799
1687,5.558635101191056
1688,5.421128812496762
1689,5.311033372185817
1690,5.432302424372865
1691,5.196492439162479
1692,4.901017930107252
1693,4.911714982434001
1694,4.823928818924694
1695,4.9707196954617014
1696,4.83890907191353
1697,4.644924513019303
1698,4.652628898063624
1699,4.52870181940763
1700,4.003113394969415
1701,3.9190015193722902
1702,3.6967903935540907
1703,3.689668747195247
1704,3.8539713342864053
1705,4.204278361691911
1706,4.303641194204338
1707,4.61138087675032
1708,5.013413320949177
1709,5.048572107266462
1710,4.961230852644288
1711,4.550294140720709
1712,3.5459288692910413
1713,2.852243846442289
1714,2.310212413673253
1715,1.926001130807908
1716,1.9580605349198337
1717,2.024258124604348
1718,1.7778691833137208
1719,1.8981615654179378
1720,1.9867740866324455
1721,2.2452459765174235
1722,2.517239624398868
1723,2.508438498572751
1724,2.643864689820156
1725,2.6663119835108904
1726,1.9251121725591742
1727,2.2827445447829042
1728,2.6098156691674608
1729,3.4892584944137037
1730,4.706384093775996
1731,5.600850335005965
1732,5.846650490702546
1733,6.152267790292236
1734,6.256274920286294
1735,5.233854093076592
1736,4.692589028125629
1737,4.305049396423417
1738,3.9058325346912355
1739,3.8914704585175204
1740,3.976738737564186
1741,4.106554353455612
1742,4.1881083934772345
1743,4.477026512003896
1744,4.84459540028481
1745,4.032724307557459
1746,4.158373829253327
1747,4.401716346662718
1748,4.569681413310488
1749,4.765360480450392
1750,4.952932719892059
1751,4.9986539512127734
1752,4.918083913275208
1753,4.82609588715951
1754,4.254416684354646
1755,3.747431269642759
1756,3.4788778146107004
1757,3.5276155242582794
1758,3.9917834772744216
1759,4.341070093342399
1760,3.9576682399487155
1761,2.8714760893081452
1762,2.091281818024687
1763,2.409903445775484
1764,3.2590190512365087
1765,3.292488698654219
1766,3.564798743110664
1767,3.947641121508394
1768,3.761357143026198
1769,3.6677973636724563
1770,4.3642390656710335
1771,4.686023566354439
1772,4.75230464691457
1773,4.771501277109977
1774,4.659732203320728
1775,4.519725782389802
1776,4.15287503810832
1777,4.2949700581555055
1778,4.34958374908495
1779,4.3515511396256965
1780,4.34085121573233
1781,4.43607573700454
1782,3.7791926959920654
1783,3.209089748094435
1784,2.8818705951718786
1785,2.4247936977880453
1786,2.36511076961364
1787,2.3844697398486168
1788,2.118358684714896
1789,1.8936995574611515
1790,2.3339554705688466
1791,2.2990179731057987
1792,2.6680169067037607
1793,3.4500815168132624
1794,3.12014625327905
1795,3.197508904533141
1796,3.425081604514909
1797,3.719360629532484
1798,3.123297871088555
1799,3.168954563764279
1800,3.3795047156044498
1801,3.7911368339714517
1802,4.14168540615979
1803,4.2812261462813925
1804,4.2657112319020944
1805,4.011325157465818
1806,3.5641814852336773
1807,3.0818353298341266
1808,2.781186839014786
1809,2.5780504793951535
1810,2.4858183654767574
1811,2.5253878320869343
1812,2.159529825629814
1813,2.1027195468334883
1814,1.8573890655174012
1815,1.7194224672026557
1816,1.669220961199749
1817,1.8475984128471208
1818,1.7987887982052826
1819,1.8431945681161268
1820,2.05138398064224
1821,1.8023198994245182
1822,2.1560910060687455
1823,2.1609488969459845
1824,2.361471438115979
1825,3.4079844166742137
1826,4.839103936739151
1827,5.542985827116506
1828,6.2718463056690625
1829,6.26320001969044
1830,5.752403609299708
1831,4.950373760317382
1832,3.785780282079538
1833,3.2587231925961926
1834,3.1195544494182648
1835,2.981393415282302
1836,2.967246169550907
1837,2.8441216783657697
1838,2.7328360145645787
1839,2.328318826317606
1840,2.6707517790958417
1841,2.912422273525205
1842,3.0461215024005144
1843,3.137784815558972
1844,3.212040738556123
1845,3.6471382893554565
1846,4.467601612377956
1847,5.203083191411523
1848,4.76520078330232
1849,4.851843624468244
1850,4.931242373035452
1851,5.722329121476385
1852,6.929143949810969
1853,6.309622358217654
1854,5.670907922119939
1855,5.082162013959683
1856,4.713453534322983
1857,4.524951077849407
1858,4.280023542374086
1859,4.318134888726625
1860,4.166323229112933
1861,4.124215770366485
1862,4.306223505661191
1863,3.7730632204842562
1864,3.797002724103085
1865,3.452643632692491
1866,3.0177572607218868
1867,3.1522254966584615
1868,3.4959961887277284
1869,4.266260353960273
1870,4.659529813175857
1871,4.61236379367002
1872,4.070811286137257
1873,4.014976761854246
1874,4.875461363974701
1875,6.204291179209354
1876,6.689093247855653
1877,5.991524739574545
1878,4.728128539579952
1879,4.199419615749507
1880,3.6662585868624498
1881,3.082380943442947
1882,3.2678585796650355
1883,3.0624572590967225
1884,3.031514254697506
1885,2.7751840694639003
1886,2.4651584017823645
1887,2.3266535415134437
1888,1.8751529164666052
1889,2.1091494519137046
1890,2.18649738690691
1891,2.3882196998811733
1892,2.146541126964181
1893,1.8848768603615682
1894,1.951833718465472
1895,2.228784054456389
1896,2.6913587954121763
1897,4.077268743704216
1898,4.95327284460069
1899,6.4626581592618955
1900,6.769424200368752
1901,6.729205871849468
1902,6.117348742764876
1903,5.22413656195033
1904,4.055795231330031
1905,3.598802252839266
1906,3.3041587730711828
1907,3.0356139803029056
1908,2.9735737812864573
1909,2.5809284315476835
1910,2.495101567723742
1911,2.572519543001862
1912,2.396131140957142
1913,2.4207203960746546
1914,2.374285299159632
1915,2.676004877217099
1916,2.813591250683722
1917,3.3215567706726135
1918,4.019402505161657
1919,4.561693462132693
1920,4.695289750730887
1921,5.256499690542238
1922,6.276185165426613
1923,7.528529868170747
1924,7.113049545938802
1925,6.644101514380455
1926,6.183062473657114
1927,5.372792590429916
1928,5.211006521112204
1929,4.8372338026501405
1930,4.773824175606851
1931,4.212338640646982
1932,3.738780991885208
1933,3.396837305474495
1934,3.27674120370939
1935,3.095489159108139
1936,3.2541162730570585
1937,3.4418750569449106
1938,3.7591791483888137
1939,3.560179522122092
1940,3.8070487125127133
1941,3.998767504210606
1942,4.74814678105409
1943,4.758054638884131
1944,4.767277944627433
1945,5.833287808204254
1946,6.779215299284108
1947,6.610011873850724
1948,6.767429029391838
1949,6.569951041021335
1950,6.016290392091626
1951,5.569558004777079
1952,4.605205687690688
1953,4.066741275917789
1954,3.6991662390810975
1955,3.184986120789236
1956,2.870915653035614
1957,2.143406266993387
1958,1.794351742114622
1959,1.9189542273150828
1960,2.039615092463447
1961,2.0687955190874003
1962,1.7877389304280147
1963,1.3150346796719237
1964,1.0961162828298643
1965,1.1763103426708514
1966,1.8307951675997787
1967,2.7234958932695137
1968,3.5771135080805565
1969,4.384103675991437
1970,5.246459374932731
1971,5.664919288246853
1972,5.94902811392122
1973,6.628904150545404
1974,6.311499716748607
1975,5.9511269818926475
1976,4.942076383641467
1977,4.061752964302485
1978,3.1738456296821522
1979,2.478433440242508
1980,2.100612902292447
1981,1.8888975535452326
1982,1.4292332768236231
1983,1.4460239662323462
1984,1.3327884959962757
1985,1.3340013317580945
1986,1.8097212744142073
1987,1.881557231509544
1988,2.0462942379957294
1989,2.0679121629565835
1990,1.9119963998510479
1991,2.099124808976831
1992,2.932466994227725
1993,3.805548032942576
1994,4.512713204159814
1995,4.908757596813706
1996,4.977618672658723
1997,4.888885826504901
1998,4.527498657805413
1999,4.278566877011661
2000,3.582157261219
2001,3.2207183564621387
2002,3.158444496067198
2003,3.0882430960165816
2004,2.951192293717021
2005,3.1530663274860777
2006,3.8480308384562107
2007,4.05453707257402
2008,4.20989764223245
2009,4.679540064489491
2010,4.7403845261616215
2011,4.584735708605083
2012,4.757143969732042
2013,5.021508189700827
2014,5.540914218062538
2015,6.1728103827893
2016,6.804346882416886
2017,7.386155370536158
2018,7.703186523417677
2019,7.778756804016843
2020,7.517355141275828
2021,7.679096805586871
2022,7.076650999969878
2023,7.388674142251185
2024,7.151213819384271
2025,7.515787293185956
2026,7.321685886330607
2027,7.076762480385029
2028,6.605498910576176
2029,5.622150643838026
2030,5.734943591685589
2031,5.742708096855935
2032,6.143832612697583
2033,5.734977101542395
2034,6.383092666028537
2035,5.43645353638116
2036,5.327914219639485
2037,5.288325681201413
2038,5.739862054338363
2039,6.058615146995732
2040,5.673444059102193
2041,6.0387945347697505
2042,5.853281106678544
2043,5.635221834082476
2044,5.6098410496589315
2045,5.406151383925188
2046,5.214297433945223
2047,4.836625053696438
2048,4.384539240890937
2049,3.28684077942829
2050,2.614050490216567
2051,2.4316608687701335
2052,2.8499550514462455
2053,3.3853079305350158
2054,3.3123268014772043
2055,3.2838824098117416
2056,3.618272658423776
2057,3.7422606238309246
2058,3.820653773418118
2059,3.7150015899272284
2060,3.8145630864358537
2061,3.901609802375544
2062,4.602418644638497
2063,4.561073287031388
2064,4.927395078712532
2065,5.23286937934878
2066,5.507485651627178
2067,4.9519860116811305
2068,4.810254006379521
2069,4.575985527989008
2070,3.906858000771388
2071,3.461661832022578
2072,2.9257381652705994
2073,2.5493945934436315
2074,2.785480427061019
2075,2.852931888765705
2076,3.0096623215493485
2077,3.115696820690155
2078,2.785872319800939
2079,2.107617424026688
2080,2.122810196045157
2081,2.3147907620049866
2082,2.9420547309859155
2083,2.905403468715475
2084,2.709227475110495
2085,2.2533239868079304
2086,1.9234545487653203
2087,2.280535215552553
2088,3.1704655866529334
2089,4.168311618346538
2090,4.917720378220207
2091,5.012821805652771
2092,5.176796961379311
2093,4.978263260486745
2094,5.003946108190535
2095,4.750365890063833
2096,3.747657644678354
2097,2.5985364591815334
2098,2.2098565275211484
2099,1.9067449072169416
2100,1.8128865706632356
2101,1.7540237881097571
2102,1.7749809982009412
2103,1.723608202858442
2104,1.7348099651233972
2105,1.7021468623337177
2106,1.8160757731071357
2107,2.0821037700319813
2108,1.7199512767455731
2109,2.307698589273898
2110,2.804295622515072
2111,3.1124509709580783
2112,4.194665953799455
2113,5.898827813948338
2114,7.4616876938429755
2115,7.579294645000104
2116,7.730728216946923
2117,7.444266893452754
2118,6.606837705640753
2119,5.840792516384949
2120,4.270061491537921
2121,3.3928363446401097
2122,2.888026604915284
2123,2.6253421447333016
2124,2.550230943449929
2125,1.857583155765915
2126,1.7035545536501109
2127,1.4827130781727538
2128,1.3674048889318564
2129,1.3789627452640207
2130,1.5096934623723293
2131,1.4988706375988137
2132,1.596576795512322
2133,1.6439416102033675
2134,1.976893006984832
2135,2.707124353883881
2136,3.1584744563198726
2137,4.739480596545204
2138,6.381517372519293
2139,6.5077125378641085
2140,6.611403494127493
2141,7.017257971142068
2142,6.244644674510206
2143,5.56272288150916
2144,4.549043501153682
2145,3.589207148620119
2146,2.6680047697675713
2147,2.059016619644961
2148,2.0462530835596016
2149,1.6415390691095073
2150,1.8783292344162574
2151,1.7148745963325525
2152,2.195310550680993
2153,2.3660231137988936
2154,2.3604383284100297
2155,2.898617154756456
2156,2.6987729580754904
2157,2.1348086004813274
2158,1.7539897476194997
2159,1.8595362275869483
2160,3.3587894079281266
2161,4.358718719715569
2162,4.483684278002997
2163,4.698548333481957
2164,5.19132881243443
2165,5.276765956216189
2166,5.211119986536442
2167,5.491801494946677
2168,5.19021641421498
2169,5.041683805585108
2170,4.7663139881345655
2171,4.666427202944484
2172,4.844769621872957
2173,4.223225348668195
2174,4.380258713121024
2175,4.760733235601768
2176,4.725693650486534
2177,4.621539847766187
2178,4.604729240827488
2179,4.2194514918903385
2180,4.366828350332113
2181,4.693280997946702
2182,4.8492865529876115
2183,4.9337127037924144
2184,4.962145630165998
2185,5.418500349560046
2186,5.339030908409479
2187,5.512278956344717
2188,5.297808630150401
2189,4.9816561659401115
2190,4.417327560138427
2191,4.408730638521709
2192,4.261210095352954
2193,3.2084919434880725
2194,2.902255471192473
2195,2.528061774657059
2196,2.39690917305753
2197,2.41188731353045
2198,2.195043103081989
2199,2.192344653084318
2200,2.049270520920931
2201,2.353655404736413
2202,3.024825618498658
2203,3.211495405792783
2204,3.4742345251462257
2205,3.727863531714608
2206,3.9063339975617706
2207,4.434908808594936
2208,4.512663349892899
2209,4.485397166803052
2210,4.893055192848427
2211,5.9789545890319875
2212,7.079913791416658
2213,8.097519178382445
2214,7.486901543421292
2215,7.266356277942274
2216,6.305021367698407
2217,5.888490757914278
2218,5.569868035921302
2219,5.007861404757569
2220,4.921357972568855
2221,4.580714528273605
2222,4.12593658225467
2223,3.7209447650497562
2224,3.267077863441255
2225,3.2937110977129906
2226,3.1339674873669314
2227,3.2444018070152563
2228,3.3720958192621993
2229,4.050926076927254
2230,4.557053058909689
2231,4.869282659322551
2232,4.851499360186054
2233,5.042121080496205
2234,6.220160593478628
2235,6.34767560432095
2236,6.351359737111217
2237,6.124502707148156
2238,5.001357176638619
2239,4.770638103279229
2240,4.4460663895881805
2241,4.555141562879432
2242,3.415337416151091
2243,2.771594429653057
2244,2.7340677187287263
2245,2.507417193937453
2246,2.7441604405309725
2247,2.2808383735347073
2248,2.505422168454598
2249,2.376249192330984
2250,2.3624234019756223
2251,2.1995170725098485
2252,2.41590491571819
2253,2.270030108064716
2254,2.190333182259432
2255,2.2475270427756997
2256,3.311912279414503
2257,3.7485627270871946
2258,3.8839756506497674
2259,4.527871846572065
2260,4.870647741210979
2261,5.030656249700792
2262,4.227520802084641
2263,3.8418222126044266
2264,3.242835334955548
2265,2.8700141190417505
2266,2.6932492069510023
2267,2.6140873825434787
2268,2.572381854890874
2269,2.5004696402377373
2270,2.3167587144819106
2271,2.4856541020541747
2272,2.7006016651361238
2273,2.7632213615821293
2274,2.5039653339259647
2275,2.2731980311173587
2276,2.5542160532522633
2277,2.5957160476314387
2278,3.1956831501548666
2279,3.410709894004667
2280,3.766433851580717
2281,4.14177829040888
2282,4.616411919357526
2283,4.779017281959593
2284,4.602167563234117
2285,4.644317776901787
2286,5.097093767666671
2287,5.089726900423506
2288,4.341985293359357
2289,3.330612696670682
2290,2.657383276316243
2291,2.1806335878753837
2292,1.85713243523789
2293,2.0325778012740465
2294,2.0271488583791126
2295,2.175724504210691
2296,2.4249017770825683
2297,2.6643225960231676
2298,3.0140759842447955
2299,2.864695793621358
2300,2.9860934012536644
2301,2.7727331002260267
2302,2.819407445454003
2303,2.7219782208795302
2304,2.791059153597509
2305,3.5277753068812454
2306,4.588581945826644
2307,5.519904042247501
2308,6.3980015574214475
2309,6.818813468149201
2310,6.182604205387074
2311,5.2526884629126585
2312,4.2314643810641925
2313,3.3472834931741233
2314,2.5627322075945673
2315,1.9066370481707242
2316,1.6965369591497361
2317,1.6434231102333765
2318,1.7953466090234278
2319,2.0847576533218697
2320,2.184490615801538
2321,2.180977364085461
2322,2.2431617872228955
2323,2.6908259850731837
2324,2.621944600866964
2325,2.0949994969715178
2326,2.455399916341261
2327,3.2897055369540777
2328,3.5077560432537176
2329,4.118278291367653
2330,4.212065139409939
2331,4.4645634817643165
2332,4.628059380874889
2333,4.190394751573821
2334,4.072994547616278
2335,3.666949897423542
2336,3.4201742881606174
2337,2.9291836825229196
2338,2.42069603432022
2339,1.8833172565556844
2340,1.887186628361767
2341,2.0464064556288317
2342,2.7113008494449184
2343,2.3466751011455083
2344,2.636104554906837
2345,2.635175484922433
2346,2.6310769634353233
2347,2.6133554896813753
2348,2.4268192877332897
2349,2.7340772542447493
2350,2.6939084993212843
2351,3.081467172188394
2352,3.275105288973971
2353,3.3877288966625354
2354,3.724737780134685
2355,3.981044931324837
2356,4.132745733498892
2357,4.544865384520281
2358,4.3157902670257355
2359,3.9816015829663804
2360,3.632882396968353
2361,2.9842070541761703
2362,2.657841854498151
2363,2.359585161837545
2364,2.277141912708383
2365,2.4049887332660993
2366,2.7591945671930875
2367,2.695775709777257
2368,2.874303989047097
2369,2.8346282764805064
2370,2.707170724570036
2371,2.7861911845515546
2372,2.910714114560768
2373,3.201348424448642
2374,3.6232538343248692
2375,4.218625894721306
2376,4.247221451815301
2377,4.664186733035983
2378,6.201251572627981
2379,8.116344482677643
2380,8.30282898619767
2381,7.832544729241467
2382,6.498090294286679
2383,5.973840972197523
2384,5.354918243329816
2385,5.403503684077167
2386,4.798241509417625
2387,4.996114966349572
2388,4.507670885515063
2389,4.003385986288883
2390,3.5800479718909783
2391,3.5585869768594183
2392,3.49865191663592
2393,3.18482420594367
2394,3.050633817279619
2395,3.099358746900872
2396,3.5711439451722637
2397,4.121188080463641
2398,4.998524728045114
2399,5.71311440725549
2400,5.47551537060885
2401,5.520876620882691
2402,6.156746573071032
2403,6.71566588981204
2404,6.794968446269578
2405,6.456451751226397
2406,6.1882398715300395
2407,6.079511986306604
2408,5.846080743199718
2409,5.862080877792746
2410,5.240943825720161
2411,5.069270501378724
2412,4.498356943600348
2413,4.077715348136116
2414,3.9892369406378396
2415,3.576479798684695
2416,3.3304251172563446
2417,3.1552556049578655
2418,3.016394309336007
2419,3.2826370908989406
2420,3.321449541678789
2421,4.1646811104066455
2422,5.287731555460997
2423,5.52013335292027
2424,5.132112638212457
2425,4.743581254125196
2426,5.1614253158774925
2427,5.9418838547967106
2428,6.306240433260843
2429,5.992565649724888
2430,5.747666420296155
2431,5.217255279167942
2432,4.974143840847424
2433,4.765547821311563
2434,4.874741223564348
2435,4.908634106603541
2436,4.836905978796631
2437,4.895172498575481
2438,4.905666930379569
2439,4.869474904601096
2440,4.7300121620809685
2441,4.756149984472313
2442,4.237931305577851
2443,4.143423199229853
2444,4.920593278661604
2445,4.87855520405401
2446,4.555291995500769
2447,3.853682475973947
2448,3.379572460103247
2449,3.547765245668875
2450,4.300764257207196
2451,4.406370658922845
2452,4.367031977149776
2453,3.9087196989957342
2454,3.253495195217839
2455,2.7418106116664056
2456,1.9880885616743607
2457,1.640394902006716
2458,1.9815809362889525
2459,2.5015735232924237
2460,2.809877869662854
2461,3.5256392805435577
2462,3.6256299964295535
2463,3.7643137136957687
2464,4.084867385987442
2465,4.491652999692392
2466,4.641984407788878
2467,4.1714663758312645
2468,2.81915838237022
2469,2.8437396554765457
2470,2.2760041802793185
2471,2.75289482622129
2472,3.251860487077412
2473,3.640706824736951
2474,3.7399636101262286
2475,3.078975510583119
2476,2.7661689865359405
2477,2.3950749035168832
2478,3.2152622756618383
2479,2.8825850404209064
2480,2.4296647047173634
2481,2.426411462252698
2482,2.1508302028430815
2483,1.744356486605478
2484,1.6929429087606016
2485,1.7832434817649596
2486,2.230441175828445
2487,2.1048821398696074
2488,3.0485001162908345
2489,3.0090271776004984
2490,3.03694072407232
2491,3.5004732013401
2492,3.6627435932840835
2493,3.6565078420446397
2494,3.3832597523342813
2495,2.931984754147719
2496,3.0432270080294335
2497,3.2770858521063215
2498,3.543000089458591
2499,3.904378486622268
2500,4.537095064686501
2501,4.504683060603423
2502,4.313557887562142
2503,3.6492021912295063
2504,3.3620053952494877
2505,2.9470699702727257
2506,2.8323805263131323
2507,2.6318709112829355
2508,2.2596649078271467
2509,2.47638609848344
2510,2.673977413170872
2511,2.6564216097870004
2512,2.455824576828225
2513,2.303489743583752
2514,2.228558417979887
2515,2.1329667846221345
2516,2.5492470410589867
2517,2.7092234083816535
2518,3.118309963993015
2519,3.545663152323506
2520,3.9738999593537576
2521,5.05330425302606
2522,6.48521569575689
2523,7.543605468805144
2524,7.568729712582227
2525,7.6265618844588845
2526,6.954458774991775
2527,5.420525159651138
2528,4.471732438622339
2529,4.2785267255030535
2530,3.689065784280321
2531,3.4068368245367573
2532,3.286813777373346
2533,3.233480642750943
2534,3.048704549512214
