,Ridge_Alpha_Beta_Full_ensemble
766,3.8013188833658895
767,3.1001581424806743
768,2.613932290619491
769,2.3606317627334534
770,2.5494098190528605
771,3.202973692238863
772,3.4744565363528275
773,3.88026163687177
774,3.683019346636155
775,3.4750405272970135
776,3.277657472924589
777,3.134541578523665
778,3.514057240042855
779,3.858487119261972
780,4.427598346575879
781,4.443423460323077
782,4.203579529278975
783,3.804654508939008
784,3.1442295540564142
785,3.0443961907802035
786,3.374742416727406
787,3.7003150419897755
788,4.135345078946148
789,4.121381846793351
790,3.7618112618659434
791,2.785495279157664
792,2.037464419634723
793,1.7866961623876012
794,2.272495679201035
795,2.8484639986775426
796,3.0324853100387648
797,2.9334597788880297
798,3.121375196966459
799,2.722048015244889
800,2.44960320655941
801,2.8459551598555115
802,2.8090122523332237
803,2.8539406386704758
804,3.13487996363428
805,3.664142547864454
806,4.098374886864195
807,4.205714954589004
808,3.8342779838867727
809,2.742731197660592
810,2.59755030725934
811,3.1263087993129046
812,2.8425890700907113
813,3.087339411690746
814,3.278855549279062
815,3.4248157856513193
816,2.7980927085471916
817,2.5906623462738056
818,2.2754023570915143
819,2.588890599008818
820,3.0046975682932144
821,3.290443215370083
822,3.175188178128777
823,2.889103616484872
824,2.52880688537334
825,2.6792878378084595
826,2.833107423407717
827,3.1116982538232345
828,3.463164135123632
829,3.596675953913817
830,3.335476303157703
831,3.432063154280139
832,3.2484996117279548
833,3.9351682121195317
834,4.533663103907274
835,4.913057361544453
836,5.0057861360807046
837,4.330999384222301
838,4.377018693634233
839,4.138895478613581
840,4.016363919417615
841,3.972871580941676
842,4.147199720110587
843,4.416618126828336
844,4.222540114424642
845,4.163372510099464
846,4.0259096794558324
847,4.221586717659494
848,4.260334406633997
849,4.240068351374793
850,4.437446916843539
851,4.278436220598585
852,4.897690661480238
853,4.7116117805346
854,4.409138729822226
855,4.233300953174743
856,4.052396332863964
857,3.739343935704887
858,3.685323946234429
859,3.6372461998024788
860,4.0117588059322635
861,4.019806396636597
862,4.257440973374623
863,4.610679401513936
864,5.523309856831614
865,5.442692968057885
866,5.064213128668791
867,5.203830839814546
868,5.754299012243567
869,5.893914447942847
870,5.780482320807896
871,5.218462469881848
872,5.137207695624361
873,4.87754846556554
874,4.939470851949757
875,4.813221454093888
876,4.933694748233345
877,4.622038337798666
878,4.65479762277066
879,4.982420380173559
880,5.257619836375997
881,5.382420365099417
882,5.390645802379975
883,5.202932850551936
884,4.043526320140088
885,3.8448899787600417
886,4.773178941945751
887,6.067092751106485
888,6.577800292115169
889,6.303745823067879
890,5.818494308578359
891,5.072683201890481
892,4.5585628017835305
893,4.7206971618652895
894,4.494342403604766
895,4.659832634454305
896,4.717274494949935
897,4.7604049807322975
898,5.080749736632459
899,5.330808134392343
900,5.5814791015861696
901,6.058631432060239
902,5.861874531155343
903,5.732577800954615
904,5.031865784379133
905,4.644163936773089
906,4.336587013583312
907,4.357308536417402
908,4.433552651496717
909,3.777629654546497
910,3.178955836553014
911,1.7488771066516784
912,1.8471197238309762
913,2.9052002440101834
914,2.9639333118917417
915,2.776268549567661
916,3.025105678230913
917,3.059312136405253
918,2.9205862533669085
919,2.4840151884192183
920,1.7830049638561416
921,1.6456778171306388
922,1.8329281762718048
923,1.9174763173843894
924,1.9925620814626508
925,2.129719312769982
926,2.2056095523402535
927,2.3599818029603075
928,1.9809117116677055
929,1.8165979204658649
930,1.6423288375759053
931,1.745727167019796
932,1.746144900961745
933,1.6877322644142903
934,1.9654833020082165
935,2.073825035819183
936,2.1879582299606386
937,2.6793854405530335
938,3.4769544389910987
939,3.9890462691302733
940,4.6166564369965855
941,4.554438609755742
942,4.504602102679852
943,4.688885001171752
944,3.6563028097332393
945,2.9365177210302753
946,2.608771218076916
947,2.683864055359402
948,2.5675606233647796
949,2.4415057440723777
950,2.5425826401246323
951,2.7542853752591667
952,3.1318060487345565
953,3.306923120668524
954,3.685055577289814
955,3.708986180591299
956,3.6931604970190466
957,3.6055429901202083
958,3.416120366714618
959,3.149445628978678
960,2.657571421283834
961,2.927613946920789
962,4.171291984554034
963,5.313879228507991
964,5.497280082976115
965,5.823296814746835
966,5.45432456551668
967,4.901083987732515
968,3.9343953430550225
969,3.3892061729501735
970,2.5645020468116777
971,2.4509283066811496
972,2.6700780684720025
973,2.139660706036288
974,2.364560872718255
975,2.4769631919645825
976,2.6982230770049185
977,2.2847107433807103
978,2.408277549129408
979,2.6815955691319577
980,2.541067710848741
981,2.4300469555028035
982,2.66807934154194
983,2.528046245814711
984,2.3805486945063055
985,3.6381284355372094
986,4.2988963421496225
987,4.738452698301129
988,4.983367162795498
989,5.636404075597878
990,5.486226635608519
991,5.006773774419173
992,4.002728373823223
993,3.1742204310431053
994,2.9927686345343685
995,2.8522844497529554
996,2.752902056553864
997,2.982273328772862
998,3.349390961114811
999,3.5598641255466275
1000,3.775990570513736
1001,3.7967927775201082
1002,3.962552443608382
1003,4.464261350571861
1004,4.767754806432883
1005,4.237547107021162
1006,4.159709993724092
1007,4.836035650347443
1008,5.258326111999001
1009,5.111759682376563
1010,5.2908176547977375
1011,5.4974167553517965
1012,5.826750085365962
1013,6.1470819231021245
1014,5.861072768896117
1015,5.326879530569176
1016,4.951833903005474
1017,4.917891732961937
1018,4.8710206711502515
1019,5.290749545926106
1020,4.04183990762454
1021,4.056933539797485
1022,3.937439285225651
1023,4.215174735408028
1024,3.624813404495129
1025,3.6156036122359128
1026,3.640496419420763
1027,4.292644599051055
1028,4.2309095342871705
1029,4.16544720917023
1030,4.631434195515058
1031,4.754635091650113
1032,4.714369216096984
1033,4.647751655258589
1034,3.989329613941023
1035,3.8778335900527856
1036,4.067142609808679
1037,4.573659307746727
1038,4.525614316355128
1039,4.504874347873814
1040,4.349111849121239
1041,4.091023829944068
1042,3.7477668336663226
1043,4.3013145170631955
1044,4.300025300348255
1045,4.110683798118055
1046,4.588582065668963
1047,4.1324228961444796
1048,3.651243969584815
1049,3.2651220667852447
1050,3.103406748268249
1051,3.164728930717716
1052,3.278875735980599
1053,3.1663346302134157
1054,3.2568001777371935
1055,3.266327246315712
1056,3.69838416602614
1057,3.801281110422638
1058,4.139876336965557
1059,4.588845841281497
1060,4.9319407917741405
1061,4.821330894026087
1062,5.019337396479997
1063,4.771257392667403
1064,4.250925541476266
1065,4.20987800116281
1066,4.080945295996556
1067,4.183572506984681
1068,4.260611424718935
1069,4.499394577996317
1070,4.281302799661315
1071,4.54867655627406
1072,4.2950242023697065
1073,4.472363455803776
1074,4.494240334932076
1075,4.426476451666142
1076,4.615600157071234
1077,4.978244578503309
1078,5.639784525633608
1079,5.555166467296175
1080,6.158017953307898
1081,6.27533066669778
1082,6.6993505174117445
1083,6.516713447720996
1084,6.661483736700344
1085,7.149300178045239
1086,7.722213051339894
1087,7.684622420018857
1088,6.7901777027417625
1089,6.512042386875161
1090,6.430967939603697
1091,6.077260933366797
1092,6.310320615848248
1093,6.008498365859491
1094,6.163052529202071
1095,5.8211673739154675
1096,6.071756372617597
1097,6.168847229177755
1098,6.3990982401343475
1099,6.316216978037972
1100,5.708677448815929
1101,5.99608418091635
1102,5.917967976761509
1103,6.017382902668077
1104,6.3825022192207035
1105,6.467660417890844
1106,6.569210725569426
1107,6.559681906575359
1108,6.312006232575038
1109,6.4796657436353975
1110,6.5221196559638575
1111,6.241682257956979
1112,6.29546189917455
1113,5.867126106682048
1114,5.707576991939019
1115,5.645198511092069
1116,5.611092410803829
1117,5.867244326671796
1118,5.738462769170423
1119,5.633431877419165
1120,5.639372521570375
1121,5.7508081356946885
1122,5.703857359339498
1123,6.29211641588661
1124,6.453717987937897
1125,6.498091088539708
1126,6.487197498955823
1127,5.786650700991504
1128,4.889428965991083
1129,4.3441921478903325
1130,4.686090563579713
1131,4.749754567262442
1132,4.73121917287093
1133,4.956161910357347
1134,4.9570008923149675
1135,5.0851605868769365
1136,5.58147004101187
1137,5.649850225769063
1138,5.827748792711335
1139,5.695118628945474
1140,5.882100155461566
1141,5.489520411855891
1142,5.404460594084527
1143,4.7448104858286815
1144,4.460403447609285
1145,4.087932540382437
1146,4.2034001997214405
1147,4.526329991902446
1148,4.891904939785185
1149,4.802702383640683
1150,5.29671397883021
1151,5.644557625278161
1152,6.175539284349267
1153,6.044464153681909
1154,5.711274460749625
1155,5.532292422119276
1156,5.2504439754204535
1157,5.207130402514139
1158,5.36488018154054
1159,5.778371684684214
1160,5.498342007476576
1161,4.931546634912939
1162,5.398260433851456
1163,5.5665661849286625
1164,5.833308128534555
1165,5.508350811075023
1166,5.261399697595818
1167,5.019721582692239
1168,4.6872349595841305
1169,4.267028519477913
1170,4.019663389316107
1171,4.132164328485594
1172,4.32584890507
1173,4.464428751369991
1174,5.4557043267920085
1175,5.755197668190826
1176,5.604915844474183
1177,5.096926283873132
1178,4.532154895206763
1179,4.349835234970304
1180,4.28317122032315
1181,4.468105814206717
1182,4.059878788577897
1183,4.263767655162029
1184,4.304898932046259
1185,3.987504929773659
1186,3.9649548101255148
1187,4.075568348664701
1188,3.073647686731624
1189,2.676910580557178
1190,2.5523186870550902
1191,3.772026502916101
1192,3.6946178465526494
1193,3.5396711640303002
1194,3.524586383604997
1195,3.4249013057149096
1196,3.02683315129919
1197,2.615760152431579
1198,1.7954958249464503
1199,1.436578535992743
1200,2.14057873483838
1201,2.400411119160583
1202,2.3601519599595684
1203,2.764265368286648
1204,2.859873354199339
1205,2.7521767829507104
1206,2.2960931485493843
1207,1.8852376953842023
1208,1.459555354063291
1209,1.4964478031673465
1210,1.2221022227439151
1211,1.9195214788157757
1212,2.299319284961459
1213,3.028446849450632
1214,3.339280249384525
1215,3.0518491577283853
1216,3.1070063603948497
1217,2.5473423658773617
1218,2.7247108856354245
1219,3.2324501891920088
1220,3.801930344671294
1221,3.607115233927935
1222,3.1635826183344715
1223,2.1041177885675024
1224,2.593588088492633
1225,2.781691104747784
1226,3.354095680818839
1227,3.835455277585318
1228,4.2647212189154375
1229,4.557810349333608
1230,4.948215480242767
1231,3.734345858105671
1232,2.858499851302362
1233,2.7428998514794225
1234,2.965825094930766
1235,2.4539367974977826
1236,2.543948632932439
1237,2.4717780622118086
1238,2.818328771760749
1239,2.643435088839694
1240,2.3863676586914906
1241,2.5912779110360202
1242,2.7978945825007346
1243,3.0568908068165097
1244,3.380211353638945
1245,3.5550201083107513
1246,3.6642465329069367
1247,3.2310321005161735
1248,3.2773243541424995
1249,3.4020985323714648
1250,4.4486430493301015
1251,6.60470519080058
1252,7.3080216038322146
1253,7.1412279693992184
1254,6.627649046997317
1255,5.401713975540053
1256,4.0879478132694755
1257,3.3612570739438468
1258,2.8249629764774413
1259,2.4250929524487437
1260,2.1189673383285
1261,2.3286816063736437
1262,2.167273951391334
1263,2.3452380537581217
1264,2.589785199241234
1265,2.439384963770147
1266,2.5903191322631427
1267,2.780506740286996
1268,2.9060627895164317
1269,3.231351291296783
1270,3.084475380755822
1271,3.094320207900611
1272,3.5418758576512603
1273,3.553055578017068
1274,4.576829314633151
1275,6.44496948453677
1276,7.329509033456949
1277,7.100245290870322
1278,5.970103633487541
1279,5.242150914872027
1280,4.002681515245842
1281,2.964131441969211
1282,2.3849806069197945
1283,2.0503376552586703
1284,1.845372246000357
1285,1.6558649250185642
1286,1.5949025779206585
1287,1.6009986625096029
1288,1.7144422597240891
1289,1.84695166554495
1290,1.8357350773740189
1291,2.091047055948541
1292,2.020453015952285
1293,1.7513254059777303
1294,1.412244925699286
1295,1.510840127745101
1296,2.253569413979169
1297,2.4551500149797376
1298,3.1450894675799375
1299,3.91800393826814
1300,4.962824492703745
1301,4.952288738462601
1302,4.537838506314675
1303,3.893604796364736
1304,3.0882412720471897
1305,2.7141166062468938
1306,2.71208406009859
1307,2.179533661962927
1308,2.1257893718437857
